Time (s)	Load (gf)	Displacement (mm)
24,394	4	2,428
24,406	4	2,428
24,418	4	2,43
24,43	4	2,431
24,442	4	2,434
24,471	4	2,436
24,487	4	2,437
24,505	4	2,439
24,523	4	2,44
24,547	4	2,443
24,56	4	2,444
24,578	4	2,446
24,592	4	2,447
24,604	4	2,449
24,626	4	2,451
24,64	4	2,454
24,675	4	2,456
24,697	4	2,458
24,71	4	2,459
24,722	4	2,46
24,736	4	2,463
24,761	4	2,466
24,786	4	2,468
24,809	4	2,47
24,833	4	2,472
24,847	4	2,473
24,864	4	2,475
24,884	4	2,477
24,904	4	2,48
24,93	4	2,482
24,96	4	2,484
24,973	4	2,485
24,985	4	2,487
24,999	4	2,488
25,013	4	2,489
25,025	4	2,491
25,037	4	2,492
25,049	4	2,493
25,061	4	2,494
25,073	4	2,495
25,085	4	2,496
25,097	4	2,498
25,118	4	2,5
25,135	4	2,503
25,164	4	2,504
25,178	4	2,506
25,196	4	2,509
25,222	4	2,512
25,252	4	2,514
25,271	4	2,515
25,284	4	2,517
25,296	4	2,518
25,317	4	2,52
25,336	4	2,522
25,355	4	2,524
25,379	4	2,527
25,403	4	2,528
25,418	4	2,53
25,432	4	2,533
25,462	4	2,535
25,486	4	2,537
25,499	4	2,538
25,518	4	2,54
25,53	4	2,541
25,542	4	2,542
25,554	4	2,544
25,57	6	2,545
25,583	6	2,548
25,616	6	2,55
25,629	6	2,551
25,641	4	2,554
25,667	4	2,554
25,679	4	2,556
25,697	4	2,558
25,719	4	2,562
25,755	4	2,564
25,773	4	2,565
25,786	4	2,566
25,798	6	2,569
25,826	4	2,571
25,849	4	2,574
25,873	4	2,576
25,896	6	2,578
25,908	6	2,579
25,92	4	2,58
25,932	4	2,581
25,944	4	2,582
25,956	6	2,584
25,968	6	2,585
25,986	4	2,587
26,005	6	2,589
26,022	6	2,592
26,046	4	2,593
26,059	4	2,595
26,084	6	2,596
26,097	4	2,598
26,11	4	2,599
26,122	6	2,601
26,147	6	2,604
26,175	4	2,606
26,197	6	2,609
26,222	4	2,61
26,235	4	2,612
26,249	6	2,613
26,265	6	2,615
26,278	4	2,617
26,307	6	2,62
26,328	6	2,622
26,357	6	2,624
26,373	6	2,626
26,394	4	2,63
26,433	6	2,632
26,448	6	2,634
26,474	6	2,636
26,499	6	2,638
26,514	6	2,64
26,533	6	2,643
26,561	4	2,644
26,573	4	2,647
26,6	6	2,648
26,616	6	2,65
26,628	6	2,651
26,64	6	2,654
26,672	6	2,656
26,689	6	2,659
26,72	6	2,661
26,749	6	2,663
26,764	6	2,664
26,777	6	2,666
26,789	6	2,666
26,801	6	2,668
26,813	6	2,67
26,833	6	2,671
26,845	6	2,672
26,857	6	2,674
26,869	6	2,676
26,895	6	2,678
26,909	6	2,679
26,923	6	2,681
26,946	6	2,682
26,957	6	2,685
26,984	6	2,686
26,996	6	2,688
27,008	6	2,688
27,02	6	2,69
27,036	6	2,692
27,054	6	2,694
27,079	4	2,696
27,094	4	2,697
27,106	6	2,698
27,119	6	2,7
27,131	6	2,701
27,143	6	2,702
27,155	4	2,704
27,172	6	2,706
27,192	6	2,708
27,214	6	2,709
27,226	6	2,71
27,242	6	2,712
27,263	6	2,715
27,281	4	2,716
27,294	6	2,718
27,319	6	2,72
27,334	6	2,721
27,347	6	2,722
27,36	6	2,724
27,372	4	2,727
27,408	6	2,73
27,434	6	2,734
27,47	6	2,735
27,485	6	2,736
27,499	6	2,74
27,535	6	2,742
27,549	6	2,743
27,561	6	2,745
27,587	6	2,748
27,614	6	2,749
27,627	6	2,75
27,64	6	2,753
27,664	6	2,756
27,695	6	2,757
27,713	6	2,76
27,732	6	2,761
27,744	6	2,763
27,763	6	2,764
27,775	6	2,766
27,788	6	2,767
27,801	6	2,768
27,813	6	2,769
27,825	6	2,77
27,837	6	2,772
27,858	6	2,773
27,87	6	2,774
27,887	6	2,777
27,909	6	2,779
27,922	6	2,78
27,945	6	2,782
27,963	6	2,785
27,981	6	2,786
27,993	6	2,787
28,005	6	2,79
28,038	6	2,793
28,061	4	2,794
28,074	6	2,796
28,099	6	2,798
28,114	6	2,799
28,127	6	2,801
28,14	6	2,802
28,154	6	2,803
28,176	6	2,805
28,188	6	2,807
28,202	6	2,81
28,236	6	2,812
28,259	6	2,814
28,278	6	2,816
28,29	6	2,817
28,302	6	2,818
28,315	6	2,82
28,338	6	2,822
28,355	6	2,824
28,373	6	2,825
28,386	6	2,826
28,398	6	2,828
28,41	6	2,83
28,437	6	2,832
28,451	6	2,834
28,475	6	2,836
28,499	6	2,838
28,515	6	2,84
28,539	6	2,842
28,554	6	2,844
28,577	6	2,846
28,597	6	2,848
28,61	6	2,85
28,633	6	2,851
28,655	6	2,853
28,668	6	2,854
28,68	6	2,856
28,697	6	2,858
28,716	6	2,859
28,728	6	2,862
28,752	6	2,863
28,765	6	2,865
28,789	6	2,867
28,805	6	2,868
28,818	6	2,871
28,84	6	2,872
28,857	6	2,874
28,87	6	2,875
28,882	6	2,876
28,895	6	2,877
28,907	6	2,879
28,92	4	2,88
28,933	6	2,882
28,957	6	2,884
28,976	6	2,887
29,003	6	2,888
29,016	6	2,89
29,035	6	2,891
29,047	6	2,894
29,07	6	2,895
29,083	6	2,897
29,105	6	2,899
29,122	6	2,9
29,136	6	2,902
29,149	6	2,903
29,168	6	2,905
29,187	6	2,907
29,201	6	2,908
29,213	6	2,909
29,225	6	2,911
29,247	6	2,912
29,266	6	2,915
29,283	6	2,916
29,3	6	2,919
29,324	6	2,92
29,339	6	2,922
29,351	6	2,924
29,374	6	2,926
29,389	6	2,927
29,408	6	2,929
29,427	6	2,931
29,44	6	2,932
29,452	6	2,934
29,475	6	2,937
29,505	6	2,938
29,527	6	2,94
29,54	6	2,943
29,563	6	2,945
29,583	6	2,946
29,596	6	2,948
29,614	6	2,95
29,64	6	2,953
29,668	6	2,955
29,68	6	2,956
29,695	6	2,958
29,708	6	2,959
29,721	6	2,96
29,733	6	2,961
29,745	6	2,962
29,757	6	2,964
29,776	6	2,965
29,788	6	2,966
29,801	6	2,968
29,821	6	2,97
29,833	6	2,971
29,845	6	2,972
29,861	6	2,974
29,876	6	2,976
29,894	6	2,977
29,908	6	2,978
29,921	6	2,98
29,933	6	2,981
29,945	4	2,984
29,975	6	2,985
29,988	6	2,987
30,007	6	2,99
30,031	6	2,992
30,055	6	2,994
30,073	6	2,995
30,086	6	2,997
30,11	6	2,999
30,125	6	3
30,137	6	3,002
30,153	6	3,004
30,177	6	3,005
30,189	6	3,006
30,201	6	3,008
30,22	6	3,01
30,239	6	3,012
30,251	6	3,013
30,268	6	3,014
30,281	6	3,016
30,293	6	3,017
30,305	6	3,018
30,317	6	3,019
30,329	6	3,02
30,341	6	3,022
30,353	6	3,023
30,365	6	3,024
30,377	6	3,025
30,389	6	3,026
30,401	6	3,028
30,414	6	3,029
30,432	6	3,031
30,444	6	3,032
30,456	6	3,034
30,474	6	3,036
30,498	6	3,038
30,516	6	3,041
30,546	6	3,042
30,561	6	3,044
30,579	6	3,046
30,592	6	3,047
30,604	6	3,049
30,63	6	3,052
30,661	6	3,055
30,69	6	3,057
30,706	6	3,058
30,719	6	3,06
30,743	6	3,062
30,763	6	3,064
30,781	6	3,067
30,811	6	3,069
30,826	6	3,07
30,842	6	3,074
30,881	6	3,077
30,912	6	3,079
30,928	6	3,08
30,947	6	3,082
30,96	6	3,083
30,978	6	3,086
30,995	6	3,087
31,007	6	3,088
31,024	6	3,09
31,037	6	3,094
31,078	6	3,096
31,091	6	3,097
31,103	6	3,099
31,126	6	3,102
31,164	6	3,104
31,177	6	3,106
31,2	6	3,108
31,214	6	3,109
31,227	6	3,11
31,24	6	3,112
31,263	6	3,114
31,282	6	3,116
31,295	6	3,118
31,319	6	3,12
31,334	6	3,121
31,346	6	3,122
31,358	6	3,124
31,381	6	3,126
31,402	6	3,128
31,416	6	3,131
31,446	6	3,132
31,458	6	3,134
31,476	6	3,135
31,488	6	3,136
31,5	6	3,14
31,536	6	3,141
31,548	6	3,142
31,56	6	3,143
31,572	6	3,145
31,591	6	3,146
31,603	6	3,148
31,615	6	3,151
31,644	6	3,152
31,657	6	3,154
31,676	6	3,156
31,7	6	3,158
31,716	6	3,159
31,728	6	3,16
31,74	6	3,161
31,752	6	3,162
31,768	6	3,165
31,786	6	3,167
31,807	6	3,169
31,825	6	3,17
31,844	6	3,173
31,866	6	3,176
31,893	6	3,177
31,91	6	3,178
31,922	6	3,181
31,945	6	3,182
31,959	6	3,184
31,971	6	3,186
31,992	6	3,187
32,006	8	3,19
32,038	8	3,192
32,068	6	3,195
32,092	6	3,196
32,104	6	3,198
32,126	6	3,201
32,161	6	3,205
32,185	6	3,207
32,206	6	3,208
32,219	6	3,21
32,232	6	3,211
32,25	6	3,213
32,269	6	3,216
32,292	6	3,218
32,322	6	3,22
32,35	6	3,222
32,363	6	3,224
32,376	6	3,238
32,514	8	3,239
32,528	8	3,24
32,542	8	3,242
32,565	8	3,244
32,589	6	3,247
32,609	6	3,25
32,639	6	3,252
32,658	8	3,253
32,671	8	3,254
32,683	8	3,257
32,706	8	3,259
32,724	8	3,262
32,758	8	3,265
32,782	6	3,267
32,803	6	3,269
32,822	6	3,271
32,846	6	3,273
32,867	6	3,275
32,888	6	3,277
32,908	6	3,278
32,923	6	3,28
32,934	6	3,282
32,958	6	3,284
32,98	6	3,286
33,002	6	3,289
33,031	6	3,291
33,049	6	3,292
33,062	6	3,294
33,08	6	3,296
33,102	6	3,298
33,125	6	3,3
33,15	6	3,304
33,176	6	3,306
33,196	6	3,307
33,208	6	3,309
33,23	6	3,311
33,252	6	3,314
33,274	6	3,316
33,3	6	3,318
33,32	6	3,32
33,342	6	3,322
33,362	6	3,324
33,38	8	3,326
33,402	8	3,328
33,424	6	3,33
33,444	6	3,332
33,458	6	3,334
33,479	6	3,336
33,502	6	3,338
33,527	6	3,341
33,552	6	3,343
33,571	6	3,345
33,59	6	3,346
33,604	6	3,348
33,628	6	3,351
33,651	6	3,353
33,672	8	3,356
33,699	6	3,357
33,715	6	3,359
33,728	6	3,361
33,749	6	3,363
33,778	6	3,366
33,802	6	3,368
33,822	6	3,37
33,843	6	3,372
33,86	6	3,374
33,872	6	3,375
33,891	6	3,378
33,912	6	3,38
33,941	6	3,383
33,965	6	3,385
33,986	6	3,386
33,998	6	3,387
34,01	6	3,39
34,037	6	3,392
34,063	6	3,395
34,087	6	3,397
34,112	6	3,399
34,131	6	3,401
34,152	6	3,403
34,164	6	3,405
34,186	6	3,407
34,214	6	3,41
34,238	6	3,412
34,262	6	3,414
34,275	6	3,415
34,293	6	3,417
34,311	6	3,419
34,336	4	3,422
34,357	4	3,424
34,382	4	3,427
34,404	4	3,428
34,421	4	3,43
34,437	4	3,433
34,464	2	3,435
34,484	0	3,437
34,511	0	3,439
34,528	0	3,44
34,54	0	3,442
34,564	0	3,444
34,581	0	3,447
34,607	0	3,45
34,635	0	3,452
34,656	0	3,453
34,67	0	3,455
34,687	0	3,457
34,71	0	3,46
34,735	0	3,462
34,756	0	3,464
34,778	0	3,466
34,792	0	3,467
34,806	0	3,468
34,818	0	3,471
34,846	0	3,472
34,863	0	3,474
34,88	0	3,475
34,892	0	3,477
34,905	0	3,478
34,918	0	3,479
34,931	0	3,481
34,944	0	3,483
34,963	0	3,484
34,977	0	3,486
34,998	0	3,488
35,013	0	3,49
35,035	0	3,492
35,054	0	3,494
35,079	0	3,496
35,093	0	3,497
35,106	0	3,498
35,118	0	3,499
35,135	0	3,502
35,152	0	3,502
35,168	0	3,505
35,187	0	3,506
35,199	0	3,508
35,211	0	3,509
35,223	0	3,51
35,235	0	3,511
35,247	0	3,513
35,266	0	3,514
35,278	0	3,515
35,29	0	3,517
35,303	0	3,519
35,324	0	3,52
35,341	0	3,522
35,354	0	3,524
35,373	0	3,525
35,395	0	3,529
35,425	0	3,53
35,441	0	3,532
35,461	0	3,534
35,478	0	3,535
35,494	0	3,537
35,507	0	3,539
35,529	0	3,542
35,56	0	3,544
35,574	0	3,547
35,605	0	3,548
35,618	0	3,549
35,63	0	3,55
35,646	0	3,553
35,664	0	3,556
35,699	0	3,56
35,74	0	3,562
35,757	0	3,563
35,771	0	3,565
35,792	0	3,567
35,808	0	3,57
35,832	0	3,571
35,844	0	3,573
35,868	0	3,574
35,881	0	3,576
35,893	0	3,577
35,905	0	3,578
35,917	0	3,579
35,929	0	3,58
35,941	0	3,582
35,953	0	3,583
35,965	0	3,584
35,978	0	3,586
35,995	0	3,59
36,038	0	3,591
36,051	0	3,595
36,086	0	3,597
36,108	0	3,599
36,127	0	3,601
36,148	0	3,603
36,169	0	3,605
36,188	0	3,606
36,204	0	3,609
36,232	0	3,612
36,258	0	3,614
36,283	0	3,616
36,297	0	3,617
36,311	0	3,619
36,337	0	3,622
36,355	0	3,624
36,373	0	3,625
36,385	0	3,627
36,404	0	3,628
36,43	0	3,631
36,444	0	3,632
36,462	0	3,634
36,48	0	3,635
36,493	0	3,637
36,512	0	3,639
36,53	0	3,642
36,556	0	3,644
36,58	0	3,646
36,596	0	3,648
36,62	0	3,65
36,636	0	3,651
36,65	0	3,654
36,676	0	3,655
36,692	0	3,658
36,719	0	3,66
36,733	0	3,661
36,753	0	3,664
36,775	0	3,666
36,796	0	3,667
36,811	0	3,668
36,824	0	3,671
36,848	0	3,674
36,875	0	3,675
36,888	0	3,677
36,911	0	3,679
36,933	0	3,682
36,953	0	3,682
36,965	0	3,684
36,983	0	3,686
36,999	0	3,687
37,011	0	3,688
37,023	0	3,689
37,035	0	3,691
37,057	0	3,693
37,07	0	3,694
37,082	0	3,696
37,104	0	3,698
37,117	0	3,699
37,129	0	3,7
37,141	0	3,702
37,164	0	3,704
37,181	0	3,705
37,194	0	3,706
37,206	0	3,71
37,237	0	3,712
37,261	0	3,715
37,287	0	3,717
37,311	0	3,718
37,327	0	3,72
37,339	0	3,721
37,351	0	3,722
37,363	0	3,723
37,375	0	3,726
37,396	0	3,727
37,413	0	3,728
37,431	0	3,73
37,444	0	3,732
37,462	0	3,734
37,48	0	3,735
37,492	0	3,736
37,51	0	3,739
37,529	0	3,741
37,552	0	3,742
37,565	0	3,744
37,577	0	3,746
37,599	0	3,747
37,613	0	3,748
37,626	0	3,75
37,639	0	3,751
37,652	0	3,752
37,665	0	3,754
37,679	0	3,755
37,692	0	3,756
37,704	0	3,758
37,72	0	3,76
37,744	0	3,762
37,763	0	3,764
37,781	0	3,766
37,799	0	3,767
37,811	0	3,768
37,823	0	3,77
37,835	0	3,771
37,847	0	3,773
37,871	0	3,774
37,885	0	3,776
37,907	0	3,778
37,924	0	3,78
37,937	0	3,781
37,949	0	3,782
37,961	0	3,783
37,973	0	3,784
37,989	0	3,788
38,027	0	3,79
38,046	0	3,792
38,064	0	3,794
38,083	0	3,796
38,096	0	3,797
38,108	0	3,798
38,12	0	3,799
38,134	0	3,801
38,147	0	3,802
38,16	0	3,803
38,173	0	3,804
38,186	0	3,806
38,198	0	3,807
38,211	0	3,82
38,343	0	3,822
38,357	0	3,824
38,376	0	3,826
38,395	0	3,827
38,414	0	3,829
38,436	0	3,832
38,458	0	3,833
38,476	0	3,835
38,493	0	3,836
38,506	0	3,839
38,532	0	3,841
38,551	0	3,844
38,577	0	3,846
38,601	0	3,848
38,619	0	3,849
38,631	0	3,851
38,652	0	3,853
38,673	0	3,855
38,693	0	3,857
38,713	0	3,859
38,731	0	3,861
38,752	0	3,862
38,769	0	3,864
38,783	0	3,866
38,808	0	3,869
38,836	0	3,871
38,862	0	3,874
38,887	0	3,877
38,909	0	3,879
38,929	0	3,881
38,95	0	3,882
38,965	0	3,884
38,977	0	3,885
38,996	0	3,887
39,014	0	3,89
39,04	0	3,892
39,064	0	3,893
39,08	0	3,895
39,092	0	3,896
39,104	0	3,898
39,121	0	3,901
39,149	0	3,902
39,162	0	3,904
39,18	0	3,905
39,193	0	3,907
39,211	0	3,909
39,23	0	3,91
39,243	0	3,912
39,267	0	3,915
39,289	0	3,916
39,301	0	3,917
39,314	0	3,919
39,333	0	3,92
39,345	0	3,922
39,363	0	3,923
39,375	0	3,926
39,398	0	3,927
39,411	0	3,928
39,423	0	3,93
39,447	0	3,934
39,478	0	3,935
39,493	0	3,936
39,505	0	3,938
39,517	0	3,94
39,542	0	3,942
39,557	0	3,944
39,581	0	3,946
39,606	0	3,948
39,624	0	3,949
39,647	0	3,952
39,659	0	3,953
39,671	0	3,955
39,693	0	3,956
39,705	0	3,958
39,717	0	3,959
39,734	0	3,962
39,763	0	3,964
39,784	0	3,966
39,796	0	3,967
39,809	0	3,968
39,821	0	3,97
39,848	0	3,973
39,87	0	3,974
39,882	0	3,976
39,9	0	3,977
39,913	0	3,978
39,925	0	3,98
39,937	0	3,981
39,948	0	3,982
39,961	0	3,983
39,973	0	3,985
39,995	0	3,987
40,007	0	3,988
40,025	0	3,99
40,037	0	3,992
40,061	0	3,993
40,078	0	3,995
40,093	0	3,996
40,107	0	3,999
40,129	0	4
40,148	0	4,002
40,166	0	4,004
40,179	0	4,005
40,191	0	4,006
40,203	0	4,007
40,216	0	4,009
40,228	0	4,011
40,253	0	4,013
40,27	0	4,014
40,282	0	4,016
40,3	0	4,017
40,312	0	4,019
40,336	0	4,021
40,349	0	4,022
40,361	0	4,024
40,384	0	4,026
40,405	0	4,028
40,424	0	4,03
40,443	0	4,032
40,461	0	4,033
40,474	0	4,034
40,486	0	4,036
40,498	0	4,037
40,51	0	4,038
40,522	0	4,039
40,534	0	4,041
40,554	0	4,043
40,567	0	4,045
40,589	0	4,046
40,601	0	4,047
40,613	0	4,048
40,625	0	4,049
40,637	0	4,052
40,661	0	4,053
40,676	0	4,055
40,692	0	4,056
40,704	0	4,057
40,716	0	4,059
40,728	0	4,06
40,74	0	4,061
40,752	0	4,062
40,764	0	4,064
40,788	0	4,066
40,801	0	4,067
40,814	0	4,071
40,852	0	4,072
40,866	0	4,074
40,884	0	4,075
40,897	0	4,077
40,909	0	4,079
40,932	0	4,081
40,969	0	4,084
40,983	0	4,085
40,999	0	4,087
41,012	0	4,088
41,024	0	4,089
41,036	0	4,091
41,058	0	4,094
41,088	0	4,097
41,113	0	4,098
41,128	0	4,1
41,14	0	4,102
41,164	0	4,104
41,179	0	4,105
41,192	0	4,106
41,204	0	4,107
41,216	0	4,108
41,228	0	4,11
41,248	0	4,112
41,26	0	4,113
41,273	0	4,114
41,286	0	4,115
41,298	0	4,118
41,319	0	4,12
41,349	0	4,124
41,379	0	4,125
41,392	0	4,126
41,405	0	4,127
41,417	0	4,128
41,429	0	4,13
41,441	0	4,131
41,453	0	4,133
41,477	0	4,135
41,492	0	4,136
41,504	0	4,138
41,527	0	4,141
41,555	0	4,144
41,594	0	4,148
41,621	0	4,149
41,634	0	4,15
41,646	0	4,152
41,667	0	4,154
41,686	0	4,156
41,699	0	4,157
41,72	0	4,159
41,733	0	4,16
41,745	0	4,162
41,762	0	4,163
41,774	0	4,164
41,786	0	4,166
41,807	0	4,168
41,82	0	4,169
41,832	0	4,172
41,865	0	4,174
41,88	0	4,175
41,892	0	4,176
41,905	0	4,177
41,917	0	4,179
41,93	0	4,18
41,947	0	4,182
41,96	0	4,183
41,972	0	4,185
41,997	0	4,188
42,019	0	4,189
42,036	0	4,191
42,061	0	4,193
42,081	0	4,195
42,098	0	4,198
42,134	0	4,2
42,147	0	4,202
42,159	0	4,203
42,171	0	4,204
42,183	0	4,205
42,196	0	4,206
42,208	0	4,208
42,22	0	4,209
42,232	0	4,21
42,244	0	4,211
42,256	0	4,212
42,268	0	4,214
42,287	0	4,216
42,299	0	4,217
42,318	0	4,218
42,33	0	4,22
42,351	0	4,222
42,363	0	4,224
42,381	0	4,225
42,399	0	4,227
42,418	0	4,229
42,437	0	4,231
42,458	0	4,233
42,477	0	4,235
42,491	0	4,236
42,503	0	4,237
42,515	0	4,238
42,527	0	4,24
42,543	0	4,242
42,56	0	4,244
42,58	0	4,245
42,598	0	4,248
42,623	0	4,249
42,638	0	4,25
42,65	0	4,252
42,662	0	4,253
42,674	0	4,254
42,686	0	4,255
42,698	0	4,256
42,71	0	4,258
42,722	0	4,259
42,734	0	4,26
42,746	0	4,261
42,758	0	4,263
42,77	0	4,264
42,783	0	4,265
42,796	0	4,267
42,815	0	4,268
42,828	0	4,271
42,851	0	4,272
42,88	0	4,276
42,901	0	4,277
42,913	0	4,278
42,925	0	4,279
42,937	0	4,28
42,949	0	4,282
42,961	0	4,283
42,973	0	4,284
42,985	0	4,286
43,003	0	4,287
43,016	0	4,29
43,04	0	4,291
43,057	0	4,292
43,076	0	4,295
43,095	0	4,296
43,107	0	4,298
43,119	0	4,299
43,131	0	4,3
43,15	0	4,302
43,162	0	4,304
43,183	0	4,305
43,195	0	4,306
43,208	0	4,308
43,232	0	4,31
43,247	0	4,311
43,259	0	4,313
43,273	0	4,314
43,286	0	4,316
43,309	0	4,318
43,321	0	4,319
43,333	0	4,322
43,361	0	4,323
43,377	0	4,324
43,39	0	4,326
43,402	0	4,327
43,414	0	4,329
43,444	0	4,332
43,461	0	4,333
43,476	0	4,335
43,492	0	4,336
43,505	0	4,338
43,522	0	4,34
43,541	0	4,342
43,566	0	4,345
43,591	0	4,347
43,613	0	4,349
43,633	0	4,351
43,653	0	4,353
43,674	0	4,355
43,694	0	4,357
43,714	0	4,359
43,734	0	4,361
43,752	0	4,362
43,765	0	4,363
43,78	0	4,367
43,814	0	4,369
43,832	0	4,371
43,858	0	4,374
43,881	0	4,375
43,895	0	4,377
43,912	0	4,379
43,936	0	4,381
43,955	0	4,383
43,977	0	4,386
44,001	0	4,387
44,014	0	4,388
44,032	0	4,391
44,059	0	4,393
44,084	0	4,396
44,109	0	4,398
44,13	0	4,4
44,148	0	4,402
44,17	0	4,404
44,191	0	4,407
44,213	0	4,409
44,233	0	4,41
44,247	0	4,411
44,26	0	4,414
44,283	0	4,416
44,309	0	4,418
44,331	0	4,43
44,446	0	4,432
44,46	0	4,433
44,477	0	4,436
44,507	0	4,438
44,528	0	4,44
44,557	0	4,443
44,579	0	4,444
44,593	0	4,447
44,619	0	4,449
44,638	0	4,451
44,657	0	4,453
44,677	0	4,455
44,697	0	4,457
44,719	0	4,459
44,739	0	4,461
44,752	0	4,462
44,764	0	4,464
44,788	0	4,466
44,816	0	4,469
44,838	0	4,472
44,864	0	4,474
44,88	0	4,475
44,893	0	4,476
44,91	0	4,478
44,93	0	4,48
44,951	0	4,483
44,974	0	4,485
44,994	0	4,487
45,014	0	4,489
45,032	0	4,49
45,044	0	4,492
45,065	0	4,494
45,091	0	4,496
45,112	0	4,499
45,132	0	4,501
45,153	0	4,502
45,171	0	4,504
45,186	0	4,506
45,205	0	4,508
45,219	0	4,509
45,231	0	4,51
45,243	0	4,511
45,255	0	4,512
45,266	0	4,514
45,278	0	4,515
45,29	0	4,517
45,314	0	4,52
45,349	0	4,522
45,366	0	4,524
45,383	0	4,526
45,408	0	4,528
45,423	0	4,529
45,435	0	4,53
45,447	0	4,531
45,459	0	4,532
45,471	0	4,534
45,483	0	4,536
45,502	0	4,538
45,52	0	4,539
45,532	0	4,54
45,547	0	4,542
45,566	0	4,545
45,593	0	4,546
45,606	0	4,548
45,625	0	4,55
45,643	0	4,551
45,655	0	4,552
45,667	0	4,553
45,679	0	4,555
45,692	0	4,556
45,704	0	4,557
45,716	0	4,558
45,728	0	4,56
45,74	0	4,561
45,752	0	4,563
45,772	0	4,564
45,784	0	4,565
45,796	0	4,566
45,808	0	4,568
45,82	0	4,569
45,843	0	4,572
45,861	0	4,573
45,877	0	4,575
45,895	0	4,576
45,908	0	4,578
45,92	0	4,579
45,932	0	4,58
45,948	0	4,581
45,96	0	4,583
45,972	0	4,584
45,989	0	4,587
46,021	0	4,589
46,034	0	4,59
46,046	0	4,591
46,058	0	4,595
46,092	0	4,596
46,105	0	4,598
46,122	0	4,6
46,145	0	4,602
46,158	0	4,603
46,176	0	4,604
46,189	0	4,606
46,201	0	4,608
46,224	0	4,61
46,241	0	4,611
46,254	0	4,613
46,284	0	4,616
46,303	0	4,617
46,315	0	4,62
46,342	0	4,621
46,36	0	4,623
46,372	0	4,624
46,384	0	4,625
46,401	0	4,628
46,422	0	4,629
46,435	0	4,63
46,455	0	4,632
46,468	0	4,634
46,48	0	4,635
46,492	0	4,636
46,504	0	4,637
46,516	0	4,638
46,528	0	4,639
46,54	0	4,641
46,559	0	4,644
46,593	0	4,646
46,606	0	4,648
46,619	0	4,649
46,631	0	4,65
46,643	0	4,651
46,655	0	4,652
46,667	0	4,654
46,679	0	4,655
46,691	0	4,656
46,703	0	4,657
46,715	0	4,658
46,727	0	4,66
46,74	0	4,662
46,763	0	4,663
46,775	0	4,664
46,787	0	4,666
46,81	0	4,668
46,824	0	4,67
46,845	0	4,672
46,863	0	4,674
46,89	0	4,676
46,902	0	4,677
46,914	0	4,679
46,938	0	4,68
46,95	0	4,682
46,967	0	4,684
46,98	0	4,685
46,992	0	4,686
47,009	0	4,688
47,022	0	4,689
47,034	0	4,692
47,062	0	4,694
47,083	0	4,696
47,101	0	4,697
47,114	0	4,698
47,126	0	4,699
47,138	0	4,7
47,15	0	4,702
47,162	0	4,703
47,174	0	4,704
47,186	0	4,705
47,198	0	4,706
47,21	0	4,708
47,222	0	4,709
47,234	0	4,71
47,246	0	4,711
47,258	0	4,713
47,27	0	4,714
47,282	0	4,715
47,294	0	4,717
47,313	0	4,719
47,342	0	4,722
47,368	0	4,724
47,387	0	4,725
47,405	0	4,728
47,422	0	4,729
47,434	0	4,73
47,446	0	4,733
47,475	0	4,734
47,487	0	4,736
47,504	0	4,737
47,516	0	4,738
47,528	0	4,74
47,54	0	4,753
47,674	0	4,755
47,695	0	4,757
47,717	0	4,759
47,736	0	4,76
47,748	0	4,762
47,76	0	4,764
47,782	0	4,766
47,808	0	4,768
47,828	0	4,77
47,849	0	4,773
47,874	0	4,774
47,888	0	4,776
47,905	0	4,777
47,917	0	4,778
47,936	0	4,781
47,952	0	4,782
47,964	0	4,783
47,976	0	4,784
47,987	0	4,786
48	0	4,787
48,012	0	4,788
48,024	0	4,789
48,036	0	4,791
48,055	0	4,793
48,079	0	4,795
48,096	0	4,796
48,108	0	4,798
48,125	0	4,8
48,143	0	4,802
48,162	0	4,803
48,174	0	4,804
48,187	0	4,805
48,199	0	4,807
48,212	0	4,809
48,243	0	4,811
48,256	0	4,812
48,268	0	4,814
48,28	0	4,815
48,292	0	4,816
48,31	0	4,818
48,329	0	4,822
48,364	0	4,823
48,377	0	4,825
48,395	0	4,826
48,408	0	4,828
48,42	0	4,829
48,432	0	4,83
48,444	0	4,831
48,456	0	4,832
48,468	0	4,833
48,48	0	4,835
48,499	0	4,837
48,512	0	4,838
48,534	0	4,84
48,547	0	4,842
48,563	0	4,844
48,582	0	4,845
48,595	0	4,846
48,607	0	4,848
48,619	0	4,849
48,631	0	4,85
48,643	0	4,851
48,655	0	4,852
48,667	0	4,855
48,692	0	4,856
48,707	0	4,857
48,719	0	4,858
48,731	0	4,86
48,743	0	4,861
48,755	0	4,862
48,767	0	4,864
48,783	0	4,865
48,795	0	4,866
48,807	0	4,868
48,827	0	4,87
48,839	0	4,871
48,852	0	4,872
48,869	0	4,875
48,892	0	4,876
48,911	0	4,878
48,923	0	4,88
48,941	0	4,881
48,953	0	4,882
48,965	0	4,883
48,977	0	4,885
48,994	0	4,886
49,006	0	4,887
49,023	0	4,89
49,05	0	4,892
49,063	0	4,893
49,076	0	4,895
49,099	0	4,896
49,111	0	4,898
49,123	0	4,899
49,135	0	4,9
49,147	0	4,902
49,159	0	4,902
49,171	0	4,904
49,183	0	4,905
49,195	0	4,906
49,207	0	4,908
49,22	0	4,909
49,232	0	4,91
49,244	0	4,911
49,256	0	4,912
