Time (s)	Load (gf)	Displacement (mm)
72,73	0	7,258
72,744	0	7,26
72,756	0	7,262
72,779	0	7,263
72,798	0	7,266
72,82	0	7,269
72,851	0	7,27
72,864	0	7,272
72,876	0	7,273
72,894	0	7,275
72,907	0	7,276
72,919	0	7,278
72,936	0	7,279
72,954	0	7,281
72,98	0	7,284
72,994	0	7,285
73,007	0	7,286
73,019	0	7,288
73,044	0	7,29
73,059	0	7,291
73,071	0	7,292
73,083	0	7,294
73,095	0	7,295
73,107	0	7,296
73,119	0	7,297
73,131	0	7,298
73,143	0	7,301
73,173	0	7,303
73,192	0	7,306
73,219	0	7,307
73,234	0	7,308
73,246	0	7,31
73,262	0	7,311
73,274	0	7,313
73,286	0	7,314
73,302	0	7,316
73,315	0	7,317
73,327	0	7,318
73,339	0	7,319
73,351	0	7,32
73,363	0	7,322
73,384	0	7,324
73,396	0	7,325
73,409	0	7,328
73,434	0	7,329
73,449	0	7,331
73,474	0	7,333
73,487	0	7,334
73,505	0	7,336
73,517	0	7,337
73,529	0	7,338
73,551	0	7,34
73,564	0	7,342
73,58	0	7,343
73,593	0	7,344
73,605	0	7,346
73,617	0	7,347
73,629	0	7,348
73,641	0	7,35
73,654	0	7,351
73,666	0	7,352
73,684	0	7,356
73,718	0	7,357
73,735	0	7,359
73,753	0	7,362
73,781	0	7,364
73,797	0	7,365
73,809	0	7,366
73,821	0	7,367
73,834	0	7,368
73,846	0	7,37
73,858	0	7,371
73,87	0	7,372
73,882	0	7,375
73,906	0	7,377
73,929	0	7,38
73,96	0	7,382
73,974	0	7,383
73,992	0	7,384
74,004	0	7,386
74,033	0	7,389
74,055	0	7,392
74,08	0	7,394
74,106	0	7,396
74,119	0	7,397
74,131	0	7,398
74,143	0	7,4
74,155	0	7,401
74,167	0	7,402
74,179	0	7,403
74,191	0	7,406
74,215	0	7,407
74,227	0	7,408
74,24	0	7,411
74,268	0	7,412
74,287	0	7,414
74,302	0	7,416
74,322	0	7,417
74,334	0	7,418
74,347	0	7,42
74,366	0	7,423
74,394	0	7,426
74,42	0	7,428
74,439	0	7,43
74,459	0	7,431
74,472	0	7,433
74,486	0	7,434
74,503	0	7,436
74,516	0	7,437
74,528	0	7,438
74,544	0	7,44
74,556	0	7,441
74,568	0	7,442
74,58	0	7,443
74,592	0	7,444
74,604	0	7,446
74,627	0	7,448
74,639	0	7,449
74,651	0	7,45
74,663	0	7,452
74,685	0	7,454
74,708	0	7,456
74,722	0	7,458
74,734	0	7,459
74,746	0	7,46
74,758	0	7,461
74,771	0	7,462
74,783	0	7,464
74,795	0	7,465
74,807	0	7,466
74,819	0	7,467
74,831	0	7,468
74,843	0	7,469
74,855	0	7,471
74,867	0	7,472
74,879	0	7,473
74,891	0	7,474
74,903	0	7,475
74,915	0	7,477
74,931	0	7,479
74,95	0	7,482
74,975	0	7,484
74,994	0	7,485
75,013	0	7,487
75,025	0	7,488
75,037	0	7,489
75,049	0	7,49
75,061	0	7,492
75,08	0	7,494
75,102	0	7,496
75,12	0	7,497
75,133	0	7,498
75,145	0	7,5
75,157	0	7,501
75,169	0	7,502
75,181	0	7,503
75,194	0	7,504
75,206	0	7,507
75,23	0	7,508
75,241	0	7,51
75,253	0	7,511
75,268	0	7,514
75,293	0	7,515
75,308	0	7,517
75,327	0	7,519
75,351	0	7,52
75,364	0	7,522
75,385	0	7,524
75,406	0	7,526
75,42	0	7,527
75,433	0	7,528
75,446	0	7,53
75,465	0	7,532
75,484	0	7,535
75,511	0	7,536
75,524	0	7,538
75,535	0	7,539
75,549	0	7,541
75,567	0	7,543
75,589	0	7,545
75,606	0	7,546
75,619	0	7,547
75,631	0	7,548
75,643	0	7,55
75,655	0	7,55
75,667	0	7,552
75,679	0	7,553
75,691	0	7,555
75,713	0	7,558
75,738	0	7,56
75,761	0	7,561
75,779	0	7,564
75,801	0	7,565
75,813	0	7,566
75,825	0	7,568
75,846	0	7,57
75,864	0	7,572
75,876	0	7,573
75,894	0	7,576
75,924	0	7,578
75,938	0	7,579
75,95	0	7,58
75,968	0	7,584
75,998	0	7,586
76,017	0	7,587
76,033	0	7,589
76,051	0	7,59
76,063	0	7,591
76,079	0	7,593
76,092	0	7,595
76,114	0	7,597
76,131	0	7,598
76,144	0	7,6
76,156	0	7,601
76,172	0	7,603
76,191	0	7,604
76,204	0	7,606
76,225	0	7,608
76,243	0	7,611
76,27	0	7,612
76,282	0	7,613
76,294	0	7,614
76,307	0	7,616
76,319	0	7,617
76,331	0	7,618
76,343	0	7,62
76,356	0	7,621
76,368	0	7,622
76,38	0	7,623
76,392	0	7,624
76,404	0	7,626
76,416	0	7,628
76,435	0	7,629
76,447	0	7,63
76,46	0	7,633
76,488	0	7,634
76,507	0	7,636
76,525	0	7,639
76,55	0	7,64
76,565	0	7,641
76,584	0	7,644
76,602	0	7,646
76,619	0	7,647
76,632	0	7,649
76,65	0	7,65
76,662	0	7,651
76,675	0	7,653
76,692	0	7,655
76,71	0	7,656
76,722	0	7,657
76,735	0	7,66
76,759	0	7,661
76,778	0	7,663
76,796	0	7,666
76,82	0	7,667
76,836	0	7,668
76,848	0	7,67
76,86	0	7,671
76,872	0	7,672
76,884	0	7,674
76,908	0	7,676
76,92	0	7,677
76,932	0	7,678
76,944	0	7,679
76,956	0	7,681
76,969	0	7,682
76,987	0	7,686
77,025	0	7,688
77,04	0	7,689
77,052	0	7,69
77,064	0	7,693
77,094	0	7,696
77,122	0	7,697
77,135	0	7,698
77,147	0	7,7
77,159	0	7,701
77,171	0	7,703
77,19	0	7,706
77,217	0	7,707
77,236	0	7,71
77,267	0	7,712
77,28	0	7,713
77,292	0	7,714
77,304	0	7,716
77,326	0	7,718
77,343	0	7,719
77,356	0	7,72
77,368	0	7,722
77,38	0	7,723
77,392	0	7,724
77,404	0	7,725
77,422	0	7,727
77,436	0	7,728
77,448	0	7,73
77,46	0	7,731
77,472	0	7,733
77,493	0	7,734
77,506	0	7,737
77,53	0	7,738
77,542	0	7,739
77,554	0	7,74
77,567	0	7,744
77,598	0	7,746
77,621	0	7,747
77,638	0	7,749
77,657	0	7,752
77,681	0	7,753
77,693	0	7,754
77,706	0	7,756
77,729	0	7,759
77,751	0	7,761
77,779	0	7,764
77,802	0	7,765
77,815	0	7,766
77,827	0	7,768
77,839	0	7,769
77,851	0	7,77
77,863	0	7,771
77,875	0	7,773
77,895	0	7,774
77,907	0	7,776
77,92	0	7,777
77,933	0	7,778
77,946	0	7,781
77,971	0	7,782
77,984	0	7,784
78,002	0	7,785
78,016	0	7,788
78,04	0	7,789
78,056	0	7,79
78,068	0	7,792
78,08	0	7,793
78,092	0	7,794
78,104	0	7,795
78,116	0	7,796
78,128	0	7,798
78,14	0	7,8
78,17	0	7,802
78,185	0	7,803
78,197	0	7,805
78,224	0	7,808
78,252	0	7,811
78,28	0	7,813
78,293	0	7,814
78,306	0	7,816
78,323	0	7,818
78,343	0	7,82
78,364	0	7,822
78,385	0	7,824
78,402	0	7,826
78,422	0	7,828
78,442	0	7,829
78,456	0	7,831
78,472	0	7,833
78,498	0	7,836
78,521	0	7,837
78,542	0	7,84
78,569	0	7,842
78,584	0	7,843
78,596	0	7,845
78,616	0	7,848
78,638	0	7,849
78,656	0	7,851
78,677	0	7,852
78,69	0	7,854
78,702	0	7,855
78,72	0	7,858
78,741	0	7,86
78,764	0	7,862
78,788	0	7,864
78,811	0	7,866
78,831	0	7,869
78,851	0	7,871
78,872	0	7,873
78,893	0	7,875
78,913	0	7,877
78,93	0	7,878
78,943	0	7,879
78,955	0	7,882
78,988	0	7,885
79,013	0	7,886
79,027	0	7,887
79,039	0	7,888
79,051	0	7,89
79,063	0	7,891
79,075	0	7,892
79,087	0	7,893
79,099	0	7,894
79,111	0	7,896
79,123	0	7,897
79,135	0	7,899
79,157	0	7,901
79,173	0	7,902
79,185	0	7,904
79,207	0	7,906
79,223	0	7,908
79,241	0	7,91
79,266	0	7,912
79,291	0	7,914
79,306	0	7,915
79,318	0	7,917
79,336	0	7,921
79,379	0	7,924
79,399	0	7,925
79,412	0	7,926
79,424	0	7,927
79,436	0	7,928
79,448	0	7,93
79,46	0	7,932
79,488	0	7,934
79,503	0	7,936
79,521	0	7,937
79,533	0	7,938
79,545	0	7,939
79,557	0	7,94
79,569	0	7,942
79,581	0	7,943
79,593	0	7,944
79,605	0	7,946
79,626	0	7,948
79,643	0	7,949
79,656	0	7,95
79,668	0	7,952
79,68	0	7,953
79,696	0	7,954
79,708	0	7,956
79,729	0	7,958
79,741	0	7,959
79,753	0	7,96
79,773	0	7,962
79,787	0	7,964
79,81	0	7,966
79,822	0	7,967
79,834	0	7,968
79,847	0	7,97
79,87	0	7,972
79,888	0	7,974
79,905	0	7,976
79,929	0	7,978
79,948	0	7,98
79,961	0	7,981
79,973	0	7,984
80,008	0	7,987
80,037	0	7,989
80,058	0	7,991
80,077	0	7,992
80,094	0	7,994
80,107	0	7,995
80,119	0	7,996
80,131	0	7,999
80,158	0	8,001
80,174	0	8,002
80,186	0	8,004
80,21	0	8,007
80,23	0	8,008
80,25	0	8,01
80,263	0	8,011
80,281	0	8,014
80,309	0	8,016
80,33	0	8,018
80,343	0	8,019
80,361	0	8,022
80,381	0	8,023
80,397	0	8,025
80,412	0	8,026
80,424	0	8,028
80,441	0	8,029
80,453	0	8,03
80,465	0	8,031
80,477	0	8,032
80,489	0	8,035
80,515	0	8,036
80,527	0	8,037
80,539	0	8,039
80,551	0	8,041
80,58	0	8,043
80,597	0	8,046
80,627	0	8,048
80,642	0	8,049
80,654	0	8,05
80,666	0	8,051
80,678	0	8,052
80,69	0	8,054
80,702	0	8,055
80,714	0	8,056
80,726	0	8,058
80,743	0	8,06
80,761	0	8,062
80,788	0	8,064
80,807	0	8,066
80,825	0	8,067
80,838	0	8,068
80,85	0	8,07
80,862	0	8,071
80,874	0	8,073
80,897	0	8,076
80,93	0	8,078
80,946	0	8,082
80,982	0	8,082
80,994	0	8,084
81,011	0	8,086
81,023	0	8,087
81,035	0	8,088
81,048	0	8,089
81,06	0	8,091
81,072	0	8,092
81,084	0	8,094
81,104	0	8,095
81,116	0	8,096
81,129	0	8,098
81,141	0	8,102
81,184	0	8,103
81,196	0	8,104
81,214	0	8,107
81,233	0	8,108
81,246	0	8,109
81,258	0	8,111
81,282	0	8,113
81,3	0	8,115
81,323	0	8,117
81,336	0	8,118
81,348	0	8,119
81,36	0	8,122
81,383	0	8,124
81,412	0	8,126
81,425	0	8,127
81,437	0	8,128
81,449	0	8,13
81,461	0	8,132
81,485	0	8,134
81,509	0	8,136
81,532	0	8,139
81,559	0	8,141
81,572	0	8,142
81,59	0	8,144
81,603	0	8,146
81,628	0	8,148
81,642	0	8,149
81,654	0	8,15
81,667	0	8,152
81,684	0	8,153
81,696	0	8,154
81,708	0	8,156
81,731	0	8,159
81,756	0	8,161
81,776	0	8,164
81,816	0	8,166
81,829	0	8,167
81,841	0	8,169
81,854	0	8,172
81,882	0	8,173
81,894	0	8,175
81,916	0	8,176
81,928	0	8,178
81,946	0	8,179
81,958	0	8,18
81,971	0	8,182
81,99	0	8,185
82,017	0	8,187
82,036	0	8,19
82,07	0	8,192
82,085	0	8,193
82,098	0	8,194
82,11	0	8,196
82,123	0	8,197
82,135	0	8,198
82,147	0	8,199
82,159	0	8,2
82,171	0	8,204
82,203	0	8,205
82,215	0	8,206
82,227	0	8,207
82,239	0	8,209
82,252	0	8,21
82,264	0	8,211
82,276	0	8,214
82,306	0	8,215
82,319	0	8,216
82,331	0	8,218
82,343	0	8,219
82,36	0	8,22
82,379	0	8,223
82,402	0	8,226
82,427	0	8,228
82,442	0	8,229
82,454	0	8,23
82,466	0	8,231
82,478	0	8,234
82,501	0	8,236
82,525	0	8,237
82,537	0	8,239
82,556	0	8,241
82,58	0	8,243
82,594	0	8,244
82,606	0	8,245
82,619	0	8,246
82,631	0	8,248
82,643	0	8,249
82,655	0	8,251
82,676	0	8,253
82,699	0	8,255
82,722	0	8,257
82,735	0	8,259
82,767	0	8,262
82,791	0	8,264
82,809	0	8,266
82,822	0	8,267
82,834	0	8,268
82,846	0	8,269
82,858	0	8,27
82,87	0	8,272
82,882	0	8,274
82,906	0	8,275
82,921	0	8,276
82,933	0	8,278
82,945	0	8,279
82,957	0	8,28
82,969	0	8,281
82,981	0	8,284
83,004	0	8,285
83,022	0	8,287
83,038	0	8,288
83,05	0	8,29
83,072	0	8,292
83,084	0	8,293
83,096	0	8,294
83,108	0	8,295
83,12	0	8,297
83,135	0	8,298
83,147	0	8,3
83,172	0	8,302
83,187	0	8,303
83,199	0	8,304
83,211	0	8,306
83,228	0	8,307
83,24	0	8,308
83,256	0	8,311
83,279	0	8,313
83,298	0	8,316
83,334	0	8,318
83,347	0	8,319
83,359	0	8,32
83,375	0	8,324
83,409	0	8,326
83,425	0	8,327
83,438	0	8,329
83,462	0	8,332
83,487	0	8,333
83,499	0	8,334
83,517	0	8,336
83,535	0	8,338
83,547	0	8,34
83,582	0	8,343
83,602	0	8,344
83,614	0	8,346
83,626	0	8,347
83,638	0	8,349
83,657	0	8,351
83,676	0	8,353
83,696	0	8,354
83,708	0	8,355
83,72	0	8,356
83,732	0	8,357
83,743	0	8,358
83,755	0	8,36
83,767	0	8,361
83,779	0	8,363
83,799	0	8,364
83,811	0	8,365
83,823	0	8,367
83,842	0	8,369
83,862	0	8,371
83,876	0	8,372
83,888	0	8,373
83,9	0	8,374
83,912	0	8,376
83,924	0	8,377
83,936	0	8,378
83,948	0	8,379
83,96	0	8,38
83,972	0	8,382
83,991	0	8,384
84,009	0	8,386
84,029	0	8,387
84,041	0	8,389
84,065	0	8,39
84,077	0	8,392
84,089	0	8,394
84,112	0	8,397
84,144	0	8,4
84,168	0	8,402
84,183	0	8,402
84,195	0	8,404
84,207	0	8,405
84,219	0	8,406
84,231	0	8,408
84,252	0	8,41
84,269	0	8,412
84,293	0	8,414
84,315	0	8,416
84,334	0	8,418
84,346	0	8,419
84,358	0	8,42
84,373	0	8,422
84,392	0	8,424
84,41	0	8,425
84,422	0	8,427
84,439	0	8,428
84,451	0	8,43
84,473	0	8,432
84,49	0	8,433
84,502	0	8,435
84,524	0	8,437
84,542	0	8,438
84,559	0	8,44
84,577	0	8,443
84,599	0	8,444
84,611	0	8,445
84,623	0	8,448
84,649	0	8,449
84,664	0	8,45
84,676	0	8,452
84,688	0	8,453
84,7	0	8,454
84,718	0	8,456
84,73	0	8,457
84,742	0	8,459
84,758	0	8,462
84,788	0	8,464
84,81	0	8,466
84,829	0	8,467
84,842	0	8,468
84,854	0	8,47
84,866	0	8,471
84,878	0	8,472
84,89	0	8,473
84,902	0	8,474
84,914	0	8,476
84,926	0	8,477
84,938	0	8,478
84,95	0	8,479
84,962	0	8,48
84,978	0	8,482
84,991	0	8,485
85,015	0	8,486
85,034	0	8,49
85,065	0	8,491
85,083	0	8,493
85,096	0	8,494
85,108	0	8,495
85,12	0	8,496
85,132	0	8,497
85,144	0	8,498
85,156	0	8,5
85,168	0	8,501
85,179	0	8,502
85,191	0	8,503
85,204	0	8,505
85,216	0	8,506
85,228	0	8,507
85,241	0	8,508
85,253	0	8,51
85,271	0	8,514
85,308	0	8,516
85,336	0	8,518
85,349	0	8,519
85,361	0	8,52
85,373	0	8,522
85,385	0	8,523
85,397	0	8,524
85,409	0	8,525
85,421	0	8,526
85,433	0	8,528
85,445	0	8,529
85,457	0	8,53
85,47	0	8,531
85,483	0	8,532
85,495	0	8,534
85,507	0	8,536
85,525	0	8,537
85,541	0	8,54
85,565	0	8,541
85,577	0	8,542
85,589	0	8,545
85,619	0	8,546
85,636	0	8,548
85,649	0	8,549
85,66	0	8,552
85,688	0	8,553
85,705	0	8,555
85,718	0	8,556
85,73	0	8,557
85,742	0	8,559
85,763	0	8,56
85,775	0	8,564
85,81	0	8,566
85,826	0	8,567
85,838	0	8,568
85,85	0	8,569
85,862	0	8,57
85,874	0	8,572
85,886	0	8,573
85,898	0	8,574
85,91	0	8,575
85,922	0	8,576
85,934	0	8,578
85,946	0	8,579
85,958	0	8,58
85,97	0	8,581
85,982	0	8,582
86,001	0	8,584
86,013	0	8,586
86,025	0	8,588
86,047	0	8,59
86,075	0	8,593
86,103	0	8,595
86,12	0	8,596
86,133	0	8,598
86,145	0	8,599
86,157	0	8,6
86,169	0	8,601
86,181	0	8,603
86,202	0	8,604
86,219	0	8,608
86,249	0	8,609
86,264	0	8,61
86,276	0	8,612
86,293	0	8,613
86,305	0	8,614
86,317	0	8,618
86,346	0	8,619
86,362	0	8,62
86,374	0	8,622
86,386	0	8,623
86,398	0	8,624
86,41	0	8,625
86,422	0	8,626
86,434	0	8,628
86,453	0	8,63
86,472	0	8,632
86,485	0	8,633
86,497	0	8,634
86,509	0	8,635
86,521	0	8,636
86,538	0	8,64
86,571	0	8,642
86,596	0	8,644
86,609	0	8,645
86,621	0	8,646
86,633	0	8,648
86,645	0	8,649
86,657	0	8,65
86,669	0	8,651
86,681	0	8,653
86,703	0	8,654
86,723	0	8,657
86,736	0	8,658
86,748	0	8,659
86,765	0	8,662
86,786	0	8,663
86,798	0	8,664
86,81	0	8,666
86,829	0	8,667
86,842	0	8,669
86,863	0	8,671
86,88	0	8,672
86,892	0	8,673
86,904	0	8,675
86,916	0	8,677
86,937	0	8,678
86,954	0	8,68
86,966	0	8,681
86,978	0	8,682
86,99	0	8,684
87,006	0	8,685
87,018	0	8,686
87,03	0	8,688
87,056	0	8,69
87,071	0	8,693
87,099	0	8,694
87,112	0	8,696
87,126	0	8,697
87,139	0	8,698
87,151	0	8,699
87,163	0	8,7
87,175	0	8,702
87,187	0	8,703
87,199	0	8,704
87,211	0	8,705
87,223	0	8,707
87,243	0	8,709
87,255	0	8,71
87,267	0	8,711
87,281	0	8,712
87,293	0	8,714
87,313	0	8,717
87,345	0	8,719
87,361	0	8,721
87,384	0	8,723
87,403	0	8,724
87,416	0	8,727
87,438	0	8,728
87,451	0	8,729
87,464	0	8,731
87,482	0	8,734
87,506	0	8,735
87,521	0	8,737
87,541	0	8,739
87,555	0	8,74
87,568	0	8,742
87,592	0	8,744
87,615	0	8,746
87,635	0	8,749
87,662	0	8,751
87,682	0	8,754
87,706	0	8,755
87,718	0	8,756
87,731	0	8,758
87,755	0	8,761
87,781	0	8,763
87,803	0	8,765
87,817	0	8,766
87,83	0	8,768
87,851	0	8,771
87,877	0	8,774
87,906	0	8,776
87,926	0	8,777
87,944	0	8,779
87,958	0	8,78
87,974	0	8,782
87,992	0	8,784
88,022	0	8,788
88,047	0	8,79
88,072	0	8,792
88,086	0	8,793
88,099	0	8,795
88,119	0	8,797
88,138	0	8,799
88,159	0	8,801
88,182	0	8,804
88,205	0	8,805
88,218	0	8,806
88,23	0	8,807
88,249	0	8,81
88,274	0	8,812
88,297	0	8,816
88,325	0	8,818
88,345	0	8,82
88,365	0	8,822
88,385	0	8,824
88,404	0	8,826
88,425	0	8,827
88,445	0	8,83
88,467	0	8,832
88,49	0	8,833
88,502	0	8,834
88,514	0	8,836
88,533	0	8,838
88,557	0	8,841
88,582	0	8,843
88,602	0	8,845
88,624	0	8,847
88,641	0	8,849
88,654	0	8,85
88,67	0	8,852
88,692	0	8,855
88,721	0	8,857
88,742	0	8,859
88,76	0	8,862
88,787	0	8,863
88,801	0	8,865
88,822	0	8,867
88,841	0	8,869
88,863	0	8,871
88,883	0	8,873
88,902	0	8,875
88,922	0	8,877
88,942	0	8,879
88,961	0	8,881
88,981	0	8,883
88,997	0	8,884
89,009	0	8,885
89,022	0	8,887
89,043	0	8,889
89,066	0	8,891
89,084	0	8,894
89,108	0	8,896
89,132	0	8,898
89,147	0	8,899
89,159	0	8,9
89,171	0	8,901
89,183	0	8,902
89,195	0	8,904
89,207	0	8,906
89,231	0	8,908
89,246	0	8,909
89,258	0	8,91
89,27	0	8,911
89,282	0	8,914
89,31	0	8,916
89,328	0	8,918
89,346	0	8,92
89,374	0	8,922
89,392	0	8,923
89,404	0	8,924
89,417	0	8,926
89,429	0	8,927
89,441	0	8,928
89,454	0	8,93
89,466	0	8,931
89,478	0	8,932
89,49	0	8,933
89,504	0	8,935
89,516	0	8,936
89,529	0	8,937
89,541	0	8,938
89,554	0	8,941
89,583	0	8,943
89,601	0	8,946
89,627	0	8,947
89,64	0	8,948
89,652	0	8,949
89,664	0	8,952
89,691	0	8,954
89,709	0	8,955
89,722	0	8,958
89,747	0	8,959
89,759	0	8,96
89,771	0	8,964
89,809	0	8,966
89,838	0	8,969
89,863	0	8,972
89,889	0	8,973
89,903	0	8,974
89,915	0	8,976
89,927	0	8,977
89,939	0	8,978
89,952	0	8,98
89,969	0	8,981
89,981	0	8,982
89,993	0	8,983
90,005	0	8,985
90,017	0	8,986
90,029	0	8,987
90,041	0	8,988
90,053	0	8,99
90,069	0	8,991
90,082	0	8,994
90,108	0	8,995
90,126	0	8,997
90,147	0	8,999
90,16	0	9
90,172	0	9,001
90,185	0	9,002
90,197	0	9,004
90,209	0	9,005
90,228	0	9,007
90,24	0	9,008
90,252	0	9,009
90,265	0	9,011
90,279	0	9,012
90,292	0	9,013
90,304	0	9,016
90,34	0	9,019
90,363	0	9,022
90,393	0	9,024
90,408	0	9,025
90,42	0	9,026
90,432	0	9,027
90,444	0	9,028
90,456	0	9,03
90,477	0	9,032
90,489	0	9,034
90,512	0	9,036
90,536	0	9,038
90,549	0	9,039
90,561	0	9,04
90,574	0	9,042
90,597	0	9,044
90,61	0	9,045
90,622	0	9,046
90,634	0	9,049
90,662	0	9,052
90,692	0	9,053
90,707	0	9,054
90,719	0	9,056
90,731	0	9,057
90,743	0	9,058
90,755	0	9,059
90,767	0	9,061
90,784	0	9,063
90,807	0	9,065
90,825	0	9,068
90,848	0	9,069
90,865	0	9,071
90,878	0	9,072
90,89	0	9,073
90,902	0	9,074
90,914	0	9,075
90,926	0	9,076
90,938	0	9,078
90,95	0	9,079
90,962	0	9,08
90,974	0	9,082
90,995	0	9,084
91,015	0	9,086
91,034	0	9,089
91,063	0	9,091
91,084	0	9,092
91,097	0	9,094
91,114	0	9,096
91,126	0	9,097
91,139	0	9,098
91,151	0	9,099
91,163	0	9,101
91,181	0	9,103
91,2	0	9,104
91,214	0	9,106
91,226	0	9,106
91,238	0	9,108
91,254	0	9,109
91,266	0	9,11
91,278	0	9,112
91,299	0	9,115
91,323	0	9,118
91,353	0	9,119
91,366	0	9,121
91,385	0	9,122
91,397	0	9,125
91,419	0	9,126
91,431	0	9,127
91,443	0	9,128
91,455	0	9,13
91,477	0	9,132
91,489	0	9,134
91,509	0	9,135
91,521	0	9,136
91,533	0	9,137
91,545	0	9,138
91,564	0	9,141
91,582	0	9,143
91,604	0	9,145
91,622	0	9,146
91,634	0	9,148
91,657	0	9,15
91,672	0	9,151
91,684	0	9,152
91,696	0	9,154
91,708	0	9,155
91,724	0	9,156
91,736	0	9,158
91,748	0	9,159
91,76	0	9,16
91,772	0	9,161
91,784	0	9,162
91,797	0	9,164
91,809	0	9,165
91,827	0	9,167
91,846	0	9,169
91,869	0	9,171
91,882	0	9,172
91,894	0	9,173
91,906	0	9,174
91,918	0	9,176
91,931	0	9,177
91,944	0	9,178
91,956	0	9,181
91,977	0	9,182
91,989	0	9,183
92,006	0	9,185
92,019	0	9,186
92,031	0	9,188
92,048	0	9,189
92,06	0	9,19
92,072	0	9,192
92,097	0	9,194
92,112	0	9,195
92,124	0	9,196
92,136	0	9,198
92,148	0	9,199
92,16	0	9,2
92,172	0	9,201
92,184	0	9,202
92,196	0	9,204
92,208	0	9,205
92,22	0	9,206
92,232	0	9,207
92,244	0	9,208
92,256	0	9,21
92,277	0	9,212
92,289	0	9,213
92,301	0	9,214
92,321	0	9,216
92,342	0	9,218
92,355	0	9,22
92,377	0	9,224
92,408	0	9,225
92,421	0	9,226
92,433	0	9,227
92,445	0	9,23
92,469	0	9,231
92,485	0	9,232
92,497	0	9,234
92,509	0	9,235
92,521	0	9,237
92,545	0	9,238
92,557	0	9,24
92,569	0	9,241
92,582	0	9,242
92,598	0	9,244
92,616	0	9,247
92,642	0	9,249
92,667	0	9,251
92,687	0	9,253
92,699	0	9,254
92,716	0	9,256
92,734	0	9,258
92,748	0	9,259
92,76	0	9,26
92,772	0	9,261
92,784	0	9,263
92,809	0	9,265
92,822	0	9,266
92,834	0	9,268
92,846	0	9,269
92,863	0	9,271
92,886	0	9,273
92,905	0	9,274
92,918	0	9,276
92,931	0	9,277
92,945	0	9,278
92,957	0	9,28
92,969	0	9,281
92,981	0	9,282
92,993	0	9,283
93,005	0	9,284
93,017	0	9,287
93,041	0	9,288
93,058	0	9,291
93,083	0	9,294
93,106	0	9,296
93,127	0	9,298
93,148	0	9,3
93,171	0	9,302
93,19	0	9,304
93,21	0	9,305
93,224	0	9,306
93,238	0	9,309
93,265	0	9,312
93,288	0	9,315
93,319	0	9,317
93,34	0	9,319
93,362	0	9,321
93,384	0	9,324
93,406	0	9,325
93,425	0	9,328
93,448	0	9,33
93,469	0	9,332
93,49	0	9,333
93,505	0	9,335
93,52	0	9,336
93,533	0	9,337
93,545	0	9,338
93,557	0	9,34
93,569	0	9,342
93,589	0	9,343
93,601	0	9,344
93,614	0	9,347
93,637	0	9,348
93,652	0	9,35
93,666	0	9,352
93,688	0	9,354
93,716	0	9,356
93,736	0	9,358
93,75	0	9,359
93,763	0	9,36
93,782	0	9,364
93,813	0	9,366
93,835	0	9,368
93,855	0	9,37
93,877	0	9,372
93,896	0	9,374
93,916	0	9,376
93,936	0	9,378
93,957	0	9,38
93,977	0	9,382
93,995	0	9,384
94,009	0	9,385
94,027	0	9,387
94,046	0	9,39
94,076	0	9,393
94,101	0	9,395
94,125	0	9,397
94,144	0	9,4
94,167	0	9,402
94,188	0	9,404
94,21	0	9,406
94,23	0	9,408
94,252	0	9,41
94,272	0	9,411
94,285	0	9,413
94,302	0	9,414
94,316	0	9,417
94,341	0	9,418
94,361	0	9,42
94,374	0	9,421
94,392	0	9,424
94,411	0	9,425
94,423	0	9,426
94,435	0	9,428
94,455	0	9,43
94,475	0	9,432
94,489	0	9,433
94,501	0	9,437
94,541	0	9,438
94,554	0	9,439
94,567	0	9,441
94,585	0	9,444
94,61	0	9,446
94,636	0	9,448
94,656	0	9,45
94,677	0	9,452
94,691	0	9,453
94,704	0	9,456
94,727	0	9,457
94,74	0	9,458
94,755	0	9,461
94,785	0	9,464
94,811	0	9,465
94,824	0	9,466
94,84	0	9,468
94,853	0	9,469
94,865	0	9,472
94,891	0	9,475
94,927	0	9,478
94,958	0	9,48
94,971	0	9,481
94,983	0	9,482
94,995	0	9,484
95,007	0	9,486
95,043	0	9,488
95,056	0	9,49
95,068	0	9,491
95,093	0	9,493
95,106	0	9,494
95,118	0	9,496
95,134	0	9,497
95,148	0	9,499
95,161	0	9,5
95,179	0	9,503
95,201	0	9,504
95,217	0	9,506
95,229	0	9,507
95,241	0	9,508
95,253	0	9,51
95,276	0	9,512
95,289	0	9,514
95,311	0	9,516
95,336	0	9,518
95,351	0	9,519
95,363	0	9,52
95,375	0	9,522
95,396	0	9,524
95,413	0	9,525
95,426	0	9,526
95,437	0	9,528
95,45	0	9,53
95,471	0	9,531
95,488	0	9,534
95,512	0	9,535
95,527	0	9,537
95,539	0	9,538
95,551	0	9,54
95,568	0	9,541
95,581	0	9,543
95,605	0	9,545
95,623	0	9,546
95,635	0	9,548
95,647	0	9,55
95,668	0	9,551
95,68	0	9,552
95,692	0	9,553
95,704	0	9,555
95,728	0	9,556
95,74	0	9,558
95,752	0	9,56
95,776	0	9,563
95,813	0	9,565
95,826	0	9,566
95,838	0	9,568
95,851	0	9,57
95,873	0	9,571
95,893	0	9,574
95,911	0	9,576
95,936	0	9,578
95,951	0	9,579
95,963	0	9,58
95,975	0	9,581
