water2	water2	water2	
Force	Distance	Time	
g	mm	sec	

0.174689	4.832	9.665	
0.159956	4.834	9.67	
0.122072	4.837	9.675	
0.128386	4.839	9.68	
0.0926063	4.842	9.685	
0.0715594	4.844	9.69	
0.0862922	4.847	9.695	
0.109444	4.849	9.7	
0.130491	4.852	9.705	
0.124177	4.854	9.71	
0.115758	4.857	9.715	
0.136805	4.859	9.72	
0.101025	4.862	9.725	
0.0989203	4.864	9.73	
0.0841875	4.867	9.735	
0.0778734	4.869	9.74	
0.0968156	4.872	9.745	
0.117863	4.874	9.75	
0.145223	4.877	9.755	
0.141014	4.879	9.76	
0.1347	4.882	9.765	
0.138909	4.884	9.77	
0.164166	4.887	9.775	
0.126281	4.889	9.78	
0.119967	4.892	9.785	
0.111548	4.894	9.79	
0.138909	4.897	9.795	
0.159956	4.899	9.8	
0.141014	4.902	9.805	
0.159956	4.904	9.81	
0.159956	4.907	9.815	
0.138909	4.909	9.82	
0.117863	4.912	9.825	
0.0862922	4.914	9.83	
0.0905016	4.917	9.835	
0.0820828	4.919	9.84	
0.0547219	4.922	9.845	
0.0947109	4.924	9.85	
0.111548	4.927	9.855	
0.128386	4.929	9.86	
0.128386	4.932	9.865	
0.151538	4.934	9.87	
0.149433	4.937	9.875	
0.16627	4.939	9.88	
0.155747	4.942	9.885	
0.168375	4.944	9.89	
0.181003	4.947	9.895	
0.36832	4.949	9.9	
0.656663	4.952	9.905	
0.399891	4.954	9.91	
-0.212573	4.957	9.915	
-0.279923	4.959	9.92	
0.105234	4.962	9.925	
0.101025	4.964	9.93	
-0.263086	4.967	9.935	
-0.141014	4.969	9.94	
0.292552	4.972	9.945	
0.275714	4.974	9.95	
0.0294656	4.977	9.955	
0.178898	4.979	9.96	
0.326227	4.982	9.965	
0.145223	4.984	9.97	
0.0547219	4.987	9.975	
0.263086	4.989	9.98	
0.248353	4.992	9.985	
-0.00631406	4.994	9.99	
0.124177	4.997	9.995	
0.528277	4.999	10	
0.366216	5.002	10.005	
-0.0420938	5.004	10.01	
0.0105234	5.007	10.015	
0.303075	5.009	10.02	
0.136805	5.012	10.025	
-0.220992	5.014	10.03	
-0.0862922	5.017	10.035	
0.277819	5.019	10.04	
0.235725	5.022	10.045	
0.0757688	5.024	10.05	
0.246248	5.027	10.055	
0.414623	5.029	10.06	
0.231516	5.032	10.065	
0.033675	5.034	10.07	
0.164166	5.037	10.075	
0.206259	5.039	10.08	
-0.0420938	5.042	10.085	
-0.0568266	5.044	10.09	
0.223097	5.047	10.095	
0.246248	5.049	10.1	
0.00420938	5.052	10.105	
0.0231516	5.054	10.11	
0.294656	5.057	10.115	
0.260981	5.059	10.12	
-0.0631406	5.062	10.125	
-0.0441984	5.064	10.13	
0.181003	5.067	10.135	
0.143119	5.069	10.14	
-0.0210469	5.072	10.145	
0.115758	5.074	10.15	
0.401995	5.077	10.155	
0.343064	5.079	10.16	
0.185213	5.082	10.165	
0.2694	5.084	10.17	
0.324122	5.087	10.175	
0.138909	5.089	10.18	
-0.00841875	5.092	10.185	
0.0799781	5.094	10.19	
0.128386	5.097	10.195	
0.0210469	5.099	10.2	
0.0168375	5.102	10.205	
0.191527	5.104	10.21	
0.284133	5.107	10.215	
0.227306	5.109	10.22	
0.187317	5.112	10.225	
0.0210469	5.114	10.23	
-0.124177	5.117	10.235	
-0.0652453	5.119	10.24	
0.111548	5.122	10.245	
0.143119	5.124	10.25	
0.0926063	5.127	10.255	
0.172584	5.129	10.26	
0.315703	5.132	10.265	
0.258877	5.134	10.27	
0.155747	5.137	10.275	
0.147328	5.139	10.28	
0.147328	5.142	10.285	
0.0947109	5.144	10.29	
0.0694547	5.147	10.295	
0.0820828	5.149	10.3	
0.101025	5.152	10.305	
0.126281	5.154	10.31	
0.231516	5.157	10.315	
0.279923	5.159	10.32	
0.141014	5.162	10.325	
0.0526172	5.164	10.33	
0.101025	5.167	10.335	
0.122072	5.169	10.34	
0.0294656	5.172	10.345	
-0.0126281	5.174	10.35	
0.136805	5.177	10.355	
0.242039	5.179	10.36	
0.218888	5.182	10.365	
0.183108	5.184	10.37	
0.235725	5.187	10.375	
0.183108	5.189	10.38	
0.0736641	5.192	10.385	
0.0357797	5.194	10.39	
0.0883969	5.197	10.395	
0.0968156	5.199	10.4	
0.0568266	5.202	10.405	
0.151538	5.204	10.41	
0.2694	5.207	10.415	
0.206259	5.209	10.42	
0.172584	5.212	10.425	
0.223097	5.214	10.43	
0.250458	5.217	10.435	
0.122072	5.219	10.44	
0.0441984	5.222	10.445	
0.122072	5.224	10.45	
0.138909	5.227	10.455	
0.0631406	5.229	10.46	
0.0905016	5.232	10.465	
0.185213	5.234	10.47	
0.210469	5.237	10.475	
0.143119	5.239	10.48	
0.130491	5.242	10.485	
0.174689	5.244	10.49	
0.128386	5.247	10.495	
0.033675	5.249	10.5	
0.0694547	5.252	10.505	
0.122072	5.254	10.51	
0.109444	5.257	10.515	
0.115758	5.259	10.52	
0.164166	5.262	10.525	
0.225202	5.264	10.53	
0.17048	5.267	10.535	
0.119967	5.269	10.54	
0.145223	5.272	10.545	
0.159956	5.274	10.55	
0.117863	5.277	10.555	
0.111548	5.279	10.56	
0.162061	5.282	10.565	
0.183108	5.284	10.57	
0.178898	5.287	10.575	
0.181003	5.289	10.58	
0.199945	5.292	10.585	
0.168375	5.294	10.59	
0.111548	5.297	10.595	
0.105234	5.299	10.6	
0.0841875	5.302	10.605	
0.0799781	5.304	10.61	
0.0757688	5.307	10.615	
0.10313	5.309	10.62	
0.153642	5.312	10.625	
0.157852	5.314	10.63	
0.172584	5.317	10.635	
0.206259	5.319	10.64	
0.174689	5.322	10.645	
0.147328	5.324	10.65	
0.147328	5.327	10.655	
0.136805	5.329	10.66	
0.132595	5.332	10.665	
0.122072	5.334	10.67	
0.128386	5.337	10.675	
0.17048	5.339	10.68	
0.155747	5.342	10.685	
0.153642	5.344	10.69	
0.162061	5.347	10.695	
0.155747	5.349	10.7	
0.136805	5.352	10.705	
0.109444	5.354	10.71	
0.119967	5.357	10.715	
0.1347	5.359	10.72	
0.111548	5.362	10.725	
0.117863	5.364	10.73	
0.109444	5.367	10.735	
0.109444	5.369	10.74	
0.101025	5.372	10.745	
0.109444	5.374	10.75	
0.115758	5.377	10.755	
0.122072	5.379	10.76	
0.117863	5.382	10.765	
0.162061	5.384	10.77	
0.17048	5.387	10.775	
0.155747	5.389	10.78	
0.185213	5.392	10.785	
0.193631	5.394	10.79	
0.164166	5.397	10.795	
0.149433	5.399	10.8	
0.107339	5.402	10.805	
0.101025	5.404	10.81	
0.0926063	5.407	10.815	
0.0905016	5.409	10.82	
0.117863	5.412	10.825	
0.119967	5.414	10.83	
0.1347	5.417	10.835	
0.153642	5.419	10.84	
0.16627	5.422	10.845	
0.187317	5.424	10.85	
0.176794	5.427	10.855	
0.141014	5.429	10.86	
0.1347	5.432	10.865	
0.113653	5.434	10.87	
0.0926063	5.437	10.875	
0.0820828	5.439	10.88	
0.10313	5.442	10.885	
0.119967	5.444	10.89	
0.149433	5.447	10.895	
0.157852	5.449	10.9	
0.183108	5.452	10.905	
0.145223	5.454	10.91	
0.162061	5.457	10.915	
0.157852	5.459	10.92	
0.128386	5.462	10.925	
0.136805	5.464	10.93	
0.136805	5.467	10.935	
0.151538	5.469	10.94	
0.168375	5.472	10.945	
0.159956	5.474	10.95	
0.153642	5.477	10.955	
0.153642	5.479	10.96	
0.149433	5.482	10.965	
0.147328	5.484	10.97	
0.155747	5.487	10.975	
0.164166	5.489	10.98	
0.151538	5.492	10.985	
0.136805	5.494	10.99	
0.126281	5.497	10.995	
0.147328	5.499	11	
0.115758	5.502	11.005	
0.149433	5.504	11.01	
0.1347	5.507	11.015	
0.128386	5.509	11.02	
0.115758	5.512	11.025	
0.111548	5.514	11.03	
0.128386	5.517	11.035	
0.1347	5.519	11.04	
0.1347	5.522	11.045	
0.162061	5.524	11.05	
0.185213	5.527	11.055	
0.204155	5.529	11.06	
0.185213	5.532	11.065	
0.151538	5.534	11.07	
0.149433	5.537	11.075	
0.164166	5.539	11.08	
0.149433	5.542	11.085	
0.149433	5.544	11.09	
0.145223	5.547	11.095	
0.153642	5.549	11.1	
0.147328	5.552	11.105	
0.107339	5.554	11.11	
0.109444	5.557	11.115	
0.119967	5.559	11.12	
0.105234	5.562	11.125	
0.1347	5.564	11.13	
0.151538	5.567	11.135	
0.17048	5.569	11.14	
0.204155	5.572	11.145	
0.193631	5.574	11.15	
0.174689	5.577	11.155	
0.145223	5.579	11.16	
0.117863	5.582	11.165	
0.119967	5.584	11.17	
0.115758	5.587	11.175	
0.0989203	5.589	11.18	
0.117863	5.592	11.185	
0.115758	5.594	11.19	
0.132595	5.597	11.195	
0.130491	5.599	11.2	
0.111548	5.602	11.205	
0.113653	5.604	11.21	
0.1347	5.607	11.215	
0.149433	5.609	11.22	
0.16627	5.612	11.225	
0.153642	5.614	11.23	
0.145223	5.617	11.235	
0.157852	5.619	11.24	
0.138909	5.622	11.245	
0.126281	5.624	11.25	
0.1347	5.627	11.255	
0.149433	5.629	11.26	
0.168375	5.632	11.265	
0.187317	5.634	11.27	
0.197841	5.637	11.275	
0.159956	5.639	11.28	
0.119967	5.642	11.285	
0.107339	5.644	11.29	
0.0989203	5.647	11.295	
0.0778734	5.649	11.3	
0.0926063	5.652	11.305	
0.0905016	5.654	11.31	
0.136805	5.657	11.315	
0.153642	5.659	11.32	
0.136805	5.662	11.325	
0.149433	5.664	11.33	
0.164166	5.667	11.335	
0.151538	5.669	11.34	
0.172584	5.672	11.345	
0.17048	5.674	11.35	
0.189422	5.677	11.355	
0.172584	5.679	11.36	
0.126281	5.682	11.365	
0.0989203	5.684	11.37	
0.117863	5.687	11.375	
0.0778734	5.689	11.38	
0.0820828	5.692	11.385	
0.0968156	5.694	11.39	
0.122072	5.697	11.395	
0.130491	5.699	11.4	
0.105234	5.702	11.405	
0.122072	5.704	11.41	
0.126281	5.707	11.415	
0.111548	5.709	11.42	
0.124177	5.712	11.425	
0.141014	5.714	11.43	
0.162061	5.717	11.435	
0.168375	5.719	11.44	
0.155747	5.722	11.445	
0.204155	5.724	11.45	
0.187317	5.727	11.455	
0.17048	5.729	11.46	
0.187317	5.732	11.465	
0.153642	5.734	11.47	
0.164166	5.737	11.475	
0.136805	5.739	11.48	
0.0926063	5.742	11.485	
0.101025	5.744	11.49	
0.0589313	5.747	11.495	
0.0568266	5.749	11.5	
0.0841875	5.752	11.505	
0.10313	5.754	11.51	
0.128386	5.757	11.515	
0.138909	5.759	11.52	
0.145223	5.762	11.525	
0.16627	5.764	11.53	
0.183108	5.767	11.535	
0.17048	5.769	11.54	
0.189422	5.772	11.545	
0.174689	5.774	11.55	
0.164166	5.777	11.555	
0.151538	5.779	11.56	
0.141014	5.782	11.565	
0.1347	5.784	11.57	
0.0947109	5.787	11.575	
0.111548	5.789	11.58	
0.122072	5.792	11.585	
0.130491	5.794	11.59	
0.138909	5.797	11.595	
0.153642	5.799	11.6	
0.155747	5.802	11.605	
0.147328	5.804	11.61	
0.149433	5.807	11.615	
0.126281	5.809	11.62	
0.172584	5.812	11.625	
0.159956	5.814	11.63	
0.16627	5.817	11.635	
0.193631	5.819	11.64	
0.185213	5.822	11.645	
0.172584	5.824	11.65	
0.143119	5.827	11.655	
0.113653	5.829	11.66	
0.122072	5.832	11.665	
0.115758	5.834	11.67	
0.0968156	5.837	11.675	
0.107339	5.839	11.68	
0.119967	5.842	11.685	
0.1347	5.844	11.69	
0.143119	5.847	11.695	
0.16627	5.849	11.7	
0.187317	5.852	11.705	
0.172584	5.854	11.71	
0.159956	5.857	11.715	
0.168375	5.859	11.72	
0.149433	5.862	11.725	
0.153642	5.864	11.73	
0.126281	5.867	11.735	
0.126281	5.869	11.74	
0.143119	5.872	11.745	
0.136805	5.874	11.75	
0.143119	5.877	11.755	
0.128386	5.879	11.76	
0.122072	5.882	11.765	
0.117863	5.884	11.77	
0.113653	5.887	11.775	
0.132595	5.889	11.78	
0.143119	5.892	11.785	
0.151538	5.894	11.79	
0.155747	5.897	11.795	
0.159956	5.899	11.8	
0.145223	5.902	11.805	
0.143119	5.904	11.81	
0.149433	5.907	11.815	
0.149433	5.909	11.82	
0.176794	5.912	11.825	
0.172584	5.914	11.83	
0.17048	5.917	11.835	
0.181003	5.919	11.84	
0.155747	5.922	11.845	
0.157852	5.924	11.85	
0.132595	5.927	11.855	
0.126281	5.929	11.86	
0.126281	5.932	11.865	
0.109444	5.934	11.87	
0.0947109	5.937	11.875	
0.10313	5.939	11.88	
0.0799781	5.942	11.885	
0.117863	5.944	11.89	
0.130491	5.947	11.895	
0.126281	5.949	11.9	
0.16627	5.952	11.905	
0.191527	5.954	11.91	
0.214678	5.957	11.915	
0.212573	5.959	11.92	
0.183108	5.962	11.925	
0.174689	5.964	11.93	
0.174689	5.967	11.935	
0.130491	5.969	11.94	
0.0926063	5.972	11.945	
0.0715594	5.974	11.95	
0.0778734	5.977	11.955	
0.0778734	5.979	11.96	
0.0905016	5.982	11.965	
0.130491	5.984	11.97	
0.16627	5.987	11.975	
0.17048	5.989	11.98	
0.181003	5.992	11.985	
0.193631	5.994	11.99	
0.216783	5.997	11.995	
0.206259	5.999	12	
0.174689	6.002	12.005	
0.195736	6.004	12.01	
0.189422	6.007	12.015	
0.145223	6.009	12.02	
0.115758	6.012	12.025	
0.115758	6.014	12.03	
0.10313	6.017	12.035	
0.0926063	6.019	12.04	
0.0715594	6.022	12.045	
0.113653	6.024	12.05	
0.128386	6.027	12.055	
0.1347	6.029	12.06	
0.155747	6.032	12.065	
0.187317	6.034	12.07	
0.189422	6.037	12.075	
0.176794	6.039	12.08	
0.157852	6.042	12.085	
0.155747	6.044	12.09	
0.138909	6.047	12.095	
0.109444	6.049	12.1	
0.119967	6.052	12.105	
0.117863	6.054	12.11	
0.113653	6.057	12.115	
0.143119	6.059	12.12	
0.141014	6.062	12.125	
0.16627	6.064	12.13	
0.174689	6.067	12.135	
0.157852	6.069	12.14	
0.174689	6.072	12.145	
0.162061	6.074	12.15	
0.155747	6.077	12.155	
0.17048	6.079	12.16	
0.136805	6.082	12.165	
0.124177	6.084	12.17	
0.111548	6.087	12.175	
0.107339	6.089	12.18	
0.115758	6.092	12.185	
0.10313	6.094	12.19	
0.119967	6.097	12.195	
0.149433	6.099	12.2	
0.151538	6.102	12.205	
0.159956	6.104	12.21	
0.159956	6.107	12.215	
0.153642	6.109	12.22	
0.16627	6.112	12.225	
0.1347	6.114	12.23	
0.128386	6.117	12.235	
0.145223	6.119	12.24	
0.124177	6.122	12.245	
0.124177	6.124	12.25	
0.128386	6.127	12.255	
0.130491	6.129	12.26	
0.145223	6.132	12.265	
0.143119	6.134	12.27	
0.164166	6.137	12.275	
0.197841	6.139	12.28	
0.187317	6.142	12.285	
0.189422	6.144	12.29	
0.191527	6.147	12.295	
0.183108	6.149	12.3	
0.153642	6.152	12.305	
0.128386	6.154	12.31	
0.130491	6.157	12.315	
0.117863	6.159	12.32	
0.119967	6.162	12.325	
0.113653	6.164	12.33	
0.1347	6.167	12.335	
0.151538	6.169	12.34	
0.178898	6.172	12.345	
0.183108	6.174	12.35	
0.199945	6.177	12.355	
0.216783	6.179	12.36	
0.191527	6.182	12.365	
0.187317	6.184	12.37	
0.172584	6.187	12.375	
0.128386	6.189	12.38	
0.109444	6.192	12.385	
0.0862922	6.194	12.39	
0.0989203	6.197	12.395	
0.109444	6.199	12.4	
0.0883969	6.202	12.405	
0.117863	6.204	12.41	
0.136805	6.207	12.415	
0.16627	6.209	12.42	
0.189422	6.212	12.425	
0.195736	6.214	12.43	
0.208364	6.217	12.435	
0.204155	6.219	12.44	
0.183108	6.222	12.445	
0.181003	6.224	12.45	
0.16627	6.227	12.455	
0.124177	6.229	12.46	
0.122072	6.232	12.465	
0.122072	6.234	12.47	
0.141014	6.237	12.475	
0.117863	6.239	12.48	
0.0757688	6.242	12.485	
0.0989203	6.244	12.49	
0.113653	6.247	12.495	
0.0989203	6.249	12.5	
0.119967	6.252	12.505	
0.138909	6.254	12.51	
0.183108	6.257	12.515	
0.20205	6.259	12.52	
0.172584	6.262	12.525	
0.176794	6.264	12.53	
0.147328	6.267	12.535	
0.119967	6.269	12.54	
0.132595	6.272	12.545	
0.132595	6.274	12.55	
0.122072	6.277	12.555	
0.136805	6.279	12.56	
0.113653	6.282	12.565	
0.151538	6.284	12.57	
0.151538	6.287	12.575	
0.136805	6.289	12.58	
0.1347	6.292	12.585	
0.128386	6.294	12.59	
0.145223	6.297	12.595	
0.119967	6.299	12.6	
0.122072	6.302	12.605	
0.145223	6.304	12.61	
0.141014	6.307	12.615	
0.155747	6.309	12.62	
0.185213	6.312	12.625	
0.193631	6.314	12.63	
0.187317	6.317	12.635	
0.20205	6.319	12.64	
0.181003	6.322	12.645	
0.172584	6.324	12.65	
0.155747	6.327	12.655	
0.136805	6.329	12.66	
0.130491	6.332	12.665	
0.10313	6.334	12.67	
0.0862922	6.337	12.675	
0.107339	6.339	12.68	
0.101025	6.342	12.685	
0.113653	6.344	12.69	
0.124177	6.347	12.695	
0.149433	6.349	12.7	
0.185213	6.352	12.705	
0.178898	6.354	12.71	
0.189422	6.357	12.715	
0.195736	6.359	12.72	
0.199945	6.362	12.725	
0.208364	6.364	12.73	
0.199945	6.367	12.735	
0.174689	6.369	12.74	
0.149433	6.372	12.745	
0.122072	6.374	12.75	
0.0799781	6.377	12.755	
0.0757688	6.379	12.76	
0.0736641	6.382	12.765	
0.101025	6.384	12.77	
0.128386	6.387	12.775	
0.151538	6.389	12.78	
0.20205	6.392	12.785	
0.206259	6.394	12.79	
0.208364	6.397	12.795	
0.208364	6.399	12.8	
0.189422	6.402	12.805	
0.191527	6.404	12.81	
0.16627	6.407	12.815	
0.151538	6.409	12.82	
0.136805	6.412	12.825	
0.101025	6.414	12.83	
0.0905016	6.417	12.835	
0.101025	6.419	12.84	
0.113653	6.422	12.845	
0.145223	6.424	12.85	
0.183108	6.427	12.855	
0.189422	6.429	12.86	
0.208364	6.432	12.865	
0.218888	6.434	12.87	
0.210469	6.437	12.875	
0.193631	6.439	12.88	
0.149433	6.442	12.885	
0.128386	6.444	12.89	
0.149433	6.447	12.895	
0.147328	6.449	12.9	
0.141014	6.452	12.905	
0.1347	6.454	12.91	
0.143119	6.457	12.915	
0.149433	6.459	12.92	
0.126281	6.462	12.925	
0.132595	6.464	12.93	
0.145223	6.467	12.935	
0.138909	6.469	12.94	
0.157852	6.472	12.945	
0.178898	6.474	12.95	
0.193631	6.477	12.955	
0.181003	6.479	12.96	
0.17048	6.482	12.965	
0.159956	6.484	12.97	
0.155747	6.487	12.975	
0.151538	6.489	12.98	
0.162061	6.492	12.985	
0.149433	6.494	12.99	
0.155747	6.497	12.995	
0.17048	6.499	13	
0.157852	6.502	13.005	
0.145223	6.504	13.01	
0.1347	6.507	13.015	
0.132595	6.509	13.02	
0.149433	6.512	13.025	
0.141014	6.514	13.03	
0.143119	6.517	13.035	
0.138909	6.519	13.04	
0.124177	6.522	13.045	
0.132595	6.524	13.05	
0.153642	6.527	13.055	
0.168375	6.529	13.06	
0.189422	6.532	13.065	
0.210469	6.534	13.07	
0.210469	6.537	13.075	
0.212573	6.539	13.08	
0.157852	6.542	13.085	
0.141014	6.544	13.09	
0.113653	6.547	13.095	
0.0862922	6.549	13.1	
0.101025	6.552	13.105	
0.109444	6.554	13.11	
0.130491	6.557	13.115	
0.151538	6.559	13.12	
0.164166	6.562	13.125	
0.164166	6.564	13.13	
0.168375	6.567	13.135	
0.147328	6.569	13.14	
0.164166	6.572	13.145	
0.138909	6.574	13.15	
0.151538	6.577	13.155	
0.155747	6.579	13.16	
0.138909	6.582	13.165	
0.168375	6.584	13.17	
0.174689	6.587	13.175	
0.149433	6.589	13.18	
0.164166	6.592	13.185	
0.159956	6.594	13.19	
0.183108	6.597	13.195	
0.185213	6.599	13.2	
0.149433	6.602	13.205	
0.149433	6.604	13.21	
0.162061	6.607	13.215	
0.155747	6.609	13.22	
0.164166	6.612	13.225	
0.187317	6.614	13.23	
0.189422	6.617	13.235	
0.199945	6.619	13.24	
0.162061	6.622	13.245	
0.159956	6.624	13.25	
0.151538	6.627	13.255	
0.115758	6.629	13.26	
0.109444	6.632	13.265	
0.113653	6.634	13.27	
0.145223	6.637	13.275	
0.157852	6.639	13.28	
0.141014	6.642	13.285	
0.157852	6.644	13.29	
0.151538	6.647	13.295	
0.143119	6.649	13.3	
0.147328	6.652	13.305	
0.124177	6.654	13.31	
0.138909	6.657	13.315	
0.176794	6.659	13.32	
0.183108	6.662	13.325	
0.223097	6.664	13.33	
0.227306	6.667	13.335	
0.210469	6.669	13.34	
0.208364	6.672	13.345	
0.17048	6.674	13.35	
0.191527	6.677	13.355	
0.162061	6.679	13.36	
0.113653	6.682	13.365	
0.109444	6.684	13.37	
0.117863	6.687	13.375	
0.136805	6.689	13.38	
0.128386	6.692	13.385	
0.145223	6.694	13.39	
0.159956	6.697	13.395	
0.16627	6.699	13.4	
0.151538	6.702	13.405	
0.147328	6.704	13.41	
0.143119	6.707	13.415	
0.117863	6.709	13.42	
0.153642	6.712	13.425	
0.178898	6.714	13.43	
0.178898	6.717	13.435	
0.183108	6.719	13.44	
0.162061	6.722	13.445	
0.162061	6.724	13.45	
0.141014	6.727	13.455	
0.0989203	6.729	13.46	
0.111548	6.732	13.465	
0.126281	6.734	13.47	
0.141014	6.737	13.475	
0.174689	6.739	13.48	
0.197841	6.742	13.485	
0.193631	6.744	13.49	
0.17048	6.747	13.495	
0.155747	6.749	13.5	
0.155747	6.752	13.505	
0.147328	6.754	13.51	
0.107339	6.757	13.515	
0.107339	6.759	13.52	
0.115758	6.762	13.525	
0.132595	6.764	13.53	
0.0905016	6.767	13.535	
0.107339	6.769	13.54	
0.143119	6.772	13.545	
0.141014	6.774	13.55	
0.151538	6.777	13.555	
0.172584	6.779	13.56	
0.159956	6.782	13.565	
0.185213	6.784	13.57	
0.17048	6.787	13.575	
0.174689	6.789	13.58	
0.185213	6.792	13.585	
0.164166	6.794	13.59	
0.159956	6.797	13.595	
0.149433	6.799	13.6	
0.136805	6.802	13.605	
0.107339	6.804	13.61	
0.0989203	6.807	13.615	
0.115758	6.809	13.62	
0.149433	6.812	13.625	
0.136805	6.814	13.63	
0.151538	6.817	13.635	
0.183108	6.819	13.64	
0.172584	6.822	13.645	
0.17048	6.824	13.65	
0.153642	6.827	13.655	
0.136805	6.829	13.66	
0.132595	6.832	13.665	
0.115758	6.834	13.67	
0.128386	6.837	13.675	
0.151538	6.839	13.68	
0.111548	6.842	13.685	
0.111548	6.844	13.69	
0.157852	6.847	13.695	
0.176794	6.849	13.7	
0.164166	6.852	13.705	
0.168375	6.854	13.71	
0.208364	6.857	13.715	
0.231516	6.859	13.72	
0.185213	6.862	13.725	
0.204155	6.864	13.73	
0.199945	6.867	13.735	
0.164166	6.869	13.74	
0.147328	6.872	13.745	
0.115758	6.874	13.75	
0.107339	6.877	13.755	
0.0883969	6.879	13.76	
0.0652453	6.882	13.765	
0.0883969	6.884	13.77	
0.124177	6.887	13.775	
0.164166	6.889	13.78	
0.168375	6.892	13.785	
0.168375	6.894	13.79	
0.195736	6.897	13.795	
0.204155	6.899	13.8	
0.172584	6.902	13.805	
0.164166	6.904	13.81	
0.176794	6.907	13.815	
0.199945	6.909	13.82	
0.185213	6.912	13.825	
0.187317	6.914	13.83	
0.210469	6.917	13.835	
0.176794	6.919	13.84	
0.145223	6.922	13.845	
0.132595	6.924	13.85	
0.128386	6.927	13.855	
0.117863	6.929	13.86	
0.1347	6.932	13.865	
0.168375	6.934	13.87	
0.187317	6.937	13.875	
0.176794	6.939	13.88	
0.17048	6.942	13.885	
0.162061	6.944	13.89	
0.149433	6.947	13.895	
0.124177	6.949	13.9	
0.109444	6.952	13.905	
0.126281	6.954	13.91	
0.162061	6.957	13.915	
0.162061	6.959	13.92	
0.155747	6.962	13.925	
0.176794	6.964	13.93	
0.195736	6.967	13.935	
0.187317	6.969	13.94	
0.178898	6.972	13.945	
0.176794	6.974	13.95	
0.178898	6.977	13.955	
0.172584	6.979	13.96	
0.124177	6.982	13.965	
0.1347	6.984	13.97	
0.145223	6.987	13.975	
0.130491	6.989	13.98	
0.151538	6.992	13.985	
0.17048	6.994	13.99	
0.181003	6.997	13.995	
0.176794	6.999	14	
0.16627	7.002	14.005	
0.17048	7.004	14.01	
0.147328	7.007	14.015	
0.136805	7.009	14.02	
0.143119	7.012	14.025	
0.136805	7.014	14.03	
0.130491	7.017	14.035	
0.126281	7.019	14.04	
0.1347	7.022	14.045	
0.157852	7.024	14.05	
0.162061	7.027	14.055	
0.16627	7.029	14.06	
0.17048	7.032	14.065	
0.174689	7.034	14.07	
0.185213	7.037	14.075	
0.189422	7.039	14.08	
0.178898	7.042	14.085	
0.157852	7.044	14.09	
0.174689	7.047	14.095	
0.151538	7.049	14.1	
0.157852	7.052	14.105	
0.130491	7.054	14.11	
0.109444	7.057	14.115	
0.10313	7.059	14.12	
0.0947109	7.062	14.125	
0.107339	7.064	14.13	
0.101025	7.067	14.135	
0.138909	7.069	14.14	
0.181003	7.072	14.145	
0.197841	7.074	14.15	
0.197841	7.077	14.155	
0.210469	7.079	14.16	
0.164166	7.082	14.165	
0.159956	7.084	14.17	
0.151538	7.087	14.175	
0.117863	7.089	14.18	
0.115758	7.092	14.185	
0.0989203	7.094	14.19	
0.109444	7.097	14.195	
0.143119	7.099	14.2	
0.143119	7.102	14.205	
0.151538	7.104	14.21	
0.153642	7.107	14.215	
0.17048	7.109	14.22	
0.197841	7.112	14.225	
0.195736	7.114	14.23	
0.197841	7.117	14.235	
0.212573	7.119	14.24	
0.168375	7.122	14.245	
0.138909	7.124	14.25	
0.111548	7.127	14.255	
0.0799781	7.129	14.26	
0.105234	7.132	14.265	
0.0862922	7.134	14.27	
0.0926063	7.137	14.275	
0.130491	7.139	14.28	
0.174689	7.142	14.285	
0.193631	7.144	14.29	
0.195736	7.147	14.295	
0.187317	7.149	14.3	
0.185213	7.152	14.305	
0.17048	7.154	14.31	
0.181003	7.157	14.315	
0.176794	7.159	14.32	
0.159956	7.162	14.325	
0.151538	7.164	14.33	
0.157852	7.167	14.335	
0.141014	7.169	14.34	
0.147328	7.172	14.345	
0.132595	7.174	14.35	
0.136805	7.177	14.355	
0.168375	7.179	14.36	
0.147328	7.182	14.365	
0.147328	7.184	14.37	
0.159956	7.187	14.375	
0.138909	7.189	14.38	
0.151538	7.192	14.385	
0.130491	7.194	14.39	
0.147328	7.197	14.395	
0.191527	7.199	14.4	
0.176794	7.202	14.405	
0.17048	7.204	14.41	
0.191527	7.207	14.415	
0.187317	7.209	14.42	
0.185213	7.212	14.425	
0.124177	7.214	14.43	
0.117863	7.217	14.435	
0.132595	7.219	14.44	
0.122072	7.222	14.445	
0.132595	7.224	14.45	
0.145223	7.227	14.455	
0.132595	7.229	14.46	
0.126281	7.232	14.465	
0.115758	7.234	14.47	
0.145223	7.237	14.475	
0.16627	7.239	14.48	
0.162061	7.242	14.485	
0.193631	7.244	14.49	
0.225202	7.247	14.495	
0.235725	7.249	14.5	
0.229411	7.252	14.505	
0.176794	7.254	14.51	
0.174689	7.257	14.515	
0.153642	7.259	14.52	
0.117863	7.262	14.525	
0.111548	7.264	14.53	
0.0989203	7.267	14.535	
0.0841875	7.269	14.54	
0.0989203	7.272	14.545	
0.1347	7.274	14.55	
0.176794	7.277	14.555	
0.197841	7.279	14.56	
0.199945	7.282	14.565	
0.23783	7.284	14.57	
0.246248	7.287	14.575	
0.214678	7.289	14.58	
0.185213	7.292	14.585	
0.193631	7.294	14.59	
0.172584	7.297	14.595	
0.153642	7.299	14.6	
0.128386	7.302	14.605	
