water2	water2	water2	
Force	Distance	Time	
g	mm	sec	

0.250458	2.384	4.77	
0.227306	2.387	4.775	
0.168375	2.389	4.78	
0.130491	2.392	4.785	
0.0947109	2.394	4.79	
0.0652453	2.397	4.795	
0.0294656	2.399	4.8	
0.0147328	2.402	4.805	
0.0105234	2.404	4.81	
0.0357797	2.407	4.815	
0.0505125	2.409	4.82	
0.0862922	2.412	4.825	
0.105234	2.414	4.83	
0.126281	2.417	4.835	
0.147328	2.419	4.84	
0.17048	2.422	4.845	
0.193631	2.424	4.85	
0.185213	2.427	4.855	
0.151538	2.429	4.86	
0.143119	2.432	4.865	
0.115758	2.434	4.87	
0.0968156	2.437	4.875	
0.0757688	2.439	4.88	
0.0610359	2.442	4.885	
0.0505125	2.444	4.89	
0.0505125	2.447	4.895	
0.0463031	2.449	4.9	
0.0778734	2.452	4.905	
0.0694547	2.454	4.91	
0.0947109	2.457	4.915	
0.141014	2.459	4.92	
0.138909	2.462	4.925	
0.132595	2.464	4.93	
0.113653	2.467	4.935	
0.0947109	2.469	4.94	
0.0989203	2.472	4.945	
0.0926063	2.474	4.95	
0.0820828	2.477	4.955	
0.111548	2.479	4.96	
0.130491	2.482	4.965	
0.136805	2.484	4.97	
0.1347	2.487	4.975	
0.143119	2.489	4.98	
0.145223	2.492	4.985	
0.0989203	2.494	4.99	
0.0820828	2.497	4.995	
0.0631406	2.499	5	
0.0463031	2.502	5.005	
0.0357797	2.504	5.01	
0.0463031	2.507	5.015	
0.0610359	2.509	5.02	
0.0757688	2.512	5.025	
0.0820828	2.514	5.03	
0.117863	2.517	5.035	
0.136805	2.519	5.04	
0.124177	2.522	5.045	
0.10313	2.524	5.05	
0.111548	2.527	5.055	
0.119967	2.529	5.06	
0.124177	2.532	5.065	
0.0968156	2.534	5.07	
0.117863	2.537	5.075	
0.115758	2.539	5.08	
0.0947109	2.542	5.085	
0.0715594	2.544	5.09	
0.0526172	2.547	5.095	
0.0610359	2.549	5.1	
0.0547219	2.552	5.105	
0.0547219	2.554	5.11	
0.0989203	2.557	5.115	
0.132595	2.559	5.12	
0.117863	2.562	5.125	
0.149433	2.564	5.13	
0.153642	2.567	5.135	
0.162061	2.569	5.14	
0.119967	2.572	5.145	
0.101025	2.574	5.15	
0.0862922	2.577	5.155	
0.0820828	2.579	5.16	
0.0357797	2.582	5.165	
0.0694547	2.584	5.17	
0.0905016	2.587	5.175	
0.10313	2.589	5.18	
0.130491	2.592	5.185	
0.138909	2.594	5.19	
0.164166	2.597	5.195	
0.159956	2.599	5.2	
0.124177	2.602	5.205	
0.1347	2.604	5.21	
0.126281	2.607	5.215	
0.0799781	2.609	5.22	
0.0862922	2.612	5.225	
0.0694547	2.614	5.23	
0.0841875	2.617	5.235	
0.0715594	2.619	5.24	
0.0610359	2.622	5.245	
0.0799781	2.624	5.25	
0.0883969	2.627	5.255	
0.0862922	2.629	5.26	
0.107339	2.632	5.265	
0.132595	2.634	5.27	
0.164166	2.637	5.275	
0.172584	2.639	5.28	
0.149433	2.642	5.285	
0.17048	2.644	5.29	
0.181003	2.647	5.295	
0.151538	2.649	5.3	
0.113653	2.652	5.305	
0.0694547	2.654	5.31	
0.0589313	2.657	5.315	
0.0378844	2.659	5.32	
0.0189422	2.662	5.325	
0.0441984	2.664	5.33	
0.0799781	2.667	5.335	
0.107339	2.669	5.34	
0.138909	2.672	5.345	
0.159956	2.674	5.35	
0.153642	2.677	5.355	
0.16627	2.679	5.36	
0.143119	2.682	5.365	
0.138909	2.684	5.37	
0.1347	2.687	5.375	
0.101025	2.689	5.38	
0.0757688	2.692	5.385	
0.0694547	2.694	5.39	
0.0841875	2.697	5.395	
0.0757688	2.699	5.4	
0.0694547	2.702	5.405	
0.109444	2.704	5.41	
0.130491	2.707	5.415	
0.159956	2.709	5.42	
0.174689	2.712	5.425	
0.151538	2.714	5.43	
0.164166	2.717	5.435	
0.157852	2.719	5.44	
0.117863	2.722	5.445	
0.113653	2.724	5.45	
0.105234	2.727	5.455	
0.0947109	2.729	5.46	
0.109444	2.732	5.465	
0.0947109	2.734	5.47	
0.0862922	2.737	5.475	
0.0883969	2.739	5.48	
0.0883969	2.742	5.485	
0.119967	2.744	5.49	
0.111548	2.747	5.495	
0.113653	2.749	5.5	
0.132595	2.752	5.505	
0.130491	2.754	5.51	
0.119967	2.757	5.515	
0.101025	2.759	5.52	
0.0862922	2.762	5.525	
0.0799781	2.764	5.53	
0.0862922	2.767	5.535	
0.10313	2.769	5.54	
0.117863	2.772	5.545	
0.117863	2.774	5.55	
0.119967	2.777	5.555	
0.151538	2.779	5.56	
0.147328	2.782	5.565	
0.1347	2.784	5.57	
0.126281	2.787	5.575	
0.136805	2.789	5.58	
0.168375	2.792	5.585	
0.130491	2.794	5.59	
0.111548	2.797	5.595	
0.113653	2.799	5.6	
0.0989203	2.802	5.605	
0.0820828	2.804	5.61	
0.0652453	2.807	5.615	
0.0778734	2.809	5.62	
0.0862922	2.812	5.625	
0.0694547	2.814	5.63	
0.0799781	2.817	5.635	
0.107339	2.819	5.64	
0.109444	2.822	5.645	
0.126281	2.824	5.65	
0.143119	2.827	5.655	
0.153642	2.829	5.66	
0.176794	2.832	5.665	
0.159956	2.834	5.67	
0.136805	2.837	5.675	
0.136805	2.839	5.68	
0.10313	2.842	5.685	
0.0862922	2.844	5.69	
0.0947109	2.847	5.695	
0.0883969	2.849	5.7	
0.0715594	2.852	5.705	
0.0652453	2.854	5.71	
0.0841875	2.857	5.715	
0.10313	2.859	5.72	
0.0926063	2.862	5.725	
0.0926063	2.864	5.73	
0.122072	2.867	5.735	
0.136805	2.869	5.74	
0.155747	2.872	5.745	
0.172584	2.874	5.75	
0.159956	2.877	5.755	
0.151538	2.879	5.76	
0.10313	2.882	5.765	
0.0968156	2.884	5.77	
0.113653	2.887	5.775	
0.0862922	2.889	5.78	
0.0736641	2.892	5.785	
0.0841875	2.894	5.79	
0.117863	2.897	5.795	
0.115758	2.899	5.8	
0.107339	2.902	5.805	
0.132595	2.904	5.81	
0.1347	2.907	5.815	
0.0947109	2.909	5.82	
0.105234	2.912	5.825	
0.0989203	2.914	5.83	
0.10313	2.917	5.835	
0.101025	2.919	5.84	
0.113653	2.922	5.845	
0.151538	2.924	5.85	
0.141014	2.927	5.855	
0.115758	2.929	5.86	
0.149433	2.932	5.865	
0.119967	2.934	5.87	
0.126281	2.937	5.875	
0.117863	2.939	5.88	
0.107339	2.942	5.885	
0.119967	2.944	5.89	
0.115758	2.947	5.895	
0.109444	2.949	5.9	
0.115758	2.952	5.905	
0.113653	2.954	5.91	
0.101025	2.957	5.915	
0.0947109	2.959	5.92	
0.0694547	2.962	5.925	
0.0799781	2.964	5.93	
0.0652453	2.967	5.935	
0.0799781	2.969	5.94	
0.113653	2.972	5.945	
0.143119	2.974	5.95	
0.162061	2.977	5.955	
0.138909	2.979	5.96	
0.157852	2.982	5.965	
0.172584	2.984	5.97	
0.130491	2.987	5.975	
0.0715594	2.989	5.98	
0.0526172	2.992	5.985	
0.06735	2.994	5.99	
0.0715594	2.997	5.995	
0.0610359	2.999	6	
0.0463031	3.002	6.005	
0.105234	3.004	6.01	
0.141014	3.007	6.015	
0.145223	3.009	6.02	
0.149433	3.012	6.025	
0.149433	3.014	6.03	
0.149433	3.017	6.035	
0.17048	3.019	6.04	
0.149433	3.022	6.045	
0.147328	3.024	6.05	
0.17048	3.027	6.055	
0.136805	3.029	6.06	
0.132595	3.032	6.065	
0.117863	3.034	6.07	
0.0841875	3.037	6.075	
0.0526172	3.039	6.08	
0.0252563	3.042	6.085	
0.033675	3.044	6.09	
0.0589313	3.047	6.095	
0.0631406	3.049	6.1	
0.126281	3.052	6.105	
0.16627	3.054	6.11	
0.195736	3.057	6.115	
0.197841	3.059	6.12	
0.174689	3.062	6.125	
0.164166	3.064	6.13	
0.130491	3.067	6.135	
0.0841875	3.069	6.14	
0.0883969	3.072	6.145	
0.0883969	3.074	6.15	
0.0820828	3.077	6.155	
0.105234	3.079	6.16	
0.0947109	3.082	6.165	
0.109444	3.084	6.17	
0.107339	3.087	6.175	
0.113653	3.089	6.18	
0.128386	3.092	6.185	
0.122072	3.094	6.19	
0.10313	3.097	6.195	
0.105234	3.099	6.2	
0.0989203	3.102	6.205	
0.0820828	3.104	6.21	
0.0757688	3.107	6.215	
0.0905016	3.109	6.22	
0.132595	3.112	6.225	
0.126281	3.114	6.23	
0.136805	3.117	6.235	
0.153642	3.119	6.24	
0.149433	3.122	6.245	
0.151538	3.124	6.25	
0.130491	3.127	6.255	
0.132595	3.129	6.26	
0.172584	3.132	6.265	
0.138909	3.134	6.27	
0.115758	3.137	6.275	
0.105234	3.139	6.28	
0.0694547	3.142	6.285	
0.0189422	3.144	6.29	
0.00210469	3.147	6.295	
0.0168375	3.149	6.3	
0.0736641	3.152	6.305	
0.0926063	3.154	6.31	
0.153642	3.157	6.315	
0.216783	3.159	6.32	
0.220992	3.162	6.325	
0.191527	3.164	6.33	
0.174689	3.167	6.335	
0.138909	3.169	6.34	
0.141014	3.172	6.345	
0.0989203	3.174	6.35	
0.0883969	3.177	6.355	
0.124177	3.179	6.36	
0.101025	3.182	6.365	
0.0989203	3.184	6.37	
0.0968156	3.187	6.375	
0.117863	3.189	6.38	
0.117863	3.192	6.385	
0.115758	3.194	6.39	
0.147328	3.197	6.395	
0.162061	3.199	6.4	
0.145223	3.202	6.405	
0.128386	3.204	6.41	
0.138909	3.207	6.415	
0.105234	3.209	6.42	
0.113653	3.212	6.425	
0.0799781	3.214	6.43	
0.0926063	3.217	6.435	
0.115758	3.219	6.44	
0.117863	3.222	6.445	
0.136805	3.224	6.45	
0.141014	3.227	6.455	
0.126281	3.229	6.46	
0.117863	3.232	6.465	
0.105234	3.234	6.47	
0.119967	3.237	6.475	
0.111548	3.239	6.48	
0.107339	3.242	6.485	
0.117863	3.244	6.49	
0.130491	3.247	6.495	
0.117863	3.249	6.5	
0.109444	3.252	6.505	
0.113653	3.254	6.51	
0.119967	3.257	6.515	
0.128386	3.259	6.52	
0.0989203	3.262	6.525	
0.122072	3.264	6.53	
0.138909	3.267	6.535	
0.119967	3.269	6.54	
0.119967	3.272	6.545	
0.141014	3.274	6.55	
0.1347	3.277	6.555	
0.119967	3.279	6.56	
0.0862922	3.282	6.565	
0.105234	3.284	6.57	
0.0926063	3.287	6.575	
0.0778734	3.289	6.58	
0.113653	3.292	6.585	
0.124177	3.294	6.59	
0.155747	3.297	6.595	
0.16627	3.299	6.6	
0.172584	3.302	6.605	
0.164166	3.304	6.61	
0.128386	3.307	6.615	
0.0905016	3.309	6.62	
0.101025	3.312	6.625	
0.0968156	3.314	6.63	
0.109444	3.317	6.635	
0.119967	3.319	6.64	
0.111548	3.322	6.645	
0.109444	3.324	6.65	
0.124177	3.327	6.655	
0.132595	3.329	6.66	
0.122072	3.332	6.665	
0.109444	3.334	6.67	
0.101025	3.337	6.675	
0.0862922	3.339	6.68	
0.101025	3.342	6.685	
0.107339	3.344	6.69	
0.0926063	3.347	6.695	
0.107339	3.349	6.7	
0.111548	3.352	6.705	
0.1347	3.354	6.71	
0.151538	3.357	6.715	
0.159956	3.359	6.72	
0.122072	3.362	6.725	
0.109444	3.364	6.73	
0.109444	3.367	6.735	
0.115758	3.369	6.74	
0.130491	3.372	6.745	
0.143119	3.374	6.75	
0.136805	3.377	6.755	
0.16627	3.379	6.76	
0.130491	3.382	6.765	
0.122072	3.384	6.77	
0.0947109	3.387	6.775	
0.0694547	3.389	6.78	
0.0715594	3.392	6.785	
0.0799781	3.394	6.79	
0.10313	3.397	6.795	
0.109444	3.399	6.8	
0.111548	3.402	6.805	
0.136805	3.404	6.81	
0.1347	3.407	6.815	
0.105234	3.409	6.82	
0.128386	3.412	6.825	
0.117863	3.414	6.83	
0.0947109	3.417	6.835	
0.0926063	3.419	6.84	
0.115758	3.422	6.845	
0.130491	3.424	6.85	
0.141014	3.427	6.855	
0.122072	3.429	6.86	
0.151538	3.432	6.865	
0.153642	3.434	6.87	
0.147328	3.437	6.875	
0.124177	3.439	6.88	
0.107339	3.442	6.885	
0.0841875	3.444	6.89	
0.0631406	3.447	6.895	
0.0378844	3.449	6.9	
0.0420938	3.452	6.905	
0.0547219	3.454	6.91	
0.06735	3.457	6.915	
0.0820828	3.459	6.92	
0.122072	3.462	6.925	
0.151538	3.464	6.93	
0.141014	3.467	6.935	
0.115758	3.469	6.94	
0.151538	3.472	6.945	
0.157852	3.474	6.95	
0.149433	3.477	6.955	
0.143119	3.479	6.96	
0.159956	3.482	6.965	
0.16627	3.484	6.97	
0.143119	3.487	6.975	
0.111548	3.489	6.98	
0.122072	3.492	6.985	
0.0778734	3.494	6.99	
0.0631406	3.497	6.995	
0.0652453	3.499	7	
0.06735	3.502	7.005	
0.0715594	3.504	7.01	
0.109444	3.507	7.015	
0.109444	3.509	7.02	
0.138909	3.512	7.025	
0.145223	3.514	7.03	
0.164166	3.517	7.035	
0.164166	3.519	7.04	
0.138909	3.522	7.045	
0.132595	3.524	7.05	
0.132595	3.527	7.055	
0.132595	3.529	7.06	
0.132595	3.532	7.065	
0.107339	3.534	7.07	
0.117863	3.537	7.075	
0.124177	3.539	7.08	
0.115758	3.542	7.085	
0.122072	3.544	7.09	
0.107339	3.547	7.095	
0.0883969	3.549	7.1	
0.06735	3.552	7.105	
0.0820828	3.554	7.11	
0.111548	3.557	7.115	
0.113653	3.559	7.12	
0.10313	3.562	7.125	
0.124177	3.564	7.13	
0.149433	3.567	7.135	
0.157852	3.569	7.14	
0.151538	3.572	7.145	
0.147328	3.574	7.15	
0.145223	3.577	7.155	
0.128386	3.579	7.16	
0.0905016	3.582	7.165	
0.109444	3.584	7.17	
0.0905016	3.587	7.175	
0.06735	3.589	7.18	
0.0694547	3.592	7.185	
0.0652453	3.594	7.19	
0.0968156	3.597	7.195	
0.107339	3.599	7.2	
0.0926063	3.602	7.205	
0.141014	3.604	7.21	
0.17048	3.607	7.215	
0.176794	3.609	7.22	
0.17048	3.612	7.225	
0.159956	3.614	7.23	
0.178898	3.617	7.235	
0.181003	3.619	7.24	
0.132595	3.622	7.245	
0.122072	3.624	7.25	
0.101025	3.627	7.255	
0.0820828	3.629	7.26	
0.0589313	3.632	7.265	
0.0631406	3.634	7.27	
0.0652453	3.637	7.275	
0.0778734	3.639	7.28	
0.0694547	3.642	7.285	
0.0989203	3.644	7.29	
0.128386	3.647	7.295	
0.126281	3.649	7.3	
0.130491	3.652	7.305	
0.128386	3.654	7.31	
0.117863	3.657	7.315	
0.1347	3.659	7.32	
0.1347	3.662	7.325	
0.17048	3.664	7.33	
0.153642	3.667	7.335	
0.136805	3.669	7.34	
0.141014	3.672	7.345	
0.130491	3.674	7.35	
0.1347	3.677	7.355	
0.111548	3.679	7.36	
0.0926063	3.682	7.365	
0.107339	3.684	7.37	
0.0968156	3.687	7.375	
0.0905016	3.689	7.38	
0.10313	3.692	7.385	
0.0905016	3.694	7.39	
0.0947109	3.697	7.395	
0.119967	3.699	7.4	
0.113653	3.702	7.405	
0.105234	3.704	7.41	
0.130491	3.707	7.415	
0.111548	3.709	7.42	
0.155747	3.712	7.425	
0.155747	3.714	7.43	
0.162061	3.717	7.435	
0.164166	3.719	7.44	
0.151538	3.722	7.445	
0.132595	3.724	7.45	
0.115758	3.727	7.455	
0.0862922	3.729	7.46	
0.0862922	3.732	7.465	
0.0926063	3.734	7.47	
0.0757688	3.737	7.475	
0.0883969	3.739	7.48	
0.0968156	3.742	7.485	
0.136805	3.744	7.49	
0.151538	3.747	7.495	
0.147328	3.749	7.5	
0.20205	3.752	7.505	
0.187317	3.754	7.51	
0.185213	3.757	7.515	
0.191527	3.759	7.52	
0.157852	3.762	7.525	
0.138909	3.764	7.53	
0.132595	3.767	7.535	
0.0905016	3.769	7.54	
0.0862922	3.772	7.545	
0.0526172	3.774	7.55	
0.0399891	3.777	7.555	
0.06735	3.779	7.56	
0.0799781	3.782	7.565	
0.0820828	3.784	7.57	
0.0862922	3.787	7.575	
0.122072	3.789	7.58	
0.17048	3.792	7.585	
0.181003	3.794	7.59	
0.197841	3.797	7.595	
0.193631	3.799	7.6	
0.176794	3.802	7.605	
0.155747	3.804	7.61	
0.136805	3.807	7.615	
0.0926063	3.809	7.62	
0.107339	3.812	7.625	
0.0799781	3.814	7.63	
0.0947109	3.817	7.635	
0.122072	3.819	7.64	
0.107339	3.822	7.645	
0.122072	3.824	7.65	
0.117863	3.827	7.655	
0.101025	3.829	7.66	
0.113653	3.832	7.665	
0.0926063	3.834	7.67	
0.115758	3.837	7.675	
0.1347	3.839	7.68	
0.143119	3.842	7.685	
0.151538	3.844	7.69	
0.157852	3.847	7.695	
0.151538	3.849	7.7	
0.149433	3.852	7.705	
0.113653	3.854	7.71	
0.113653	3.857	7.715	
0.149433	3.859	7.72	
0.113653	3.862	7.725	
0.143119	3.864	7.73	
0.153642	3.867	7.735	
0.155747	3.869	7.74	
0.172584	3.872	7.745	
0.115758	3.874	7.75	
0.107339	3.877	7.755	
0.10313	3.879	7.76	
0.0989203	3.882	7.765	
0.0905016	3.884	7.77	
0.10313	3.887	7.775	
0.107339	3.889	7.78	
0.149433	3.892	7.785	
0.113653	3.894	7.79	
0.130491	3.897	7.795	
0.126281	3.899	7.8	
0.128386	3.902	7.805	
0.117863	3.904	7.81	
0.115758	3.907	7.815	
0.126281	3.909	7.82	
0.1347	3.912	7.825	
0.136805	3.914	7.83	
0.141014	3.917	7.835	
0.138909	3.919	7.84	
0.111548	3.922	7.845	
0.0905016	3.924	7.85	
0.0820828	3.927	7.855	
0.0799781	3.929	7.86	
0.0947109	3.932	7.865	
0.101025	3.934	7.87	
0.111548	3.937	7.875	
0.126281	3.939	7.88	
0.0989203	3.942	7.885	
0.117863	3.944	7.89	
0.126281	3.947	7.895	
0.141014	3.949	7.9	
0.162061	3.952	7.905	
0.157852	3.954	7.91	
0.181003	3.957	7.915	
0.17048	3.959	7.92	
0.1347	3.962	7.925	
0.126281	3.964	7.93	
0.117863	3.967	7.935	
0.111548	3.969	7.94	
0.119967	3.972	7.945	
0.113653	3.974	7.95	
0.115758	3.977	7.955	
0.117863	3.979	7.96	
0.10313	3.982	7.965	
0.0968156	3.984	7.97	
0.0820828	3.987	7.975	
0.0757688	3.989	7.98	
0.122072	3.992	7.985	
0.138909	3.994	7.99	
0.172584	3.997	7.995	
0.168375	3.999	8	
0.159956	4.002	8.005	
0.172584	4.004	8.01	
0.16627	4.007	8.015	
0.143119	4.009	8.02	
0.151538	4.012	8.025	
0.136805	4.014	8.03	
0.115758	4.017	8.035	
0.0989203	4.019	8.04	
0.0862922	4.022	8.045	
0.101025	4.024	8.05	
0.0652453	4.027	8.055	
0.0357797	4.029	8.06	
0.0568266	4.032	8.065	
0.0926063	4.034	8.07	
0.126281	4.037	8.075	
0.124177	4.039	8.08	
0.130491	4.042	8.085	
0.178898	4.044	8.09	
0.185213	4.047	8.095	
0.176794	4.049	8.1	
0.168375	4.052	8.105	
0.178898	4.054	8.11	
0.162061	4.057	8.115	
0.145223	4.059	8.12	
0.130491	4.062	8.125	
0.124177	4.064	8.13	
0.107339	4.067	8.135	
0.0799781	4.069	8.14	
0.0989203	4.072	8.145	
0.113653	4.074	8.15	
0.0883969	4.077	8.155	
0.105234	4.079	8.16	
0.101025	4.082	8.165	
0.119967	4.084	8.17	
0.0883969	4.087	8.175	
0.0862922	4.089	8.18	
0.119967	4.092	8.185	
0.115758	4.094	8.19	
0.122072	4.097	8.195	
0.128386	4.099	8.2	
0.145223	4.102	8.205	
0.159956	4.104	8.21	
0.164166	4.107	8.215	
0.145223	4.109	8.22	
0.162061	4.112	8.225	
0.143119	4.114	8.23	
0.115758	4.117	8.235	
0.1347	4.119	8.24	
0.128386	4.122	8.245	
0.117863	4.124	8.25	
0.10313	4.127	8.255	
0.0926063	4.129	8.26	
0.126281	4.132	8.265	
0.10313	4.134	8.27	
0.109444	4.137	8.275	
0.115758	4.139	8.28	
0.132595	4.142	8.285	
0.126281	4.144	8.29	
0.132595	4.147	8.295	
0.141014	4.149	8.3	
0.145223	4.152	8.305	
0.132595	4.154	8.31	
0.1347	4.157	8.315	
0.132595	4.159	8.32	
0.124177	4.162	8.325	
0.0968156	4.164	8.33	
0.107339	4.167	8.335	
0.105234	4.169	8.34	
0.111548	4.172	8.345	
0.109444	4.174	8.35	
0.122072	4.177	8.355	
0.153642	4.179	8.36	
0.159956	4.182	8.365	
0.147328	4.184	8.37	
0.143119	4.187	8.375	
0.147328	4.189	8.38	
0.155747	4.192	8.385	
0.126281	4.194	8.39	
0.101025	4.197	8.395	
0.109444	4.199	8.4	
0.0820828	4.202	8.405	
0.0778734	4.204	8.41	
0.0989203	4.207	8.415	
0.115758	4.209	8.42	
0.136805	4.212	8.425	
0.126281	4.214	8.43	
0.143119	4.217	8.435	
0.162061	4.219	8.44	
0.141014	4.222	8.445	
0.119967	4.224	8.45	
0.124177	4.227	8.455	
0.117863	4.229	8.46	
0.145223	4.232	8.465	
0.141014	4.234	8.47	
0.151538	4.237	8.475	
0.155747	4.239	8.48	
0.113653	4.242	8.485	
0.101025	4.244	8.49	
0.101025	4.247	8.495	
0.0947109	4.249	8.5	
0.0947109	4.252	8.505	
0.111548	4.254	8.51	
0.155747	4.257	8.515	
0.178898	4.259	8.52	
0.159956	4.262	8.525	
0.162061	4.264	8.53	
0.143119	4.267	8.535	
0.109444	4.269	8.54	
0.0841875	4.272	8.545	
0.0694547	4.274	8.55	
0.0841875	4.277	8.555	
0.111548	4.279	8.56	
0.0905016	4.282	8.565	
0.128386	4.284	8.57	
0.159956	4.287	8.575	
0.155747	4.289	8.58	
0.16627	4.292	8.585	
0.147328	4.294	8.59	
0.141014	4.297	8.595	
0.136805	4.299	8.6	
0.117863	4.302	8.605	
0.132595	4.304	8.61	
0.164166	4.307	8.615	
0.143119	4.309	8.62	
0.157852	4.312	8.625	
0.168375	4.314	8.63	
0.149433	4.317	8.635	
0.130491	4.319	8.64	
0.0926063	4.322	8.645	
0.0820828	4.324	8.65	
0.0778734	4.327	8.655	
0.0610359	4.329	8.66	
0.0757688	4.332	8.665	
0.0841875	4.334	8.67	
0.111548	4.337	8.675	
0.147328	4.339	8.68	
0.157852	4.342	8.685	
0.17048	4.344	8.69	
0.178898	4.347	8.695	
0.155747	4.349	8.7	
0.162061	4.352	8.705	
0.141014	4.354	8.71	
0.128386	4.357	8.715	
0.124177	4.359	8.72	
0.0841875	4.362	8.725	
0.0947109	4.364	8.73	
0.0947109	4.367	8.735	
0.0715594	4.369	8.74	
0.0947109	4.372	8.745	
0.0799781	4.374	8.75	
0.0883969	4.377	8.755	
0.0926063	4.379	8.76	
0.107339	4.382	8.765	
0.1347	4.384	8.77	
0.138909	4.387	8.775	
0.16627	4.389	8.78	
0.187317	4.392	8.785	
0.185213	4.394	8.79	
0.174689	4.397	8.795	
0.157852	4.399	8.8	
0.122072	4.402	8.805	
0.107339	4.404	8.81	
0.0799781	4.407	8.815	
0.0778734	4.409	8.82	
0.0968156	4.412	8.825	
0.109444	4.414	8.83	
0.111548	4.417	8.835	
0.138909	4.419	8.84	
0.149433	4.422	8.845	
0.147328	4.424	8.85	
0.130491	4.427	8.855	
0.119967	4.429	8.86	
0.128386	4.432	8.865	
0.109444	4.434	8.87	
0.0989203	4.437	8.875	
0.124177	4.439	8.88	
0.107339	4.442	8.885	
0.115758	4.444	8.89	
0.136805	4.447	8.895	
0.138909	4.449	8.9	
0.16627	4.452	8.905	
0.136805	4.454	8.91	
0.136805	4.457	8.915	
0.155747	4.459	8.92	
0.138909	4.462	8.925	
0.113653	4.464	8.93	
0.107339	4.467	8.935	
0.111548	4.469	8.94	
0.117863	4.472	8.945	
0.0968156	4.474	8.95	
0.0947109	4.477	8.955	
0.132595	4.479	8.96	
0.105234	4.482	8.965	
0.0989203	4.484	8.97	
0.109444	4.487	8.975	
0.119967	4.489	8.98	
0.126281	4.492	8.985	
0.107339	4.494	8.99	
0.122072	4.497	8.995	
0.149433	4.499	9	
0.159956	4.502	9.005	
0.159956	4.504	9.01	
0.149433	4.507	9.015	
0.128386	4.509	9.02	
0.128386	4.512	9.025	
0.107339	4.514	9.03	
0.0778734	4.517	9.035	
0.0926063	4.519	9.04	
0.0652453	4.522	9.045	
0.0589313	4.524	9.05	
0.0947109	4.527	9.055	
0.111548	4.529	9.06	
0.117863	4.532	9.065	
0.124177	4.534	9.07	
0.157852	4.537	9.075	
0.174689	4.539	9.08	
0.130491	4.542	9.085	
0.113653	4.544	9.09	
0.101025	4.547	9.095	
0.0883969	4.549	9.1	
0.109444	4.552	9.105	
0.117863	4.554	9.11	
0.157852	4.557	9.115	
0.210469	4.559	9.12	
0.197841	4.562	9.125	
0.164166	4.564	9.13	
0.162061	4.567	9.135	
0.132595	4.569	9.14	
0.119967	4.572	9.145	
0.0905016	4.574	9.15	
0.107339	4.577	9.155	
0.117863	4.579	9.16	
0.119967	4.582	9.165	
0.122072	4.584	9.17	
0.136805	4.587	9.175	
0.117863	4.589	9.18	
0.111548	4.592	9.185	
0.109444	4.594	9.19	
0.149433	4.597	9.195	
0.153642	4.599	9.2	
0.145223	4.602	9.205	
0.164166	4.604	9.21	
0.187317	4.607	9.215	
0.183108	4.609	9.22	
0.155747	4.612	9.225	
0.143119	4.614	9.23	
0.132595	4.617	9.235	
0.0947109	4.619	9.24	
0.0547219	4.622	9.245	
0.0526172	4.624	9.25	
0.0694547	4.627	9.255	
0.0526172	4.629	9.26	
0.0968156	4.632	9.265	
0.122072	4.634	9.27	
0.17048	4.637	9.275	
0.178898	4.639	9.28	
0.176794	4.642	9.285	
0.206259	4.644	9.29	
0.206259	4.647	9.295	
0.172584	4.649	9.3	
0.147328	4.652	9.305	
0.119967	4.654	9.31	
0.109444	4.657	9.315	
0.0947109	4.659	9.32	
0.0799781	4.662	9.325	
0.105234	4.664	9.33	
0.105234	4.667	9.335	
0.0841875	4.669	9.34	
0.0968156	4.672	9.345	
0.115758	4.674	9.35	
0.10313	4.677	9.355	
0.124177	4.679	9.36	
0.122072	4.682	9.365	
0.149433	4.684	9.37	
0.185213	4.687	9.375	
0.17048	4.689	9.38	
0.199945	4.692	9.385	
0.187317	4.694	9.39	
0.178898	4.697	9.395	
0.136805	4.699	9.4	
0.101025	4.702	9.405	
0.0841875	4.704	9.41	
0.0799781	4.707	9.415	
0.0505125	4.709	9.42	
0.0947109	4.712	9.425	
0.124177	4.714	9.43	
0.155747	4.717	9.435	
0.17048	4.719	9.44	
0.16627	4.722	9.445	
0.153642	4.724	9.45	
0.149433	4.727	9.455	
0.130491	4.729	9.46	
0.119967	4.732	9.465	
0.130491	4.734	9.47	
0.119967	4.737	9.475	
0.132595	4.739	9.48	
0.128386	4.742	9.485	
0.143119	4.744	9.49	
0.119967	4.747	9.495	
0.115758	4.749	9.5	
0.122072	4.752	9.505	
0.111548	4.754	9.51	
0.0989203	4.757	9.515	
0.107339	4.759	9.52	
0.0947109	4.762	9.525	
0.113653	4.764	9.53	
0.128386	4.767	9.535	
0.132595	4.769	9.54	
0.185213	4.772	9.545	
0.176794	4.774	9.55	
0.174689	4.777	9.555	
0.155747	4.779	9.56	
0.126281	4.782	9.565	
0.0883969	4.784	9.57	
0.0778734	4.787	9.575	
0.0905016	4.789	9.58	
0.126281	4.792	9.585	
0.141014	4.794	9.59	
0.143119	4.797	9.595	
0.16627	4.799	9.6	
0.1347	4.802	9.605	
0.115758	4.804	9.61	
0.0652453	4.807	9.615	
0.0736641	4.809	9.62	
0.10313	4.812	9.625	
0.0905016	4.814	9.63	
0.107339	4.817	9.635	
0.136805	4.819	9.64	
0.162061	4.822	9.645	
0.155747	4.824	9.65	
0.174689	4.827	9.655	
0.17048	4.829	9.66	
