frame_stiffness_no_sample1	frame_stiffness_no_sample1	frame_stiffness_no_sample1	
Force	Distance	Time	
g	mm	sec	

0.0336802	1.145	114.51	
0.0210502	1.145	114.515	
0.250497	1.145	114.52	
0.199976	1.145	114.525	
-0.0231552	1.145	114.53	
0.0778856	1.145	114.535	
0.345223	1.145	114.54	
0.284177	1.145	114.545	
0.00210502	1.145	114.55	
-0.0147351	1.145	114.555	
0.216817	1.145	114.56	
0.229447	1.145	114.565	
0.0842006	1.145	114.57	
0.176821	1.145	114.575	
0.446263	1.145	114.58	
0.343117	1.145	114.585	
0.0294702	1.145	114.59	
-0.00842006	1.145	114.595	
0.174716	1.145	114.6	
0.151561	1.146	114.605	
-0.0736755	1.146	114.61	
0.0715705	1.146	114.615	
0.429423	1.146	114.62	
0.429423	1.146	114.625	
0.113671	1.146	114.63	
-0.00631505	1.146	114.635	
0.185241	1.146	114.64	
0.195766	1.146	114.645	
-0.0273652	1.146	114.65	
-0.0315752	1.146	114.655	
0.242077	1.146	114.66	
0.351538	1.146	114.665	
0.155771	1.146	114.67	
0.103146	1.146	114.675	
0.288387	1.146	114.68	
0.288387	1.146	114.685	
0.0399953	1.146	114.69	
-0.0168401	1.146	114.695	
0.206291	1.146	114.7	
0.303122	1.147	114.705	
0.162086	1.147	114.71	
0.174716	1.147	114.715	
0.351538	1.147	114.72	
0.298912	1.147	114.725	
0.0168401	1.147	114.73	
-0.0947257	1.147	114.735	
0.0378903	1.147	114.74	
0.117881	1.147	114.745	
0	1.147	114.75	
0.0568354	1.147	114.755	
0.324172	1.147	114.76	
0.416793	1.147	114.765	
0.252602	1.147	114.77	
0.132616	1.147	114.775	
0.191556	1.147	114.78	
0.157876	1.147	114.785	
-0.0673605	1.147	114.79	
-0.143141	1.147	114.795	
0.107356	1.147	114.8	
0.303122	1.148	114.805	
0.307332	1.148	114.81	
0.343117	1.148	114.815	
0.505204	1.148	114.82	
0.475733	1.148	114.825	
0.197871	1.148	114.83	
-0.0336802	1.148	114.835	
-0.0378903	1.148	114.84	
-0.0210502	1.148	114.845	
-0.0736755	1.148	114.85	
-0.0315752	1.148	114.855	
0.202081	1.148	114.86	
0.351538	1.148	114.865	
0.294702	1.148	114.87	
0.214712	1.148	114.875	
0.223132	1.148	114.88	
0.155771	1.148	114.885	
-0.0252602	1.148	114.89	
-0.111566	1.148	114.895	
0.0526254	1.148	114.9	
0.242077	1.149	114.905	
0.279967	1.149	114.91	
0.296807	1.149	114.915	
0.372588	1.149	114.92	
0.378903	1.149	114.925	
0.246287	1.149	114.93	
0.122091	1.149	114.935	
0.0905157	1.149	114.94	
0.0820956	1.149	114.945	
0.0147351	1.149	114.95	
-0.00421003	1.149	114.955	
0.107356	1.149	114.96	
0.185241	1.149	114.965	
0.183136	1.149	114.97	
0.159981	1.149	114.975	
0.178926	1.149	114.98	
0.138931	1.149	114.985	
0.0484154	1.149	114.99	
0.00421003	1.149	114.995	
0.0694655	1.149	115	
0.178926	1.15	115.005	
0.227342	1.15	115.01	
0.235762	1.15	115.015	
0.237867	1.15	115.02	
0.212607	1.15	115.025	
0.218922	1.15	115.03	
0.195766	1.15	115.035	
0.159981	1.15	115.04	
0.117881	1.15	115.045	
0.107356	1.15	115.05	
0.122091	1.15	115.055	
0.109461	1.15	115.06	
0.111566	1.15	115.065	
0.149456	1.15	115.07	
0.235762	1.15	115.075	
0.292597	1.15	115.08	
0.267337	1.15	115.085	
0.172611	1.15	115.09	
0.0736755	1.15	115.095	
0.00421003	1.15	115.1	
-0.0210502	1.151	115.105	
0.0484154	1.151	115.11	
0.134721	1.151	115.115	
0.191556	1.151	115.12	
0.208397	1.151	115.125	
0.248392	1.151	115.13	
0.345223	1.151	115.135	
0.296807	1.151	115.14	
0.155771	1.151	115.145	
0.0652555	1.151	115.15	
0.0968307	1.151	115.155	
0.115776	1.151	115.16	
0.126301	1.151	115.165	
0.206291	1.151	115.17	
0.349433	1.151	115.175	
0.351538	1.151	115.18	
0.204186	1.151	115.185	
0.134721	1.151	115.19	
0.0673605	1.151	115.195	
-0.0547304	1.151	115.2	
-0.178926	1.152	115.205	
-0.0905157	1.152	115.21	
0.166296	1.152	115.215	
0.269442	1.152	115.22	
0.212607	1.152	115.225	
0.225237	1.152	115.23	
0.357853	1.152	115.235	
0.319962	1.152	115.24	
0.111566	1.152	115.245	
0	1.152	115.25	
0.155771	1.152	115.255	
0.263127	1.152	115.26	
0.214712	1.152	115.265	
0.218922	1.152	115.27	
0.351538	1.152	115.275	
0.368378	1.152	115.28	
0.168401	1.152	115.285	
0.0336802	1.152	115.29	
0.0526254	1.152	115.295	
-0.00631505	1.152	115.3	
-0.101041	1.153	115.305	
0.00631505	1.153	115.31	
0.324172	1.153	115.315	
0.450473	1.153	115.32	
0.277862	1.153	115.325	
0.178926	1.153	115.33	
0.286282	1.153	115.335	
0.229447	1.153	115.34	
-0.0463103	1.153	115.345	
-0.124196	1.153	115.35	
0.128406	1.153	115.355	
0.336802	1.153	115.36	
0.252602	1.153	115.365	
0.195766	1.153	115.37	
0.381008	1.153	115.375	
0.423108	1.153	115.38	
0.138931	1.153	115.385	
-0.0778856	1.153	115.39	
-0.0147351	1.153	115.395	
0.0568354	1.153	115.4	
-0.0736755	1.154	115.405	
-0.0589404	1.154	115.41	
0.286282	1.154	115.415	
0.540989	1.154	115.42	
0.389428	1.154	115.425	
0.231552	1.154	115.43	
0.328382	1.154	115.435	
0.315752	1.154	115.44	
0.0231552	1.154	115.445	
-0.132616	1.154	115.45	
0.0526254	1.154	115.455	
0.244182	1.154	115.46	
0.130511	1.154	115.465	
0.0484154	1.154	115.47	
0.277862	1.154	115.475	
0.406268	1.154	115.48	
0.149456	1.154	115.485	
-0.0694655	1.154	115.49	
0.105251	1.154	115.495	
0.277862	1.154	115.5	
0.0820956	1.155	115.505	
-0.0778856	1.155	115.51	
0.174716	1.155	115.515	
0.492574	1.155	115.52	
0.351538	1.155	115.525	
0.113671	1.155	115.53	
0.227342	1.155	115.535	
0.387323	1.155	115.54	
0.191556	1.155	115.545	
-0.0547304	1.155	115.55	
0.0315752	1.155	115.555	
0.210502	1.155	115.56	
0.0505204	1.155	115.565	
-0.145246	1.155	115.57	
0.0463103	1.155	115.575	
0.332592	1.155	115.58	
0.250497	1.155	115.585	
0.0589404	1.155	115.59	
0.197871	1.155	115.595	
0.425213	1.155	115.6	
0.286282	1.156	115.605	
-0.0378903	1.156	115.61	
0.0126301	1.156	115.615	
0.263127	1.156	115.62	
0.193661	1.156	115.625	
-0.0105251	1.156	115.63	
0.134721	1.156	115.635	
0.442053	1.156	115.64	
0.364168	1.156	115.645	
0.134721	1.156	115.65	
0.151561	1.156	115.655	
0.341012	1.156	115.66	
0.164191	1.156	115.665	
-0.124196	1.156	115.67	
-0.0294702	1.156	115.675	
0.284177	1.156	115.68	
0.292597	1.156	115.685	
0.0336802	1.156	115.69	
0.0315752	1.156	115.695	
0.277862	1.156	115.7	
0.263127	1.157	115.705	
-0.0168401	1.157	115.71	
-0.0336802	1.157	115.715	
0.193661	1.157	115.72	
0.225237	1.157	115.725	
0.0463103	1.157	115.73	
0.0863056	1.157	115.735	
0.362063	1.157	115.74	
0.397848	1.157	115.745	
0.170506	1.157	115.75	
0.130511	1.157	115.755	
0.269442	1.157	115.76	
0.288387	1.157	115.765	
0.0778856	1.157	115.77	
0.0905157	1.157	115.775	
0.317857	1.157	115.78	
0.336802	1.157	115.785	
0.0505204	1.157	115.79	
-0.0336802	1.157	115.795	
0.124196	1.157	115.8	
0.136826	1.158	115.805	
-0.0947257	1.158	115.81	
-0.134721	1.158	115.815	
0.134721	1.158	115.82	
0.288387	1.158	115.825	
0.191556	1.158	115.83	
0.197871	1.158	115.835	
0.383113	1.158	115.84	
0.389428	1.158	115.845	
0.153666	1.158	115.85	
0.0399953	1.158	115.855	
0.193661	1.158	115.86	
0.286282	1.158	115.865	
0.149456	1.158	115.87	
0.117881	1.158	115.875	
0.313647	1.158	115.88	
0.385218	1.158	115.885	
0.168401	1.158	115.89	
-0.0336802	1.158	115.895	
0.0231552	1.158	115.9	
0.0863056	1.159	115.905	
-0.0421003	1.159	115.91	
-0.0884106	1.159	115.915	
0.107356	1.159	115.92	
0.298912	1.159	115.925	
0.315752	1.159	115.93	
0.275757	1.159	115.935	
0.324172	1.159	115.94	
0.303122	1.159	115.945	
0.183136	1.159	115.95	
0.0947257	1.159	115.955	
0.178926	1.159	115.96	
0.252602	1.159	115.965	
0.164191	1.159	115.97	
0.101041	1.159	115.975	
0.204186	1.159	115.98	
0.265232	1.159	115.985	
0.115776	1.159	115.99	
-0.0378903	1.159	115.995	
0.0210502	1.159	116	
0.149456	1.16	116.005	
0.181031	1.16	116.01	
0.189451	1.16	116.015	
0.246287	1.16	116.02	
0.294702	1.16	116.025	
0.235762	1.16	116.03	
0.174716	1.16	116.035	
0.155771	1.16	116.04	
0.183136	1.16	116.045	
0.185241	1.16	116.05	
0.231552	1.16	116.055	
0.263127	1.16	116.06	
0.261022	1.16	116.065	
0.141036	1.16	116.07	
0.0105251	1.16	116.075	
-0.0210502	1.16	116.08	
-0.00421003	1.16	116.085	
0.0252602	1.16	116.09	
0.0421003	1.16	116.095	
0.138931	1.16	116.1	
0.256812	1.161	116.105	
0.353643	1.161	116.11	
0.410478	1.161	116.115	
0.362063	1.161	116.12	
0.210502	1.161	116.125	
0.0694655	1.161	116.13	
0.0736755	1.161	116.135	
0.117881	1.161	116.14	
0.141036	1.161	116.145	
0.210502	1.161	116.15	
0.315752	1.161	116.155	
0.326277	1.161	116.16	
0.231552	1.161	116.165	
0.105251	1.161	116.17	
0.00842006	1.161	116.175	
-0.0757805	1.161	116.18	
-0.0905157	1.161	116.185	
-0.0105251	1.161	116.19	
0.132616	1.161	116.195	
0.256812	1.161	116.2	
0.279967	1.162	116.205	
0.309437	1.162	116.21	
0.372588	1.162	116.215	
0.267337	1.162	116.22	
0.0168401	1.162	116.225	
-0.0547304	1.162	116.23	
0.0842006	1.162	116.235	
0.210502	1.162	116.24	
0.248392	1.162	116.245	
0.364168	1.162	116.25	
0.482048	1.162	116.255	
0.404163	1.162	116.26	
0.138931	1.162	116.265	
-0.0210502	1.162	116.27	
-0.0210502	1.162	116.275	
-0.0147351	1.162	116.28	
-0.0399953	1.162	116.285	
0.0463103	1.162	116.29	
0.231552	1.162	116.295	
0.288387	1.162	116.3	
0.162086	1.163	116.305	
0.117881	1.163	116.31	
0.208397	1.163	116.315	
0.168401	1.163	116.32	
-0.0168401	1.163	116.325	
-0.0399953	1.163	116.33	
0.157876	1.163	116.335	
0.282072	1.163	116.34	
0.223132	1.163	116.345	
0.265232	1.163	116.35	
0.416793	1.163	116.355	
0.406268	1.163	116.36	
0.216817	1.163	116.365	
0.172611	1.163	116.37	
0.277862	1.163	116.375	
0.250497	1.163	116.38	
0.00631505	1.163	116.385	
-0.0799906	1.163	116.39	
0.0863056	1.163	116.395	
0.128406	1.163	116.4	
-0.0168401	1.164	116.405	
-0.0505204	1.164	116.41	
0.204186	1.164	116.415	
0.307332	1.164	116.42	
0.109461	1.164	116.425	
0.0168401	1.164	116.43	
0.202081	1.164	116.435	
0.336802	1.164	116.44	
0.195766	1.164	116.445	
0.126301	1.164	116.45	
0.307332	1.164	116.455	
0.374693	1.164	116.46	
0.199976	1.164	116.465	
0.145246	1.164	116.47	
0.334697	1.164	116.475	
0.378903	1.164	116.48	
0.115776	1.164	116.485	
-0.0673605	1.164	116.49	
0.0568354	1.164	116.495	
0.117881	1.164	116.5	
-0.0863056	1.165	116.505	
-0.162086	1.165	116.51	
0.166296	1.165	116.515	
0.402058	1.165	116.52	
0.233657	1.165	116.525	
0.0736755	1.165	116.53	
0.218922	1.165	116.535	
0.317857	1.165	116.54	
0.103146	1.165	116.545	
-0.0610454	1.165	116.55	
0.174716	1.165	116.555	
0.406268	1.165	116.56	
0.277862	1.165	116.565	
0.107356	1.165	116.57	
0.261022	1.165	116.575	
0.387323	1.165	116.58	
0.149456	1.165	116.585	
-0.117881	1.165	116.59	
0.0210502	1.165	116.595	
0.248392	1.165	116.6	
0.138931	1.166	116.605	
-0.0210502	1.166	116.61	
0.153666	1.166	116.615	
0.343117	1.166	116.62	
0.159981	1.166	116.625	
-0.0968307	1.166	116.63	
0.0231552	1.166	116.635	
0.256812	1.166	116.64	
0.187346	1.166	116.645	
0.0842006	1.166	116.65	
0.301017	1.166	116.655	
0.557829	1.166	116.66	
0.343117	1.166	116.665	
0.0568354	1.166	116.67	
0.136826	1.166	116.675	
0.324172	1.166	116.68	
0.124196	1.166	116.685	
-0.181031	1.166	116.69	
-0.0673605	1.166	116.695	
0.273652	1.166	116.7	
0.273652	1.167	116.705	
0.101041	1.167	116.71	
0.277862	1.167	116.715	
0.530464	1.167	116.72	
0.347328	1.167	116.725	
-0.0168401	1.167	116.73	
-0.0189451	1.167	116.735	
0.199976	1.167	116.74	
0.134721	1.167	116.745	
-0.0252602	1.167	116.75	
0.164191	1.167	116.755	
0.482048	1.167	116.76	
0.387323	1.167	116.765	
0.0399953	1.167	116.77	
0.0126301	1.167	116.775	
0.242077	1.167	116.78	
0.172611	1.167	116.785	
-0.0799906	1.167	116.79	
-0.0315752	1.167	116.795	
0.263127	1.167	116.8	
0.301017	1.168	116.805	
0.0715705	1.168	116.81	
0.0947257	1.168	116.815	
0.286282	1.168	116.82	
0.206291	1.168	116.825	
-0.0189451	1.168	116.83	
0.128406	1.168	116.835	
0.418898	1.168	116.84	
0.372588	1.168	116.845	
0.0757805	1.168	116.85	
0.0778856	1.168	116.855	
0.309437	1.168	116.86	
0.277862	1.168	116.865	
-0.0105251	1.168	116.87	
-0.0484154	1.168	116.875	
0.242077	1.168	116.88	
0.294702	1.168	116.885	
0.0189451	1.168	116.89	
-0.0694655	1.168	116.895	
0.143141	1.168	116.9	
0.248392	1.169	116.905	
0.0673605	1.169	116.91	
0.0399953	1.169	116.915	
0.231552	1.169	116.92	
0.231552	1.169	116.925	
0.0357853	1.169	116.93	
0.0736755	1.169	116.935	
0.341012	1.169	116.94	
0.416793	1.169	116.945	
0.195766	1.169	116.95	
0.126301	1.169	116.955	
0.313647	1.169	116.96	
0.309437	1.169	116.965	
0.0926207	1.169	116.97	
0.0105251	1.169	116.975	
0.229447	1.169	116.98	
0.322067	1.169	116.985	
0.0631505	1.169	116.99	
-0.115776	1.169	116.995	
-0.00210502	1.169	117	
0.0799906	1.17	117.005	
-0.0547304	1.17	117.01	
-0.0399953	1.17	117.015	
0.252602	1.17	117.02	
0.427318	1.17	117.025	
0.317857	1.17	117.03	
0.248392	1.17	117.035	
0.378903	1.17	117.04	
0.397848	1.17	117.045	
0.130511	1.17	117.05	
-0.0589404	1.17	117.055	
0.0673605	1.17	117.06	
0.225237	1.17	117.065	
0.162086	1.17	117.07	
0.0694655	1.17	117.075	
0.227342	1.17	117.08	
0.336802	1.17	117.085	
0.212607	1.17	117.09	
0.00210502	1.17	117.095	
-0.00842006	1.17	117.1	
0.0610454	1.171	117.105	
0.0210502	1.171	117.11	
0.0126301	1.171	117.115	
0.197871	1.171	117.12	
0.351538	1.171	117.125	
0.307332	1.171	117.13	
0.246287	1.171	117.135	
0.284177	1.171	117.14	
0.294702	1.171	117.145	
0.145246	1.171	117.15	
-0.0147351	1.171	117.155	
0.0294702	1.171	117.16	
0.134721	1.171	117.165	
0.124196	1.171	117.17	
0.0842006	1.171	117.175	
0.159981	1.171	117.18	
0.267337	1.171	117.185	
0.181031	1.171	117.19	
0.0336802	1.171	117.195	
0.0442053	1.171	117.2	
0.174716	1.172	117.205	
0.237867	1.172	117.21	
0.244182	1.172	117.215	
0.290492	1.172	117.22	
0.332592	1.172	117.225	
0.273652	1.172	117.23	
0.151561	1.172	117.235	
0.0884106	1.172	117.24	
0.107356	1.172	117.245	
0.0820956	1.172	117.25	
0.0442053	1.172	117.255	
0.0968307	1.172	117.26	
0.185241	1.172	117.265	
0.206291	1.172	117.27	
0.170506	1.172	117.275	
0.122091	1.172	117.28	
0.119986	1.172	117.285	
0.157876	1.172	117.29	
0.132616	1.172	117.295	
0.101041	1.172	117.3	
0.145246	1.173	117.305	
0.227342	1.173	117.31	
0.305227	1.173	117.315	
0.282072	1.173	117.32	
0.208397	1.173	117.325	
0.214712	1.173	117.33	
0.252602	1.173	117.335	
0.239972	1.173	117.34	
0.172611	1.173	117.345	
0.141036	1.173	117.35	
0.149456	1.173	117.355	
0.0968307	1.173	117.36	
0.0568354	1.173	117.365	
0.0968307	1.173	117.37	
0.178926	1.173	117.375	
0.159981	1.173	117.38	
0.0926207	1.173	117.385	
0.0968307	1.173	117.39	
0.128406	1.173	117.395	
0.0547304	1.173	117.4	
-0.0252602	1.174	117.405	
0.0820956	1.174	117.41	
0.292597	1.174	117.415	
0.353643	1.174	117.42	
0.246287	1.174	117.425	
0.284177	1.174	117.43	
0.437843	1.174	117.435	
0.397848	1.174	117.44	
0.195766	1.174	117.445	
0.128406	1.174	117.45	
0.185241	1.174	117.455	
0.130511	1.174	117.46	
-0.0589404	1.174	117.465	
-0.0442053	1.174	117.47	
0.151561	1.174	117.475	
0.210502	1.174	117.48	
0.109461	1.174	117.485	
0.145246	1.174	117.49	
0.292597	1.174	117.495	
0.229447	1.174	117.5	
0.0126301	1.175	117.505	
0	1.175	117.51	
0.248392	1.175	117.515	
0.353643	1.175	117.52	
0.210502	1.175	117.525	
0.242077	1.175	117.53	
0.442053	1.175	117.535	
0.410478	1.175	117.54	
0.101041	1.175	117.545	
-0.0631505	1.175	117.55	
0.0294702	1.175	117.555	
0.0189451	1.175	117.56	
-0.101041	1.175	117.565	
-0.0147351	1.175	117.57	
0.311542	1.175	117.575	
0.458893	1.175	117.58	
0.265232	1.175	117.585	
0.204186	1.175	117.59	
0.330487	1.175	117.595	
0.317857	1.175	117.6	
0.0126301	1.176	117.605	
-0.0905157	1.176	117.61	
0.204186	1.176	117.615	
0.418898	1.176	117.62	
0.282072	1.176	117.625	
0.183136	1.176	117.63	
0.357853	1.176	117.635	
0.374693	1.176	117.64	
0	1.176	117.645	
-0.248392	1.176	117.65	
-0.113671	1.176	117.655	
0.0294702	1.176	117.66	
-0.0378903	1.176	117.665	
-0.0315752	1.176	117.67	
0.330487	1.176	117.675	
0.562039	1.176	117.68	
0.378903	1.176	117.685	
0.164191	1.176	117.69	
0.252602	1.176	117.695	
0.313647	1.176	117.7	
0.0694655	1.177	117.705	
-0.0968307	1.177	117.71	
0.162086	1.177	117.715	
0.391533	1.177	117.72	
0.225237	1.177	117.725	
0.0863056	1.177	117.73	
0.292597	1.177	117.735	
0.448368	1.177	117.74	
0.130511	1.177	117.745	
-0.143141	1.177	117.75	
-0.0189451	1.177	117.755	
0.185241	1.177	117.76	
0.0231552	1.177	117.765	
-0.117881	1.177	117.77	
0.113671	1.177	117.775	
0.429423	1.177	117.78	
0.351538	1.177	117.785	
0.153666	1.177	117.79	
0.267337	1.177	117.795	
0.410478	1.177	117.8	
0.164191	1.178	117.805	
-0.132616	1.178	117.81	
0.0252602	1.178	117.815	
0.326277	1.178	117.82	
0.216817	1.178	117.825	
-0.0147351	1.178	117.83	
0.122091	1.178	117.835	
0.399953	1.178	117.84	
0.263127	1.178	117.845	
0	1.178	117.85	
0.132616	1.178	117.855	
0.385218	1.178	117.86	
0.273652	1.178	117.865	
0.0294702	1.178	117.87	
0.0778856	1.178	117.875	
0.246287	1.178	117.88	
0.0736755	1.178	117.885	
-0.187346	1.178	117.89	
-0.0336802	1.178	117.895	
0.351538	1.178	117.9	
0.357853	1.179	117.905	
0.128406	1.179	117.91	
0.197871	1.179	117.915	
0.425213	1.179	117.92	
0.252602	1.179	117.925	
-0.105251	1.179	117.93	
-0.0357853	1.179	117.935	
0.292597	1.179	117.94	
0.349433	1.179	117.945	
0.122091	1.179	117.95	
0.157876	1.179	117.955	
0.410478	1.179	117.96	
0.343117	1.179	117.965	
0.0168401	1.179	117.97	
-0.0231552	1.179	117.975	
0.210502	1.179	117.98	
0.199976	1.179	117.985	
-0.0652555	1.179	117.99	
-0.0652555	1.179	117.995	
0.210502	1.179	118	
0.277862	1.18	118.005	
0.0568354	1.18	118.01	
0.0968307	1.18	118.015	
0.389428	1.18	118.02	
0.421003	1.18	118.025	
0.189451	1.18	118.03	
0.189451	1.18	118.035	
0.383113	1.18	118.04	
0.336802	1.18	118.045	
0.0442053	1.18	118.05	
-0.0336802	1.18	118.055	
0.153666	1.18	118.06	
0.130511	1.18	118.065	
-0.119986	1.18	118.07	
-0.0989357	1.18	118.075	
0.223132	1.18	118.08	
0.336802	1.18	118.085	
0.122091	1.18	118.09	
0.0315752	1.18	118.095	
0.246287	1.18	118.1	
0.301017	1.181	118.105	
0.0442053	1.181	118.11	
-0.0484154	1.181	118.115	
0.197871	1.181	118.12	
0.362063	1.181	118.125	
0.290492	1.181	118.13	
0.288387	1.181	118.135	
0.454683	1.181	118.14	
0.450473	1.181	118.145	
0.122091	1.181	118.15	
-0.122091	1.181	118.155	
-0.0842006	1.181	118.16	
-0.0694655	1.181	118.165	
-0.174716	1.181	118.17	
-0.111566	1.181	118.175	
0.246287	1.181	118.18	
0.486259	1.181	118.185	
0.393638	1.181	118.19	
0.286282	1.181	118.195	
0.368378	1.181	118.2	
0.328382	1.182	118.205	
0.0694655	1.182	118.21	
-0.0484154	1.182	118.215	
0.101041	1.182	118.22	
0.258917	1.182	118.225	
0.199976	1.182	118.23	
0.162086	1.182	118.235	
0.288387	1.182	118.24	
0.328382	1.182	118.245	
0.147351	1.182	118.25	
-0.0378903	1.182	118.255	
-0.0126301	1.182	118.26	
0.0842006	1.182	118.265	
0.0610454	1.182	118.27	
0.0526254	1.182	118.275	
0.223132	1.182	118.28	
0.366273	1.182	118.285	
0.322067	1.182	118.29	
0.229447	1.182	118.295	
0.248392	1.182	118.3	
0.267337	1.183	118.305	
0.170506	1.183	118.31	
0.0905157	1.183	118.315	
0.124196	1.183	118.32	
0.151561	1.183	118.325	
0.107356	1.183	118.33	
0.0968307	1.183	118.335	
0.155771	1.183	118.34	
0.206291	1.183	118.345	
0.136826	1.183	118.35	
0.0736755	1.183	118.355	
0.0968307	1.183	118.36	
0.141036	1.183	118.365	
0.0989357	1.183	118.37	
0.0926207	1.183	118.375	
0.193661	1.183	118.38	
0.303122	1.183	118.385	
0.305227	1.183	118.39	
0.189451	1.183	118.395	
0.162086	1.183	118.4	
0.166296	1.184	118.405	
0.162086	1.184	118.41	
0.132616	1.184	118.415	
0.155771	1.184	118.42	
0.246287	1.184	118.425	
0.284177	1.184	118.43	
0.218922	1.184	118.435	
0.126301	1.184	118.44	
0.0631505	1.184	118.445	
0.117881	1.184	118.45	
0.185241	1.184	118.455	
0.183136	1.184	118.46	
0.181031	1.184	118.465	
0.210502	1.184	118.47	
0.183136	1.184	118.475	
0.119986	1.184	118.48	
0.0210502	1.184	118.485	
-0.00631505	1.184	118.49	
0.0210502	1.184	118.495	
0.111566	1.184	118.5	
0.218922	1.185	118.505	
0.345223	1.185	118.51	
0.429423	1.185	118.515	
0.370483	1.185	118.52	
0.242077	1.185	118.525	
0.208397	1.185	118.53	
0.225237	1.185	118.535	
0.132616	1.185	118.54	
0.0336802	1.185	118.545	
0.0778856	1.185	118.55	
0.170506	1.185	118.555	
0.178926	1.185	118.56	
0.0989357	1.185	118.565	
0.0757805	1.185	118.57	
0.132616	1.185	118.575	
0.105251	1.185	118.58	
0.0905157	1.185	118.585	
0.159981	1.185	118.59	
0.254707	1.185	118.595	
0.204186	1.185	118.6	
0.109461	1.186	118.605	
0.166296	1.186	118.61	
0.267337	1.186	118.615	
0.172611	1.186	118.62	
0.0105251	1.186	118.625	
0.0778856	1.186	118.63	
0.298912	1.186	118.635	
0.319962	1.186	118.64	
0.164191	1.186	118.645	
0.157876	1.186	118.65	
0.298912	1.186	118.655	
0.286282	1.186	118.66	
0.0610454	1.186	118.665	
-0.0273652	1.186	118.67	
0.0631505	1.186	118.675	
0.103146	1.186	118.68	
0.0357853	1.186	118.685	
0.119986	1.186	118.69	
0.343117	1.186	118.695	
0.408373	1.186	118.7	
0.267337	1.187	118.705	
0.233657	1.187	118.71	
0.332592	1.187	118.715	
0.214712	1.187	118.72	
-0.107356	1.187	118.725	
-0.170506	1.187	118.73	
0.111566	1.187	118.735	
0.267337	1.187	118.74	
0.164191	1.187	118.745	
0.174716	1.187	118.75	
0.427318	1.187	118.755	
0.431528	1.187	118.76	
0.113671	1.187	118.765	
-0.0484154	1.187	118.77	
0.115776	1.187	118.775	
0.210502	1.187	118.78	
0.0757805	1.187	118.785	
0.00842006	1.187	118.79	
0.261022	1.187	118.795	
0.381008	1.187	118.8	
0.191556	1.188	118.805	
0.0399953	1.188	118.81	
0.231552	1.188	118.815	
0.311542	1.188	118.82	
0.0589404	1.188	118.825	
-0.0673605	1.188	118.83	
0.176821	1.188	118.835	
0.332592	1.188	118.84	
0.0884106	1.188	118.845	
-0.0820956	1.188	118.85	
0.164191	1.188	118.855	
0.359958	1.188	118.86	
0.229447	1.188	118.865	
0.0842006	1.188	118.87	
0.261022	1.188	118.875	
0.412583	1.188	118.88	
0.193661	1.188	118.885	
-0.0315752	1.188	118.89	
0.0673605	1.188	118.895	
0.195766	1.188	118.9	
0.0378903	1.189	118.905	
-0.0715705	1.189	118.91	
0.183136	1.189	118.915	
0.326277	1.189	118.92	
0.0884106	1.189	118.925	
-0.0884106	1.189	118.93	
0.176821	1.189	118.935	
0.410478	1.189	118.94	
0.208397	1.189	118.945	
-0.0294702	1.189	118.95	
0.176821	1.189	118.955	
0.452578	1.189	118.96	
0.326277	1.189	118.965	
0.0694655	1.189	118.97	
0.159981	1.189	118.975	
0.353643	1.189	118.98	
0.202081	1.189	118.985	
-0.0463103	1.189	118.99	
0.0631505	1.189	118.995	
0.309437	1.189	119	
0.193661	1.19	119.005	
-0.0694655	1.19	119.01	
0.0715705	1.19	119.015	
0.292597	1.19	119.02	
0.145246	1.19	119.025	
-0.130511	1.19	119.03	
0.0147351	1.19	119.035	
0.397848	1.19	119.04	
0.439948	1.19	119.045	
0.244182	1.19	119.05	
0.334697	1.19	119.055	
0.585194	1.19	119.06	
0.395743	1.19	119.065	
-0.0105251	1.19	119.07	
-0.0589404	1.19	119.075	
0.0905157	1.19	119.08	
0.0252602	1.19	119.085	
-0.162086	1.19	119.09	
0.0231552	1.19	119.095	
0.446263	1.19	119.1	
0.477838	1.191	119.105	
0.223132	1.191	119.11	
0.193661	1.191	119.115	
0.313647	1.191	119.12	
0.105251	1.191	119.125	
-0.233657	1.191	119.13	
-0.130511	1.191	119.135	
0.315752	1.191	119.14	
0.469418	1.191	119.145	
0.294702	1.191	119.15	
0.301017	1.191	119.155	
0.509414	1.191	119.16	
0.362063	1.191	119.165	
-0.0989357	1.191	119.17	
-0.256812	1.191	119.175	
-0.0273652	1.191	119.18	
0.0442053	1.191	119.185	
-0.0631505	1.191	119.19	
0.0568354	1.191	119.195	
0.431528	1.191	119.2	
0.545199	1.192	119.205	
0.258917	1.192	119.21	
0.138931	1.192	119.215	
0.303122	1.192	119.22	
0.254707	1.192	119.225	
-0.0757805	1.192	119.23	
-0.122091	1.192	119.235	
0.233657	1.192	119.24	
0.423108	1.192	119.245	
0.252602	1.192	119.25	
0.193661	1.192	119.255	
0.374693	1.192	119.26	
0.343117	1.192	119.265	
-0.0168401	1.192	119.27	
-0.199976	1.192	119.275	
0.00421003	1.192	119.28	
0.233657	1.192	119.285	
0.208397	1.192	119.29	
0.199976	1.192	119.295	
0.385218	1.192	119.3	
0.446263	1.193	119.305	
0.174716	1.193	119.31	
-0.0378903	1.193	119.315	
0.0231552	1.193	119.32	
0.0715705	1.193	119.325	
-0.0231552	1.193	119.33	
0	1.193	119.335	
