frame_stiffness_no_sample1	frame_stiffness_no_sample1	frame_stiffness_no_sample1	
Force	Distance	Time	
g	mm	sec	

21.2522	1.532	246.815	
21.1617	1.532	246.82	
21.0228	1.532	246.825	
20.8607	1.532	246.83	
20.747	1.532	246.835	
20.6481	1.532	246.84	
20.5786	1.532	246.845	
20.5407	1.532	246.85	
20.5365	1.532	246.855	
20.5471	1.532	246.86	
20.5597	1.532	246.865	
20.5534	1.532	246.87	
20.5471	1.532	246.875	
20.5471	1.532	246.88	
20.5344	1.532	246.885	
20.5176	1.532	246.89	
20.526	1.532	246.895	
20.5555	1.532	246.9	
20.5681	1.531	246.905	
20.5618	1.531	246.91	
20.4986	1.531	246.915	
20.3913	1.531	246.92	
20.2671	1.531	246.925	
20.1282	1.531	246.93	
20.0166	1.531	246.935	
19.924	1.531	246.94	
19.8398	1.531	246.945	
19.7556	1.531	246.95	
19.7429	1.531	246.955	
19.7156	1.531	246.96	
19.7219	1.531	246.965	
19.7345	1.531	246.97	
19.7535	1.531	246.975	
19.7535	1.531	246.98	
19.785	1.531	246.985	
19.8103	1.531	246.99	
19.8313	1.531	246.995	
19.8356	1.531	247	
19.804	1.53	247.005	
19.7493	1.53	247.01	
19.6651	1.53	247.015	
19.5535	1.53	247.02	
19.463	1.53	247.025	
19.3682	1.53	247.03	
19.2988	1.53	247.035	
19.2504	1.53	247.04	
19.1893	1.53	247.045	
19.1388	1.53	247.05	
19.0778	1.53	247.055	
19.0714	1.53	247.06	
19.0651	1.53	247.065	
19.0756	1.53	247.07	
19.082	1.53	247.075	
19.1177	1.53	247.08	
19.1388	1.53	247.085	
19.1514	1.53	247.09	
19.1704	1.53	247.095	
19.1409	1.53	247.1	
19.1009	1.529	247.105	
19.0546	1.529	247.11	
18.9978	1.529	247.115	
18.9072	1.529	247.12	
18.8315	1.529	247.125	
18.7704	1.529	247.13	
18.7178	1.529	247.135	
18.6694	1.529	247.14	
18.6252	1.529	247.145	
18.5557	1.529	247.15	
18.4989	1.529	247.155	
18.4547	1.529	247.16	
18.4315	1.529	247.165	
18.4505	1.529	247.17	
18.4926	1.529	247.175	
18.5599	1.529	247.18	
18.6083	1.529	247.185	
18.6146	1.529	247.19	
18.5894	1.529	247.195	
18.5536	1.529	247.2	
18.482	1.528	247.205	
18.4441	1.528	247.21	
18.362	1.528	247.215	
18.2863	1.528	247.22	
18.2147	1.528	247.225	
18.1305	1.528	247.23	
18.0779	1.528	247.235	
18.0421	1.528	247.24	
18.0042	1.528	247.245	
17.9916	1.528	247.25	
17.981	1.528	247.255	
17.9874	1.528	247.26	
18.0147	1.528	247.265	
18.0379	1.528	247.27	
18.0589	1.528	247.275	
18.0547	1.528	247.28	
18.0274	1.528	247.285	
18.0189	1.528	247.29	
17.9684	1.528	247.295	
17.9242	1.528	247.3	
17.8632	1.527	247.305	
17.84	1.527	247.31	
17.8084	1.527	247.315	
17.7663	1.527	247.32	
17.7074	1.527	247.325	
17.6674	1.527	247.33	
17.5895	1.527	247.335	
17.5474	1.527	247.34	
17.4779	1.527	247.345	
17.4253	1.527	247.35	
17.3853	1.527	247.355	
17.3664	1.527	247.36	
17.3874	1.527	247.365	
17.4106	1.527	247.37	
17.3958	1.527	247.375	
17.3601	1.527	247.38	
17.3348	1.527	247.385	
17.318	1.527	247.39	
17.3116	1.527	247.395	
17.3285	1.527	247.4	
17.3832	1.526	247.405	
17.4085	1.526	247.41	
17.3748	1.526	247.415	
17.318	1.526	247.42	
17.1853	1.526	247.425	
17.0464	1.526	247.43	
16.9201	1.526	247.435	
16.8043	1.526	247.44	
16.7307	1.526	247.445	
16.6612	1.526	247.45	
16.6401	1.526	247.455	
16.6359	1.526	247.46	
16.6486	1.526	247.465	
16.6738	1.526	247.47	
16.7012	1.526	247.475	
16.718	1.526	247.48	
16.7433	1.526	247.485	
16.7664	1.526	247.49	
16.7896	1.526	247.495	
16.8128	1.526	247.5	
16.8043	1.525	247.505	
16.8085	1.525	247.51	
16.7054	1.525	247.515	
16.5475	1.525	247.52	
16.3918	1.525	247.525	
16.2528	1.525	247.53	
16.1076	1.525	247.535	
16.0255	1.525	247.54	
15.975	1.525	247.545	
15.9792	1.525	247.55	
15.9939	1.525	247.555	
16.0086	1.525	247.56	
16.0381	1.525	247.565	
16.0339	1.525	247.57	
16.0255	1.525	247.575	
15.9855	1.525	247.58	
15.9729	1.525	247.585	
15.9539	1.525	247.59	
15.9623	1.525	247.595	
15.9686	1.525	247.6	
15.9792	1.524	247.605	
15.9476	1.524	247.61	
15.8844	1.524	247.615	
15.7687	1.524	247.62	
15.6845	1.524	247.625	
15.5729	1.524	247.63	
15.4571	1.524	247.635	
15.3645	1.524	247.64	
15.2719	1.524	247.645	
15.2129	1.524	247.65	
15.1582	1.524	247.655	
15.1161	1.524	247.66	
15.093	1.524	247.665	
15.074	1.524	247.67	
15.0909	1.524	247.675	
15.1414	1.524	247.68	
15.1624	1.524	247.685	
15.2003	1.524	247.69	
15.2151	1.524	247.695	
15.2045	1.524	247.7	
15.2003	1.523	247.705	
15.1624	1.523	247.71	
15.0845	1.523	247.715	
15.0045	1.523	247.72	
14.9119	1.523	247.725	
14.8235	1.523	247.73	
14.7625	1.523	247.735	
14.7014	1.523	247.74	
14.6614	1.523	247.745	
14.6299	1.523	247.75	
14.6025	1.523	247.755	
14.5625	1.523	247.76	
14.5246	1.523	247.765	
14.5499	1.523	247.77	
14.5583	1.523	247.775	
14.6109	1.523	247.78	
14.6235	1.523	247.785	
14.6593	1.523	247.79	
14.6656	1.523	247.795	
14.632	1.523	247.8	
14.592	1.522	247.805	
14.5246	1.522	247.81	
14.4194	1.522	247.815	
14.333	1.522	247.82	
14.251	1.522	247.825	
14.1773	1.522	247.83	
14.1583	1.522	247.835	
14.1036	1.522	247.84	
14.0931	1.522	247.845	
14.0931	1.522	247.85	
14.0531	1.522	247.855	
14.0047	1.522	247.86	
13.952	1.522	247.865	
13.9647	1.522	247.87	
13.9668	1.522	247.875	
13.9815	1.522	247.88	
14.0026	1.522	247.885	
13.9941	1.522	247.89	
14.0047	1.522	247.895	
14.011	1.522	247.9	
13.9626	1.521	247.905	
13.9057	1.521	247.91	
13.8426	1.521	247.915	
13.7584	1.521	247.92	
13.691	1.521	247.925	
13.6594	1.521	247.93	
13.6489	1.521	247.935	
13.6468	1.521	247.94	
13.6216	1.521	247.945	
13.571	1.521	247.95	
13.51	1.521	247.955	
13.451	1.521	247.96	
13.3774	1.521	247.965	
13.3311	1.521	247.97	
13.3521	1.521	247.975	
13.3605	1.521	247.98	
13.4258	1.521	247.985	
13.4637	1.521	247.99	
13.4847	1.521	247.995	
13.51	1.521	248	
13.5058	1.52	248.005	
13.4489	1.52	248.01	
13.3584	1.52	248.015	
13.2742	1.52	248.02	
13.1648	1.52	248.025	
13.07	1.52	248.03	
13.0237	1.52	248.035	
12.9564	1.52	248.04	
12.9458	1.52	248.045	
12.9227	1.52	248.05	
12.9227	1.52	248.055	
12.9122	1.52	248.06	
12.8869	1.52	248.065	
12.849	1.52	248.07	
12.8216	1.52	248.075	
12.8216	1.52	248.08	
12.8385	1.52	248.085	
12.8595	1.52	248.09	
12.8974	1.52	248.095	
12.9101	1.52	248.1	
12.8848	1.519	248.105	
12.8385	1.519	248.11	
12.7248	1.519	248.115	
12.6069	1.519	248.12	
12.5164	1.519	248.125	
12.4259	1.519	248.13	
12.367	1.519	248.135	
12.3585	1.519	248.14	
12.3459	1.519	248.145	
12.3564	1.519	248.15	
12.3522	1.519	248.155	
12.3101	1.519	248.16	
12.2407	1.519	248.165	
12.1817	1.519	248.17	
12.1312	1.519	248.175	
12.0765	1.519	248.18	
12.1017	1.519	248.185	
12.1375	1.519	248.19	
12.1565	1.519	248.195	
12.2091	1.519	248.2	
12.2028	1.518	248.205	
12.167	1.518	248.21	
12.0807	1.518	248.215	
11.9502	1.518	248.22	
11.8218	1.518	248.225	
11.7102	1.518	248.23	
11.6386	1.518	248.235	
11.6344	1.518	248.24	
11.6555	1.518	248.245	
11.6597	1.518	248.25	
11.6344	1.518	248.255	
11.586	1.518	248.26	
11.5271	1.518	248.265	
11.4197	1.518	248.27	
11.3376	1.518	248.275	
11.2976	1.518	248.28	
11.2871	1.518	248.285	
11.3229	1.518	248.29	
11.3902	1.518	248.295	
11.4597	1.518	248.3	
11.5123	1.517	248.305	
11.5207	1.517	248.31	
11.4344	1.517	248.315	
11.3271	1.517	248.32	
11.2092	1.517	248.325	
11.0955	1.517	248.33	
11.0008	1.517	248.335	
10.944	1.517	248.34	
10.8956	1.517	248.345	
10.8556	1.517	248.35	
10.8387	1.517	248.355	
10.8071	1.517	248.36	
10.7861	1.517	248.365	
10.7861	1.517	248.37	
10.7756	1.517	248.375	
10.7566	1.517	248.38	
10.765	1.517	248.385	
10.7714	1.517	248.39	
10.7672	1.517	248.395	
10.7777	1.517	248.4	
10.7882	1.516	248.405	
10.7735	1.516	248.41	
10.7082	1.516	248.415	
10.664	1.516	248.42	
10.5903	1.516	248.425	
10.5335	1.516	248.43	
10.4767	1.516	248.435	
10.3988	1.516	248.44	
10.3272	1.516	248.445	
10.2767	1.516	248.45	
10.2093	1.516	248.455	
10.1546	1.516	248.46	
10.1146	1.516	248.465	
10.0725	1.516	248.47	
10.0809	1.516	248.475	
10.0872	1.516	248.48	
10.1356	1.516	248.485	
10.1883	1.516	248.49	
10.2156	1.516	248.495	
10.2325	1.516	248.5	
10.2304	1.515	248.505	
10.1841	1.515	248.51	
10.1314	1.515	248.515	
10.0578	1.515	248.52	
9.98409	1.515	248.525	
9.89147	1.515	248.53	
9.85568	1.515	248.535	
9.80727	1.515	248.54	
9.7799	1.515	248.545	
9.76096	1.515	248.55	
9.72517	1.515	248.555	
9.68939	1.515	248.56	
9.67255	1.515	248.565	
9.63044	1.515	248.57	
9.57361	1.515	248.575	
9.54203	1.515	248.58	
9.5273	1.515	248.585	
9.53572	1.515	248.59	
9.59887	1.515	248.595	
9.66834	1.515	248.6	
9.73359	1.514	248.605	
9.78201	1.514	248.61	
9.75464	1.514	248.615	
9.67465	1.514	248.62	
9.55256	1.514	248.625	
9.43889	1.514	248.63	
9.32522	1.514	248.635	
9.24102	1.514	248.64	
9.16524	1.514	248.645	
9.11472	1.514	248.65	
9.09577	1.514	248.655	
9.07472	1.514	248.66	
9.09367	1.514	248.665	
9.08314	1.514	248.67	
9.09367	1.514	248.675	
9.08525	1.514	248.68	
9.08946	1.514	248.685	
9.11261	1.514	248.69	
9.12735	1.514	248.695	
9.1926	1.514	248.7	
9.20523	1.513	248.705	
9.23049	1.513	248.71	
9.1484	1.513	248.715	
9.00736	1.513	248.72	
8.88948	1.513	248.725	
8.78002	1.513	248.73	
8.69371	1.513	248.735	
8.66635	1.513	248.74	
8.6453	1.513	248.745	
8.64951	1.513	248.75	
8.63898	1.513	248.755	
8.60741	1.513	248.76	
8.56952	1.513	248.765	
8.51268	1.513	248.77	
8.4769	1.513	248.775	
8.44532	1.513	248.78	
8.45795	1.513	248.785	
8.52531	1.513	248.79	
8.6032	1.513	248.795	
8.68529	1.513	248.8	
8.72739	1.512	248.805	
8.69792	1.512	248.81	
8.59688	1.512	248.815	
8.43901	1.512	248.82	
8.23692	1.512	248.825	
8.06221	1.512	248.83	
7.96748	1.512	248.835	
7.93591	1.512	248.84	
7.95064	1.512	248.845	
7.9738	1.512	248.85	
7.96748	1.512	248.855	
7.95485	1.512	248.86	
7.90433	1.512	248.865	
7.85171	1.512	248.87	
7.81171	1.512	248.875	
7.77382	1.512	248.88	
7.78224	1.512	248.885	
7.81382	1.512	248.89	
7.87276	1.512	248.895	
7.90854	1.512	248.9	
7.96538	1.511	248.905	
7.95275	1.511	248.91	
7.87065	1.511	248.915	
7.73804	1.511	248.92	
7.60121	1.511	248.925	
7.45596	1.511	248.93	
7.32966	1.511	248.935	
7.24336	1.511	248.94	
7.18652	1.511	248.945	
7.14863	1.511	248.95	
7.14442	1.511	248.955	
7.11285	1.511	248.96	
7.10232	1.511	248.965	
7.136	1.511	248.97	
7.15284	1.511	248.975	
7.18652	1.511	248.98	
7.20336	1.511	248.985	
7.21178	1.511	248.99	
7.20126	1.511	248.995	
7.14653	1.511	249	
7.08759	1.51	249.005	
7.0097	1.51	249.01	
6.9255	1.51	249.015	
6.86445	1.51	249.02	
6.83288	1.51	249.025	
6.80551	1.51	249.03	
6.77815	1.51	249.035	
6.72763	1.51	249.04	
6.675	1.51	249.045	
6.5908	1.51	249.05	
6.50871	1.51	249.055	
6.41819	1.51	249.06	
6.37399	1.51	249.065	
6.35715	1.51	249.07	
6.39083	1.51	249.075	
6.4203	1.51	249.08	
6.45398	1.51	249.085	
6.50239	1.51	249.09	
6.54239	1.51	249.095	
6.56765	1.51	249.1	
6.54449	1.509	249.105	
6.51502	1.509	249.11	
6.4203	1.509	249.115	
6.3361	1.509	249.12	
6.23716	1.509	249.125	
6.1277	1.509	249.13	
6.05192	1.509	249.135	
6.0014	1.509	249.14	
5.93614	1.509	249.145	
5.95719	1.509	249.15	
5.95509	1.509	249.155	
5.95509	1.509	249.16	
5.94246	1.509	249.165	
5.95088	1.509	249.17	
5.94877	1.509	249.175	
5.92351	1.509	249.18	
5.90036	1.509	249.185	
5.88141	1.509	249.19	
5.86457	1.509	249.195	
5.86878	1.509	249.2	
5.89404	1.508	249.205	
5.93193	1.508	249.21	
5.92983	1.508	249.215	
5.88562	1.508	249.22	
5.84142	1.508	249.225	
5.74038	1.508	249.23	
5.63092	1.508	249.235	
5.49619	1.508	249.24	
5.38252	1.508	249.245	
5.332	1.508	249.25	
5.31727	1.508	249.255	
5.34042	1.508	249.26	
5.39094	1.508	249.265	
5.43725	1.508	249.27	
5.47304	1.508	249.275	
5.50251	1.508	249.28	
5.47514	1.508	249.285	
5.42462	1.508	249.29	
5.37831	1.508	249.295	
5.36568	1.508	249.3	
5.36779	1.507	249.305	
5.39936	1.507	249.31	
5.38463	1.507	249.315	
5.35516	1.507	249.32	
5.31306	1.507	249.325	
5.22886	1.507	249.33	
5.12992	1.507	249.335	
4.99941	1.507	249.34	
4.87522	1.507	249.345	
4.7868	1.507	249.35	
4.76365	1.507	249.355	
4.76996	1.507	249.36	
4.80154	1.507	249.365	
4.85627	1.507	249.37	
4.90469	1.507	249.375	
4.94258	1.507	249.38	
4.91942	1.507	249.385	
4.90679	1.507	249.39	
4.88995	1.507	249.395	
4.89627	1.507	249.4	
4.9089	1.506	249.405	
4.88574	1.506	249.41	
4.78049	1.506	249.415	
4.68576	1.506	249.42	
4.58262	1.506	249.425	
4.48158	1.506	249.43	
4.42264	1.506	249.435	
4.39317	1.506	249.44	
4.3637	1.506	249.445	
4.34686	1.506	249.45	
4.31318	1.506	249.455	
4.28792	1.506	249.46	
4.26687	1.506	249.465	
4.24161	1.506	249.47	
4.22266	1.506	249.475	
4.22266	1.506	249.48	
4.24582	1.506	249.485	
4.26687	1.506	249.49	
4.27739	1.506	249.495	
4.29002	1.506	249.5	
4.27108	1.505	249.505	
4.24161	1.505	249.51	
4.18056	1.505	249.515	
4.07531	1.505	249.52	
3.989	1.505	249.525	
3.90059	1.505	249.53	
3.81008	1.505	249.535	
3.77429	1.505	249.54	
3.69851	1.505	249.545	
3.64168	1.505	249.55	
3.61642	1.505	249.555	
3.57221	1.505	249.56	
3.55537	1.505	249.565	
3.51959	1.505	249.57	
3.54274	1.505	249.575	
3.58695	1.505	249.58	
3.62694	1.505	249.585	
3.6501	1.505	249.59	
3.60379	1.505	249.595	
3.55958	1.505	249.6	
3.52801	1.504	249.605	
3.4817	1.504	249.61	
3.39328	1.504	249.615	
3.30698	1.504	249.62	
3.26698	1.504	249.625	
3.19752	1.504	249.63	
3.14489	1.504	249.635	
3.07332	1.504	249.64	
2.97228	1.504	249.645	
2.88387	1.504	249.65	
2.81862	1.504	249.655	
2.79336	1.504	249.66	
2.77231	1.504	249.665	
2.79546	1.504	249.67	
2.82704	1.504	249.675	
2.86703	1.504	249.68	
2.8965	1.504	249.685	
2.90071	1.504	249.69	
2.88598	1.504	249.695	
2.83546	1.504	249.7	
2.80599	1.503	249.705	
2.73441	1.503	249.71	
2.70284	1.503	249.715	
2.66284	1.503	249.72	
2.62706	1.503	249.725	
2.61022	1.503	249.73	
2.57443	1.503	249.735	
2.51339	1.503	249.74	
2.41235	1.503	249.745	
2.31552	1.503	249.75	
2.2229	1.503	249.755	
2.17659	1.503	249.76	
2.20185	1.503	249.765	
2.23553	1.503	249.77	
2.29026	1.503	249.775	
2.32604	1.503	249.78	
2.34288	1.503	249.785	
2.33446	1.503	249.79	
2.30289	1.503	249.795	
2.25868	1.503	249.8	
2.23553	1.502	249.805	
2.22079	1.502	249.81	
2.19343	1.502	249.815	
2.15343	1.502	249.82	
2.08607	1.502	249.825	
2.01871	1.502	249.83	
1.93451	1.502	249.835	
1.8461	1.502	249.84	
1.78716	1.502	249.845	
1.74085	1.502	249.85	
1.71348	1.502	249.855	
1.70927	1.502	249.86	
1.75137	1.502	249.865	
1.77242	1.502	249.87	
1.79558	1.502	249.875	
1.79137	1.502	249.88	
1.76611	1.502	249.885	
1.77242	1.502	249.89	
1.75558	1.502	249.895	
1.70296	1.502	249.9	
1.67349	1.501	249.905	
1.68822	1.501	249.91	
1.64402	1.501	249.915	
1.60192	1.501	249.92	
1.54087	1.501	249.925	
1.5093	1.501	249.93	
1.43562	1.501	249.935	
1.38721	1.501	249.94	
1.33458	1.501	249.945	
1.30721	1.501	249.95	
1.26932	1.501	249.955	
1.24406	1.501	249.96	
1.23775	1.501	249.965	
1.25248	1.501	249.97	
1.26511	1.501	249.975	
1.27353	1.501	249.98	
1.27985	1.501	249.985	
1.31774	1.501	249.99	
1.33668	1.501	249.995	
1.31563	1.501	250	
1.26932	1.5	250.005	
1.19144	1.5	250.01	
1.11776	1.5	250.015	
1.0504	1.5	250.02	
0.995672	1.5	250.025	
0.961992	1.5	250.03	
0.943047	1.5	250.035	
0.959887	1.5	250.04	
0.949362	1.5	250.045	
0.934627	1.5	250.05	
0.884106	1.5	250.055	
0.804116	1.5	250.06	
0.753595	1.5	250.065	
0.70518	1.5	250.07	
0.70097	1.5	250.075	
0.711495	1.5	250.08	
0.736755	1.5	250.085	
0.762016	1.5	250.09	
0.804116	1.5	250.095	
0.814641	1.5	250.1	
0.778856	1.499	250.105	
0.7136	1.499	250.11	
0.616769	1.499	250.115	
0.515729	1.499	250.12	
0.460998	1.499	250.125	
0.467313	1.499	250.13	
0.509414	1.499	250.135	
0.574669	1.499	250.14	
0.65466	1.499	250.145	
0.690445	1.499	250.15	
0.682025	1.499	250.155	
0.608349	1.499	250.16	
0.498889	1.499	250.165	
0.427318	1.499	250.17	
0.414688	1.499	250.175	
0.429423	1.499	250.18	
0.450473	1.499	250.185	
0.511519	1.499	250.19	
0.602034	1.499	250.195	
0.6294	1.499	250.2	
0.595719	1.498	250.205	
0.513624	1.498	250.21	
0.364168	1.498	250.215	
0.250497	1.498	250.22	
0.267337	1.498	250.225	
0.349433	1.498	250.23	
0.425213	1.498	250.235	
0.460998	1.498	250.24	
0.475733	1.498	250.245	
0.460998	1.498	250.25	
0.463103	1.498	250.255	
0.397848	1.498	250.26	
0.341012	1.498	250.265	
0.311542	1.498	250.27	
0.345223	1.498	250.275	
0.431528	1.498	250.28	
0.471523	1.498	250.285	
0.500994	1.498	250.29	
0.522044	1.498	250.295	
0.524149	1.498	250.3	
0.528359	1.497	250.305	
0.448368	1.497	250.31	
0.334697	1.497	250.315	
0.239972	1.497	250.32	
0.227342	1.497	250.325	
0.267337	1.497	250.33	
0.359958	1.497	250.335	
0.429423	1.497	250.34	
0.503099	1.497	250.345	
0.511519	1.497	250.35	
0.473628	1.497	250.355	
0.431528	1.497	250.36	
0.418898	1.497	250.365	
0.425213	1.497	250.37	
0.456788	1.497	250.375	
0.456788	1.497	250.38	
0.439948	1.497	250.385	
0.406268	1.497	250.39	
0.387323	1.497	250.395	
0.387323	1.497	250.4	
0.366273	1.496	250.405	
0.351538	1.496	250.41	
0.324172	1.496	250.415	
0.301017	1.496	250.42	
0.317857	1.496	250.425	
0.334697	1.496	250.43	
0.378903	1.496	250.435	
0.416793	1.496	250.44	
0.450473	1.496	250.445	
0.448368	1.496	250.45	
0.465208	1.496	250.455	
0.515729	1.496	250.46	
0.555724	1.496	250.465	
0.519939	1.496	250.47	
0.479943	1.496	250.475	
0.444158	1.496	250.48	
0.397848	1.496	250.485	
0.334697	1.496	250.49	
0.292597	1.496	250.495	
0.282072	1.496	250.5	
0.336802	1.495	250.505	
0.383113	1.495	250.51	
0.372588	1.495	250.515	
0.355748	1.495	250.52	
0.355748	1.495	250.525	
0.366273	1.495	250.53	
0.351538	1.495	250.535	
0.328382	1.495	250.54	
0.341012	1.495	250.545	
0.397848	1.495	250.55	
0.496784	1.495	250.555	
0.589404	1.495	250.56	
0.580984	1.495	250.565	
0.532569	1.495	250.57	
0.469418	1.495	250.575	
0.397848	1.495	250.58	
0.351538	1.495	250.585	
0.332592	1.495	250.59	
0.307332	1.495	250.595	
0.296807	1.495	250.6	
0.296807	1.494	250.605	
0.273652	1.494	250.61	
0.244182	1.494	250.615	
0.239972	1.494	250.62	
0.254707	1.494	250.625	
0.324172	1.494	250.63	
0.381008	1.494	250.635	
0.488364	1.494	250.64	
0.585194	1.494	250.645	
0.583089	1.494	250.65	
0.509414	1.494	250.655	
0.429423	1.494	250.66	
0.389428	1.494	250.665	
0.357853	1.494	250.67	
0.311542	1.494	250.675	
0.286282	1.494	250.68	
0.284177	1.494	250.685	
0.324172	1.494	250.69	
0.341012	1.494	250.695	
0.351538	1.494	250.7	
0.357853	1.493	250.705	
0.362063	1.493	250.71	
0.349433	1.493	250.715	
0.353643	1.493	250.72	
0.345223	1.493	250.725	
0.336802	1.493	250.73	
0.347328	1.493	250.735	
0.393638	1.493	250.74	
0.500994	1.493	250.745	
0.530464	1.493	250.75	
0.505204	1.493	250.755	
0.429423	1.493	250.76	
0.343117	1.493	250.765	
0.284177	1.493	250.77	
0.250497	1.493	250.775	
0.206291	1.493	250.78	
0.221027	1.493	250.785	
0.273652	1.493	250.79	
0.362063	1.493	250.795	
0.431528	1.493	250.8	
0.494679	1.492	250.805	
0.477838	1.492	250.81	
0.385218	1.492	250.815	
0.256812	1.492	250.82	
0.248392	1.492	250.825	
0.275757	1.492	250.83	
0.317857	1.492	250.835	
0.347328	1.492	250.84	
0.408373	1.492	250.845	
0.496784	1.492	250.85	
0.513624	1.492	250.855	
0.479943	1.492	250.86	
0.378903	1.492	250.865	
0.303122	1.492	250.87	
0.225237	1.492	250.875	
0.204186	1.492	250.88	
0.239972	1.492	250.885	
0.298912	1.492	250.89	
0.359958	1.492	250.895	
0.412583	1.492	250.9	
0.444158	1.491	250.905	
0.435738	1.491	250.91	
0.336802	1.491	250.915	
0.271547	1.491	250.92	
0.296807	1.491	250.925	
0.338907	1.491	250.93	
0.343117	1.491	250.935	
0.328382	1.491	250.94	
0.334697	1.491	250.945	
0.355748	1.491	250.95	
0.376798	1.491	250.955	
0.374693	1.491	250.96	
0.368378	1.491	250.965	
0.359958	1.491	250.97	
0.326277	1.491	250.975	
0.267337	1.491	250.98	
0.242077	1.491	250.985	
0.254707	1.491	250.99	
0.332592	1.491	250.995	
0.378903	1.491	251	
0.431528	1.49	251.005	
0.423108	1.49	251.01	
0.383113	1.49	251.015	
0.332592	1.49	251.02	
0.317857	1.49	251.025	
0.292597	1.49	251.03	
0.250497	1.49	251.035	
0.237867	1.49	251.04	
0.254707	1.49	251.045	
0.319962	1.49	251.05	
0.399953	1.49	251.055	
0.406268	1.49	251.06	
0.408373	1.49	251.065	
0.393638	1.49	251.07	
0.366273	1.49	251.075	
0.326277	1.49	251.08	
0.275757	1.49	251.085	
0.261022	1.49	251.09	
0.235762	1.49	251.095	
0.290492	1.49	251.1	
0.345223	1.489	251.105	
0.416793	1.489	251.11	
0.414688	1.489	251.115	
0.393638	1.489	251.12	
0.368378	1.489	251.125	
0.372588	1.489	251.13	
0.324172	1.489	251.135	
0.265232	1.489	251.14	
0.239972	1.489	251.145	
0.334697	1.489	251.15	
0.456788	1.489	251.155	
0.482048	1.489	251.16	
0.446263	1.489	251.165	
0.349433	1.489	251.17	
0.231552	1.489	251.175	
0.119986	1.489	251.18	
0.0673605	1.489	251.185	
0.103146	1.489	251.19	
0.235762	1.489	251.195	
0.393638	1.489	251.2	
0.528359	1.488	251.205	
0.568354	1.488	251.21	
0.479943	1.488	251.215	
0.364168	1.488	251.22	
0.286282	1.488	251.225	
0.250497	1.488	251.23	
0.263127	1.488	251.235	
0.305227	1.488	251.24	
0.391533	1.488	251.245	
0.458893	1.488	251.25	
0.488364	1.488	251.255	
0.442053	1.488	251.26	
0.341012	1.488	251.265	
0.256812	1.488	251.27	
0.195766	1.488	251.275	
0.128406	1.488	251.28	
0.105251	1.488	251.285	
0.130511	1.488	251.29	
0.202081	1.488	251.295	
0.319962	1.488	251.3	
0.391533	1.487	251.305	
0.452578	1.487	251.31	
0.448368	1.487	251.315	
0.418898	1.487	251.32	
0.404163	1.487	251.325	
0.364168	1.487	251.33	
0.351538	1.487	251.335	
0.315752	1.487	251.34	
0.309437	1.487	251.345	
0.322067	1.487	251.35	
0.359958	1.487	251.355	
0.374693	1.487	251.36	
0.347328	1.487	251.365	
0.309437	1.487	251.37	
0.292597	1.487	251.375	
0.284177	1.487	251.38	
0.244182	1.487	251.385	
0.191556	1.487	251.39	
0.149456	1.487	251.395	
0.166296	1.487	251.4	
0.246287	1.486	251.405	
0.328382	1.486	251.41	
0.368378	1.486	251.415	
0.427318	1.486	251.42	
0.498889	1.486	251.425	
0.551514	1.486	251.43	
0.511519	1.486	251.435	
0.399953	1.486	251.44	
0.279967	1.486	251.445	
0.178926	1.486	251.45	
0.172611	1.486	251.455	
0.246287	1.486	251.46	
0.315752	1.486	251.465	
0.326277	1.486	251.47	
0.334697	1.486	251.475	
0.355748	1.486	251.48	
0.370483	1.486	251.485	
0.334697	1.486	251.49	
0.271547	1.486	251.495	
0.250497	1.486	251.5	
0.250497	1.485	251.505	
0.248392	1.485	251.51	
0.229447	1.485	251.515	
0.267337	1.485	251.52	
0.347328	1.485	251.525	
0.421003	1.485	251.53	
0.450473	1.485	251.535	
0.448368	1.485	251.54	
0.416793	1.485	251.545	
0.309437	1.485	251.55	
0.229447	1.485	251.555	
0.195766	1.485	251.56	
0.227342	1.485	251.565	
0.284177	1.485	251.57	
0.311542	1.485	251.575	
0.343117	1.485	251.58	
0.345223	1.485	251.585	
0.322067	1.485	251.59	
0.267337	1.485	251.595	
0.261022	1.485	251.6	
0.322067	1.484	251.605	
0.372588	1.484	251.61	
0.423108	1.484	251.615	
0.463103	1.484	251.62	
0.515729	1.484	251.625	
0.475733	1.484	251.63	
0.345223	1.484	251.635	
0.202081	1.484	251.64	
0.109461	1.484	251.645	
0.0694655	1.484	251.65	
0.0757805	1.484	251.655	
0.185241	1.484	251.66	
0.359958	1.484	251.665	
0.458893	1.484	251.67	
0.498889	1.484	251.675	
0.448368	1.484	251.68	
0.391533	1.484	251.685	
0.282072	1.484	251.69	
0.178926	1.484	251.695	
0.157876	1.484	251.7	
0.214712	1.483	251.705	
0.290492	1.483	251.71	
0.345223	1.483	251.715	
0.397848	1.483	251.72	
0.469418	1.483	251.725	
0.467313	1.483	251.73	
0.349433	1.483	251.735	
0.216817	1.483	251.74	
0.136826	1.483	251.745	
0.141036	1.483	251.75	
0.189451	1.483	251.755	
0.282072	1.483	251.76	
0.372588	1.483	251.765	
0.397848	1.483	251.77	
0.359958	1.483	251.775	
0.311542	1.483	251.78	
0.282072	1.483	251.785	
0.261022	1.483	251.79	
0.258917	1.483	251.795	
0.294702	1.483	251.8	
