gelC_I_3mm11	gelC_I_3mm11	gelC_I_3mm11	
Force	Distance	Time	
g	mm	sec	

6.54889	1.647	164.775	
6.52154	1.647	164.78	
6.39952	1.647	164.785	
6.36586	1.647	164.79	
6.4458	1.647	164.795	
6.47946	1.647	164.8	
6.43318	1.648	164.805	
6.51312	1.648	164.81	
6.64776	1.648	164.815	
6.60779	1.648	164.82	
6.42266	1.648	164.825	
6.389	1.648	164.83	
6.48998	1.648	164.835	
6.45632	1.648	164.84	
6.35745	1.648	164.845	
6.38269	1.648	164.85	
6.52785	1.648	164.855	
6.53416	1.648	164.86	
6.42687	1.648	164.865	
6.40794	1.648	164.87	
6.48788	1.648	164.875	
6.47946	1.648	164.88	
6.37217	1.648	164.885	
6.41635	1.648	164.89	
6.51733	1.648	164.895	
6.51733	1.648	164.9	
6.41846	1.649	164.905	
6.46895	1.649	164.91	
6.61831	1.649	164.915	
6.57413	1.649	164.92	
6.40163	1.649	164.925	
6.37849	1.649	164.93	
6.50892	1.649	164.935	
6.48578	1.649	164.94	
6.35534	1.649	164.945	
6.3869	1.649	164.95	
6.55099	1.649	164.955	
6.54468	1.649	164.96	
6.43529	1.649	164.965	
6.42056	1.649	164.97	
6.48998	1.649	164.975	
6.45422	1.649	164.98	
6.35955	1.649	164.985	
6.38269	1.649	164.99	
6.51312	1.649	164.995	
6.51102	1.649	165	
6.4437	1.65	165.005	
6.50681	1.65	165.01	
6.63724	1.65	165.015	
6.57834	1.65	165.02	
6.389	1.65	165.025	
6.37638	1.65	165.03	
6.4984	1.65	165.035	
6.5005	1.65	165.04	
6.40373	1.65	165.045	
6.46474	1.65	165.05	
6.59517	1.65	165.055	
6.5552	1.65	165.06	
6.37638	1.65	165.065	
6.35324	1.65	165.07	
6.45632	1.65	165.075	
6.43949	1.65	165.08	
6.36376	1.65	165.085	
6.46474	1.65	165.09	
6.66249	1.65	165.095	
6.6667	1.65	165.1	
6.49419	1.651	165.105	
6.46474	1.651	165.11	
6.52785	1.651	165.115	
6.48157	1.651	165.12	
6.32168	1.651	165.125	
6.35534	1.651	165.13	
6.54468	1.651	165.135	
6.56151	1.651	165.14	
6.43949	1.651	165.145	
6.43949	1.651	165.15	
6.51733	1.651	165.155	
6.43949	1.651	165.16	
6.30486	1.651	165.165	
6.34903	1.651	165.17	
6.52785	1.651	165.175	
6.55099	1.651	165.18	
6.4416	1.651	165.185	
6.48367	1.651	165.19	
6.56992	1.651	165.195	
6.52575	1.651	165.2	
6.38269	1.652	165.205	
6.39321	1.652	165.21	
6.54258	1.652	165.215	
6.55099	1.652	165.22	
6.42266	1.652	165.225	
6.46263	1.652	165.23	
6.55941	1.652	165.235	
6.55099	1.652	165.24	
6.3848	1.652	165.245	
6.36166	1.652	165.25	
6.46895	1.652	165.255	
6.48367	1.652	165.26	
6.40583	1.652	165.265	
6.44791	1.652	165.27	
6.57834	1.652	165.275	
6.56782	1.652	165.28	
6.44791	1.652	165.285	
6.4458	1.652	165.29	
6.4984	1.652	165.295	
6.48157	1.652	165.3	
6.36586	1.653	165.305	
6.3848	1.653	165.31	
6.54047	1.653	165.315	
6.54047	1.653	165.32	
6.41635	1.653	165.325	
6.41425	1.653	165.33	
6.55099	1.653	165.335	
6.52575	1.653	165.34	
6.37849	1.653	165.345	
6.36797	1.653	165.35	
6.47946	1.653	165.355	
6.48578	1.653	165.36	
6.40163	1.653	165.365	
6.45632	1.653	165.37	
6.58886	1.653	165.375	
6.58675	1.653	165.38	
6.47736	1.653	165.385	
6.43739	1.653	165.39	
6.50681	1.653	165.395	
6.48367	1.653	165.4	
6.39952	1.654	165.405	
6.45843	1.654	165.41	
6.60148	1.654	165.415	
6.61831	1.654	165.42	
6.46053	1.654	165.425	
6.42266	1.654	165.43	
6.48367	1.654	165.435	
6.46474	1.654	165.44	
6.35114	1.654	165.445	
6.37428	1.654	165.45	
6.56572	1.654	165.455	
6.59938	1.654	165.46	
6.51943	1.654	165.465	
6.4984	1.654	165.47	
6.5573	1.654	165.475	
6.51523	1.654	165.48	
6.3869	1.654	165.485	
6.37638	1.654	165.49	
6.48578	1.654	165.495	
6.52995	1.654	165.5	
6.46684	1.655	165.505	
6.48788	1.655	165.51	
6.61621	1.655	165.515	
6.61621	1.655	165.52	
6.45843	1.655	165.525	
6.40163	1.655	165.53	
6.52785	1.655	165.535	
6.53416	1.655	165.54	
6.43949	1.655	165.545	
6.45001	1.655	165.55	
6.5573	1.655	165.555	
6.52364	1.655	165.56	
6.42056	1.655	165.565	
6.39111	1.655	165.57	
6.47946	1.655	165.575	
6.5026	1.655	165.58	
6.43529	1.655	165.585	
6.45001	1.655	165.59	
6.54468	1.655	165.595	
6.54258	1.655	165.6	
6.45632	1.656	165.605	
6.46053	1.656	165.61	
6.57624	1.656	165.615	
6.58675	1.656	165.62	
6.45632	1.656	165.625	
6.46684	1.656	165.63	
6.58886	1.656	165.635	
6.57624	1.656	165.64	
6.42687	1.656	165.645	
6.39321	1.656	165.65	
6.48578	1.656	165.655	
6.49209	1.656	165.66	
6.40163	1.656	165.665	
6.43529	1.656	165.67	
6.5552	1.656	165.675	
6.54468	1.656	165.68	
6.46263	1.656	165.685	
6.45843	1.656	165.69	
6.53416	1.656	165.695	
6.51312	1.656	165.7	
6.42266	1.657	165.705	
6.47315	1.657	165.71	
6.60569	1.657	165.715	
6.61621	1.657	165.72	
6.46684	1.657	165.725	
6.45001	1.657	165.73	
6.54468	1.657	165.735	
6.51943	1.657	165.74	
6.37638	1.657	165.745	
6.37007	1.657	165.75	
6.48788	1.657	165.755	
6.48998	1.657	165.76	
6.41214	1.657	165.765	
6.45001	1.657	165.77	
6.58465	1.657	165.775	
6.62041	1.657	165.78	
6.52154	1.657	165.785	
6.52575	1.657	165.79	
6.55309	1.657	165.795	
6.49209	1.657	165.8	
6.38059	1.658	165.805	
6.42266	1.658	165.81	
6.56572	1.658	165.815	
6.57834	1.658	165.82	
6.48578	1.658	165.825	
6.50471	1.658	165.83	
6.57203	1.658	165.835	
6.47946	1.658	165.84	
6.33641	1.658	165.845	
6.35534	1.658	165.85	
6.51733	1.658	165.855	
6.54047	1.658	165.86	
6.48157	1.658	165.865	
6.54678	1.658	165.87	
6.64355	1.658	165.875	
6.55099	1.658	165.88	
6.40373	1.658	165.885	
6.39321	1.658	165.89	
6.47105	1.658	165.895	
6.48578	1.658	165.9	
6.41425	1.659	165.905	
6.52575	1.659	165.91	
6.65407	1.659	165.915	
6.60569	1.659	165.92	
6.43739	1.659	165.925	
6.41214	1.659	165.93	
6.48578	1.659	165.935	
6.46053	1.659	165.94	
6.38269	1.659	165.945	
6.46263	1.659	165.95	
6.60569	1.659	165.955	
6.59517	1.659	165.96	
6.5005	1.659	165.965	
6.49209	1.659	165.97	
6.54047	1.659	165.975	
6.47946	1.659	165.98	
6.36586	1.659	165.985	
6.42477	1.659	165.99	
6.53416	1.659	165.995	
6.54678	1.659	166	
6.49209	1.66	166.005	
6.53626	1.66	166.01	
6.63724	1.66	166.015	
6.56361	1.66	166.02	
6.37638	1.66	166.025	
6.37217	1.66	166.03	
6.49419	1.66	166.035	
6.5026	1.66	166.04	
6.43318	1.66	166.045	
6.50892	1.66	166.05	
6.64987	1.66	166.055	
6.62041	1.66	166.06	
6.50681	1.66	166.065	
6.5005	1.66	166.07	
6.56992	1.66	166.075	
6.50471	1.66	166.08	
6.40583	1.66	166.085	
6.45632	1.66	166.09	
6.58886	1.66	166.095	
6.59306	1.66	166.1	
6.51102	1.661	166.105	
6.54678	1.661	166.11	
6.65407	1.661	166.115	
6.55941	1.661	166.12	
6.34483	1.661	166.125	
6.35324	1.661	166.13	
6.51733	1.661	166.135	
6.55309	1.661	166.14	
6.47736	1.661	166.145	
6.54258	1.661	166.15	
6.66038	1.661	166.155	
6.59306	1.661	166.16	
6.40583	1.661	166.165	
6.37007	1.661	166.17	
6.46684	1.661	166.175	
6.46684	1.661	166.18	
6.41425	1.661	166.185	
6.4984	1.661	166.19	
6.66459	1.661	166.195	
6.63935	1.661	166.2	
6.5005	1.662	166.205	
6.5026	1.662	166.21	
6.59517	1.662	166.215	
6.53206	1.662	166.22	
6.35745	1.662	166.225	
6.42056	1.662	166.23	
6.62041	1.662	166.235	
6.61621	1.662	166.24	
6.44791	1.662	166.245	
6.45632	1.662	166.25	
6.56782	1.662	166.255	
6.52575	1.662	166.26	
6.37007	1.662	166.265	
6.40373	1.662	166.27	
6.59938	1.662	166.275	
6.63304	1.662	166.28	
6.50471	1.662	166.285	
6.49629	1.662	166.29	
6.59938	1.662	166.295	
6.56151	1.662	166.3	
6.42266	1.663	166.305	
6.45001	1.663	166.31	
6.62883	1.663	166.315	
6.62252	1.663	166.32	
6.47946	1.663	166.325	
6.48157	1.663	166.33	
6.64145	1.663	166.335	
6.6141	1.663	166.34	
6.43949	1.663	166.345	
6.42056	1.663	166.35	
6.54889	1.663	166.355	
6.54889	1.663	166.36	
6.41635	1.663	166.365	
6.45843	1.663	166.37	
6.64145	1.663	166.375	
6.65828	1.663	166.38	
6.52575	1.663	166.385	
6.50681	1.663	166.39	
6.58044	1.663	166.395	
6.5552	1.663	166.4	
6.41004	1.664	166.405	
6.41846	1.664	166.41	
6.60148	1.664	166.415	
6.64145	1.664	166.42	
6.48367	1.664	166.425	
6.47736	1.664	166.43	
6.60989	1.664	166.435	
6.58675	1.664	166.44	
6.40373	1.664	166.445	
6.36166	1.664	166.45	
6.5005	1.664	166.455	
6.53416	1.664	166.46	
6.46263	1.664	166.465	
6.51733	1.664	166.47	
6.67932	1.664	166.475	
6.69194	1.664	166.48	
6.53206	1.664	166.485	
6.47946	1.664	166.49	
6.53206	1.664	166.495	
6.50892	1.664	166.5	
6.389	1.665	166.505	
6.43108	1.665	166.51	
6.62462	1.665	166.515	
6.67301	1.665	166.52	
6.53416	1.665	166.525	
6.47105	1.665	166.53	
6.55309	1.665	166.535	
6.51943	1.665	166.54	
6.37007	1.665	166.545	
6.389	1.665	166.55	
6.56782	1.665	166.555	
6.65197	1.665	166.56	
6.59727	1.665	166.565	
6.60148	1.665	166.57	
6.66249	1.665	166.575	
6.63304	1.665	166.58	
6.47105	1.665	166.585	
6.42477	1.665	166.59	
6.48578	1.665	166.595	
6.52785	1.665	166.6	
6.5026	1.666	166.605	
6.55099	1.666	166.61	
6.66038	1.666	166.615	
6.66249	1.666	166.62	
6.51733	1.666	166.625	
6.46474	1.666	166.63	
6.52785	1.666	166.635	
6.53206	1.666	166.64	
6.45422	1.666	166.645	
6.48998	1.666	166.65	
6.63093	1.666	166.655	
6.65407	1.666	166.66	
6.5573	1.666	166.665	
6.54678	1.666	166.67	
6.58044	1.666	166.675	
6.52995	1.666	166.68	
6.43529	1.666	166.685	
6.43318	1.666	166.69	
6.52785	1.666	166.695	
6.54047	1.666	166.7	
6.5005	1.667	166.705	
6.56151	1.667	166.71	
6.68984	1.667	166.715	
6.68142	1.667	166.72	
6.53416	1.667	166.725	
6.46684	1.667	166.73	
6.5573	1.667	166.735	
6.54258	1.667	166.74	
6.46263	1.667	166.745	
6.4984	1.667	166.75	
6.63724	1.667	166.755	
6.65618	1.667	166.76	
6.56782	1.667	166.765	
6.52995	1.667	166.77	
6.54047	1.667	166.775	
6.48367	1.667	166.78	
6.40794	1.667	166.785	
6.4416	1.667	166.79	
6.54047	1.667	166.795	
6.59306	1.667	166.8	
6.58044	1.668	166.805	
6.63093	1.668	166.81	
6.70667	1.668	166.815	
6.63935	1.668	166.82	
6.46053	1.668	166.825	
6.4416	1.668	166.83	
6.52364	1.668	166.835	
6.54678	1.668	166.84	
6.50681	1.668	166.845	
6.5573	1.668	166.85	
6.65197	1.668	166.855	
6.59938	1.668	166.86	
6.46053	1.668	166.865	
6.46684	1.668	166.87	
6.55099	1.668	166.875	
6.54678	1.668	166.88	
6.51523	1.668	166.885	
6.58044	1.668	166.89	
6.6688	1.668	166.895	
6.63935	1.668	166.9	
6.53206	1.669	166.905	
6.54258	1.669	166.91	
6.64566	1.669	166.915	
6.59938	1.669	166.92	
6.46684	1.669	166.925	
6.47736	1.669	166.93	
6.58465	1.669	166.935	
6.57834	1.669	166.94	
6.43949	1.669	166.945	
6.46474	1.669	166.95	
6.56992	1.669	166.955	
6.56151	1.669	166.96	
6.48157	1.669	166.965	
6.53416	1.669	166.97	
6.65618	1.669	166.975	
6.63304	1.669	166.98	
6.54047	1.669	166.985	
6.55309	1.669	166.99	
6.62883	1.669	166.995	
6.58255	1.669	167	
6.47526	1.67	167.005	
6.52154	1.67	167.01	
6.63514	1.67	167.015	
6.60779	1.67	167.02	
6.47736	1.67	167.025	
6.48157	1.67	167.03	
6.59096	1.67	167.035	
6.54258	1.67	167.04	
6.45001	1.67	167.045	
6.48998	1.67	167.05	
6.61831	1.67	167.055	
6.62252	1.67	167.06	
6.54889	1.67	167.065	
6.58886	1.67	167.07	
6.67721	1.67	167.075	
6.62252	1.67	167.08	
6.51102	1.67	167.085	
6.53206	1.67	167.09	
6.60148	1.67	167.095	
6.54258	1.67	167.1	
6.4458	1.671	167.105	
6.49419	1.671	167.11	
6.63093	1.671	167.115	
6.60989	1.671	167.12	
6.49419	1.671	167.125	
6.53837	1.671	167.13	
6.64776	1.671	167.135	
6.60148	1.671	167.14	
6.43739	1.671	167.145	
6.46263	1.671	167.15	
6.60148	1.671	167.155	
6.59306	1.671	167.16	
6.53206	1.671	167.165	
6.60569	1.671	167.17	
6.72139	1.671	167.175	
6.65828	1.671	167.18	
6.48788	1.671	167.185	
6.4458	1.671	167.19	
6.52154	1.671	167.195	
6.49209	1.671	167.2	
6.43739	1.672	167.205	
6.52995	1.672	167.21	
6.69825	1.672	167.215	
6.68773	1.672	167.22	
6.53837	1.672	167.225	
6.54468	1.672	167.23	
6.63935	1.672	167.235	
6.57624	1.672	167.24	
6.45422	1.672	167.245	
6.5026	1.672	167.25	
6.66249	1.672	167.255	
6.64776	1.672	167.26	
6.53206	1.672	167.265	
6.53206	1.672	167.27	
6.63304	1.672	167.275	
6.56151	1.672	167.28	
6.43949	1.672	167.285	
6.47946	1.672	167.29	
6.63514	1.672	167.295	
6.63514	1.672	167.3	
6.54678	1.673	167.305	
6.58255	1.673	167.31	
6.68984	1.673	167.315	
6.612	1.673	167.32	
6.41846	1.673	167.325	
6.4437	1.673	167.33	
6.60148	1.673	167.335	
6.59517	1.673	167.34	
6.48367	1.673	167.345	
6.53837	1.673	167.35	
6.67721	1.673	167.355	
6.63304	1.673	167.36	
6.46895	1.673	167.365	
6.46684	1.673	167.37	
6.56992	1.673	167.375	
6.56782	1.673	167.38	
6.47736	1.673	167.385	
6.52575	1.673	167.39	
6.6709	1.673	167.395	
6.64145	1.673	167.4	
6.50471	1.674	167.405	
6.5005	1.674	167.41	
6.62252	1.674	167.415	
6.57413	1.674	167.42	
6.42056	1.674	167.425	
6.45632	1.674	167.43	
6.65618	1.674	167.435	
6.69194	1.674	167.44	
6.57203	1.674	167.445	
6.56151	1.674	167.45	
6.65407	1.674	167.455	
6.60358	1.674	167.46	
6.4458	1.674	167.465	
6.4416	1.674	167.47	
6.58255	1.674	167.475	
6.63724	1.674	167.48	
6.55309	1.674	167.485	
6.58675	1.674	167.49	
6.68773	1.674	167.495	
6.65618	1.674	167.5	
6.49419	1.675	167.505	
6.47105	1.675	167.51	
6.62462	1.675	167.515	
6.63304	1.675	167.52	
6.5005	1.675	167.525	
6.50892	1.675	167.53	
6.70667	1.675	167.535	
6.72981	1.675	167.54	
6.57413	1.675	167.545	
6.48788	1.675	167.55	
6.59517	1.675	167.555	
6.56782	1.675	167.56	
6.47105	1.675	167.565	
6.48788	1.675	167.57	
6.6709	1.675	167.575	
6.73401	1.675	167.58	
6.63514	1.675	167.585	
6.60148	1.675	167.59	
6.63304	1.675	167.595	
6.57624	1.675	167.6	
6.41846	1.676	167.605	
6.44791	1.676	167.61	
6.64145	1.676	167.615	
6.69615	1.676	167.62	
6.58886	1.676	167.625	
6.58255	1.676	167.63	
6.69615	1.676	167.635	
6.64566	1.676	167.64	
6.46474	1.676	167.645	
6.42477	1.676	167.65	
6.56361	1.676	167.655	
6.58886	1.676	167.66	
6.55099	1.676	167.665	
6.59306	1.676	167.67	
6.71298	1.676	167.675	
6.72139	1.676	167.68	
6.54678	1.676	167.685	
6.48367	1.676	167.69	
6.52785	1.676	167.695	
6.50471	1.676	167.7	
6.43318	1.677	167.705	
6.51523	1.677	167.71	
6.72981	1.677	167.715	
6.79292	1.677	167.72	
6.64987	1.677	167.725	
6.57203	1.677	167.73	
6.62883	1.677	167.735	
6.54047	1.677	167.74	
6.40583	1.677	167.745	
6.41004	1.677	167.75	
6.58255	1.677	167.755	
6.67511	1.677	167.76	
6.62252	1.677	167.765	
6.64987	1.677	167.77	
6.72139	1.677	167.775	
6.67301	1.677	167.78	
6.49629	1.677	167.785	
6.43318	1.677	167.79	
6.5026	1.677	167.795	
6.56361	1.677	167.8	
6.52995	1.678	167.805	
6.60569	1.678	167.81	
6.74874	1.678	167.815	
6.76978	1.678	167.82	
6.62252	1.678	167.825	
6.53837	1.678	167.83	
6.5552	1.678	167.835	
6.54047	1.678	167.84	
6.46053	1.678	167.845	
6.51733	1.678	167.85	
6.66249	1.678	167.855	
6.73822	1.678	167.86	
6.67511	1.678	167.865	
6.63514	1.678	167.87	
6.62883	1.678	167.875	
6.56151	1.678	167.88	
6.45632	1.678	167.885	
6.47946	1.678	167.89	
6.56361	1.678	167.895	
6.62672	1.678	167.9	
6.6141	1.679	167.905	
6.66459	1.679	167.91	
6.71718	1.679	167.915	
6.6709	1.679	167.92	
6.51943	1.679	167.925	
6.4984	1.679	167.93	
6.56572	1.679	167.935	
6.57624	1.679	167.94	
6.5573	1.679	167.945	
6.61621	1.679	167.95	
6.71929	1.679	167.955	
6.68353	1.679	167.96	
6.55941	1.679	167.965	
6.57203	1.679	167.97	
6.59306	1.679	167.975	
6.53626	1.679	167.98	
6.48788	1.679	167.985	
6.54678	1.679	167.99	
6.6667	1.679	167.995	
6.6667	1.679	168	
6.59727	1.68	168.005	
6.60989	1.68	168.01	
6.66459	1.68	168.015	
6.60148	1.68	168.02	
6.48998	1.68	168.025	
6.52575	1.68	168.03	
6.66038	1.68	168.035	
6.67301	1.68	168.04	
6.59727	1.68	168.045	
6.62252	1.68	168.05	
6.68142	1.68	168.055	
6.62883	1.68	168.06	
6.52364	1.68	168.065	
6.52995	1.68	168.07	
6.59306	1.68	168.075	
6.57834	1.68	168.08	
6.53206	1.68	168.085	
6.58255	1.68	168.09	
6.66459	1.68	168.095	
6.61621	1.68	168.1	
6.54047	1.681	168.105	
6.56151	1.681	168.11	
6.67932	1.681	168.115	
6.64355	1.681	168.12	
6.54678	1.681	168.125	
6.58044	1.681	168.13	
6.68984	1.681	168.135	
6.6667	1.681	168.14	
6.55941	1.681	168.145	
6.57413	1.681	168.15	
6.64145	1.681	168.155	
6.58886	1.681	168.16	
6.48998	1.681	168.165	
6.53626	1.681	168.17	
6.62252	1.681	168.175	
6.60569	1.681	168.18	
6.53837	1.681	168.185	
6.60989	1.681	168.19	
6.70667	1.681	168.195	
6.65197	1.681	168.2	
6.52364	1.682	168.205	
6.58886	1.682	168.21	
6.7235	1.682	168.215	
6.68142	1.682	168.22	
6.52364	1.682	168.225	
6.56572	1.682	168.23	
6.69615	1.682	168.235	
6.67932	1.682	168.24	
6.52575	1.682	168.245	
6.55309	1.682	168.25	
6.67721	1.682	168.255	
6.64776	1.682	168.26	
6.51943	1.682	168.265	
6.54047	1.682	168.27	
6.6667	1.682	168.275	
6.63304	1.682	168.28	
6.53416	1.682	168.285	
6.58255	1.682	168.29	
6.68563	1.682	168.295	
6.62041	1.682	168.3	
6.52785	1.683	168.305	
6.56151	1.683	168.31	
6.71298	1.683	168.315	
6.68353	1.683	168.32	
6.51102	1.683	168.325	
6.55309	1.683	168.33	
6.70246	1.683	168.335	
6.66038	1.683	168.34	
6.52575	1.683	168.345	
6.55099	1.683	168.35	
6.70246	1.683	168.355	
6.68563	1.683	168.36	
6.53416	1.683	168.365	
6.56151	1.683	168.37	
6.66459	1.683	168.375	
6.62883	1.683	168.38	
6.51312	1.683	168.385	
6.53626	1.683	168.39	
6.6667	1.683	168.395	
6.612	1.683	168.4	
6.51943	1.684	168.405	
6.56992	1.684	168.41	
6.71087	1.684	168.415	
6.6667	1.684	168.42	
6.50471	1.684	168.425	
6.54047	1.684	168.43	
6.70246	1.684	168.435	
6.67511	1.684	168.44	
6.54889	1.684	168.445	
6.57203	1.684	168.45	
6.73822	1.684	168.455	
6.69825	1.684	168.46	
6.53626	1.684	168.465	
6.53416	1.684	168.47	
6.64145	1.684	168.475	
6.62883	1.684	168.48	
6.48998	1.684	168.485	
6.52364	1.684	168.49	
6.65197	1.684	168.495	
6.63304	1.684	168.5	
6.54047	1.685	168.505	
6.58044	1.685	168.51	
6.73191	1.685	168.515	
6.68773	1.685	168.52	
6.53626	1.685	168.525	
6.55309	1.685	168.53	
6.69194	1.685	168.535	
6.68563	1.685	168.54	
6.54678	1.685	168.545	
6.57624	1.685	168.55	
6.69615	1.685	168.555	
6.68142	1.685	168.56	
6.5573	1.685	168.565	
6.54678	1.685	168.57	
6.65197	1.685	168.575	
6.63093	1.685	168.58	
6.51523	1.685	168.585	
6.55309	1.685	168.59	
6.65407	1.685	168.595	
6.63304	1.685	168.6	
6.51733	1.686	168.605	
6.5573	1.686	168.61	
6.71508	1.686	168.615	
6.70035	1.686	168.62	
6.58044	1.686	168.625	
6.59727	1.686	168.63	
6.7235	1.686	168.635	
6.69615	1.686	168.64	
6.5573	1.686	168.645	
6.53416	1.686	168.65	
6.63304	1.686	168.655	
6.60989	1.686	168.66	
6.50471	1.686	168.665	
6.52364	1.686	168.67	
6.64145	1.686	168.675	
6.67511	1.686	168.68	
6.59306	1.686	168.685	
6.59727	1.686	168.69	
6.70456	1.686	168.695	
6.67301	1.686	168.7	
6.53206	1.687	168.705	
6.54468	1.687	168.71	
6.68353	1.687	168.715	
6.71298	1.687	168.72	
6.58465	1.687	168.725	
6.59938	1.687	168.73	
6.7277	1.687	168.735	
6.70456	1.687	168.74	
6.52785	1.687	168.745	
6.48367	1.687	168.75	
6.58465	1.687	168.755	
6.58675	1.687	168.76	
6.52785	1.687	168.765	
6.56572	1.687	168.77	
6.7256	1.687	168.775	
6.76557	1.687	168.78	
6.65618	1.687	168.785	
6.60989	1.687	168.79	
6.65197	1.687	168.795	
6.60779	1.687	168.8	
6.51523	1.688	168.805	
6.53837	1.688	168.81	
6.71298	1.688	168.815	
6.76767	1.688	168.82	
6.66038	1.688	168.825	
6.64145	1.688	168.83	
6.72981	1.688	168.835	
6.67511	1.688	168.84	
6.51943	1.688	168.845	
6.47946	1.688	168.85	
6.6141	1.688	168.855	
6.65197	1.688	168.86	
6.58886	1.688	168.865	
6.612	1.688	168.87	
6.70456	1.688	168.875	
6.69825	1.688	168.88	
6.57413	1.688	168.885	
6.52995	1.688	168.89	
6.60358	1.688	168.895	
6.62252	1.688	168.9	
6.58255	1.689	168.905	
6.64776	1.689	168.91	
6.82868	1.689	168.915	
6.83289	1.689	168.92	
6.66038	1.689	168.925	
6.58044	1.689	168.93	
6.64566	1.689	168.935	
6.61831	1.689	168.94	
6.51523	1.689	168.945	
6.54468	1.689	168.95	
6.68984	1.689	168.955	
6.73191	1.689	168.96	
6.64987	1.689	168.965	
6.64987	1.689	168.97	
6.69194	1.689	168.975	
6.64566	1.689	168.98	
6.51943	1.689	168.985	
6.53416	1.689	168.99	
6.63935	1.689	168.995	
6.68563	1.689	169	
6.63514	1.69	169.005	
6.69615	1.69	169.01	
6.7803	1.69	169.015	
6.73401	1.69	169.02	
6.57624	1.69	169.025	
6.52575	1.69	169.03	
6.62672	1.69	169.035	
6.64145	1.69	169.04	
6.59306	1.69	169.045	
6.65828	1.69	169.05	
6.77819	1.69	169.055	
6.77188	1.69	169.06	
6.64355	1.69	169.065	
6.60779	1.69	169.07	
6.63093	1.69	169.075	
6.58044	1.69	169.08	
6.51102	1.69	169.085	
6.54678	1.69	169.09	
6.67721	1.69	169.095	
6.70667	1.69	169.1	
6.66038	1.691	169.105	
6.71298	1.691	169.11	
6.80133	1.691	169.115	
6.71929	1.691	169.12	
6.59517	1.691	169.125	
6.59096	1.691	169.13	
6.69615	1.691	169.135	
6.69825	1.691	169.14	
6.6141	1.691	169.145	
6.64987	1.691	169.15	
6.75505	1.691	169.155	
6.70667	1.691	169.16	
6.57413	1.691	169.165	
6.55309	1.691	169.17	
6.61831	1.691	169.175	
6.61621	1.691	169.18	
6.58044	1.691	169.185	
6.63935	1.691	169.19	
6.73401	1.691	169.195	
6.70877	1.691	169.2	
6.63724	1.692	169.205	
6.66249	1.692	169.21	
6.74874	1.692	169.215	
6.70667	1.692	169.22	
6.57834	1.692	169.225	
6.62041	1.692	169.23	
6.70667	1.692	169.235	
6.68142	1.692	169.24	
6.56782	1.692	169.245	
6.58465	1.692	169.25	
6.68563	1.692	169.255	
6.63514	1.692	169.26	
6.55309	1.692	169.265	
6.59306	1.692	169.27	
6.70035	1.692	169.275	
6.69615	1.692	169.28	
6.60148	1.692	169.285	
6.64776	1.692	169.29	
6.7256	1.692	169.295	
6.67511	1.692	169.3	
6.58044	1.693	169.305	
6.62041	1.693	169.31	
6.73401	1.693	169.315	
6.69825	1.693	169.32	
6.57624	1.693	169.325	
6.62462	1.693	169.33	
6.7235	1.693	169.335	
6.69194	1.693	169.34	
6.57624	1.693	169.345	
6.612	1.693	169.35	
6.70877	1.693	169.355	
6.66459	1.693	169.36	
6.5573	1.693	169.365	
6.61621	1.693	169.37	
6.73191	1.693	169.375	
6.7277	1.693	169.38	
6.62883	1.693	169.385	
6.65407	1.693	169.39	
6.7256	1.693	169.395	
6.67511	1.693	169.4	
6.54889	1.694	169.405	
6.57624	1.694	169.41	
6.72139	1.694	169.415	
6.70877	1.694	169.42	
6.60989	1.694	169.425	
6.65828	1.694	169.43	
6.75505	1.694	169.435	
6.70667	1.694	169.44	
6.56361	1.694	169.445	
6.5552	1.694	169.45	
6.64776	1.694	169.455	
6.62252	1.694	169.46	
6.53206	1.694	169.465	
6.59938	1.694	169.47	
6.74453	1.694	169.475	
