gel_from_2_251	gel_from_2_251	gel_from_2_251	
Force	Distance	Time	
g	mm	sec	

2.09951	0.801	80.115	
2.16683	0.801	80.12	
1.90387	0.801	80.125	
1.78606	0.801	80.13	
2.00274	0.801	80.135	
2.1458	0.801	80.14	
2.01326	0.801	80.145	
1.9207	0.801	80.15	
2.12476	0.801	80.155	
2.19839	0.801	80.16	
1.96908	0.801	80.165	
1.84076	0.801	80.17	
1.98591	0.801	80.175	
2.089	0.801	80.18	
1.95225	0.801	80.185	
1.88493	0.801	80.19	
2.08689	0.801	80.195	
2.21312	0.801	80.2	
2.05744	0.802	80.205	
1.95015	0.802	80.21	
2.11845	0.802	80.215	
2.17525	0.802	80.22	
1.9754	0.802	80.225	
1.88704	0.802	80.23	
2.11214	0.802	80.235	
2.22363	0.802	80.24	
2.04061	0.802	80.245	
1.93963	0.802	80.25	
2.10372	0.802	80.255	
2.16894	0.802	80.26	
1.95436	0.802	80.265	
1.85338	0.802	80.27	
2.05534	0.802	80.275	
2.15421	0.802	80.28	
1.9775	0.802	80.285	
1.88704	0.802	80.29	
2.08689	0.802	80.295	
2.16263	0.802	80.3	
1.98171	0.803	80.305	
1.89756	0.803	80.31	
2.1479	0.803	80.315	
2.2636	0.803	80.32	
2.0322	0.803	80.325	
1.93542	0.803	80.33	
2.1458	0.803	80.335	
2.22153	0.803	80.34	
1.94805	0.803	80.345	
1.8071	0.803	80.35	
2.01537	0.803	80.355	
2.13317	0.803	80.36	
1.95015	0.803	80.365	
1.90176	0.803	80.37	
2.13317	0.803	80.375	
2.24678	0.803	80.38	
2.0364	0.803	80.385	
1.90387	0.803	80.39	
2.06796	0.803	80.395	
2.15211	0.803	80.4	
1.98171	0.804	80.405	
1.93332	0.804	80.41	
2.2068	0.804	80.415	
2.32882	0.804	80.42	
2.04903	0.804	80.425	
1.91228	0.804	80.43	
2.10583	0.804	80.435	
2.17314	0.804	80.44	
1.93332	0.804	80.445	
1.83024	0.804	80.45	
2.07217	0.804	80.455	
2.19208	0.804	80.46	
2.02168	0.804	80.465	
1.93332	0.804	80.47	
2.14159	0.804	80.475	
2.2026	0.804	80.48	
1.95646	0.804	80.485	
1.83445	0.804	80.49	
2.05954	0.804	80.495	
2.16683	0.804	80.5	
2.00274	0.805	80.505	
1.96908	0.805	80.51	
2.2636	0.805	80.515	
2.36248	0.805	80.52	
2.05954	0.805	80.525	
1.88073	0.805	80.53	
2.05323	0.805	80.535	
2.13528	0.805	80.54	
1.90387	0.805	80.545	
1.85128	0.805	80.55	
2.11634	0.805	80.555	
2.27202	0.805	80.56	
2.06796	0.805	80.565	
1.92491	0.805	80.57	
2.11003	0.805	80.575	
2.19629	0.805	80.58	
2.00695	0.805	80.585	
1.88704	0.805	80.59	
2.09741	0.805	80.595	
2.24257	0.805	80.6	
2.05744	0.806	80.605	
1.97329	0.806	80.61	
2.17314	0.806	80.615	
2.24888	0.806	80.62	
2.00064	0.806	80.625	
1.89335	0.806	80.63	
2.11634	0.806	80.635	
2.21943	0.806	80.64	
2.01747	0.806	80.645	
1.92911	0.806	80.65	
2.14159	0.806	80.655	
2.21522	0.806	80.66	
1.99222	0.806	80.665	
1.88704	0.806	80.67	
2.07427	0.806	80.675	
2.21101	0.806	80.68	
2.0322	0.806	80.685	
1.95646	0.806	80.69	
2.16052	0.806	80.695	
2.25098	0.806	80.7	
2.02168	0.807	80.705	
1.92701	0.807	80.71	
2.1479	0.807	80.715	
2.2594	0.807	80.72	
2.01116	0.807	80.725	
1.92491	0.807	80.73	
2.16473	0.807	80.735	
2.29095	0.807	80.74	
2.05534	0.807	80.745	
1.90808	0.807	80.75	
2.07427	0.807	80.755	
2.15	0.807	80.76	
1.93753	0.807	80.765	
1.83865	0.807	80.77	
2.07427	0.807	80.775	
2.21732	0.807	80.78	
2.07637	0.807	80.785	
1.98802	0.807	80.79	
2.16473	0.807	80.795	
2.26571	0.807	80.8	
2.05113	0.808	80.805	
1.94174	0.808	80.81	
2.1479	0.808	80.815	
2.27202	0.808	80.82	
2.04692	0.808	80.825	
1.93122	0.808	80.83	
2.15	0.808	80.835	
2.27202	0.808	80.84	
2.04903	0.808	80.845	
1.91018	0.808	80.85	
2.08268	0.808	80.855	
2.17946	0.808	80.86	
1.99433	0.808	80.865	
1.866	0.808	80.87	
2.07217	0.808	80.875	
2.23626	0.808	80.88	
2.07848	0.808	80.885	
1.99643	0.808	80.89	
2.16263	0.808	80.895	
2.24678	0.808	80.9	
2.0364	0.809	80.905	
1.9228	0.809	80.91	
2.15421	0.809	80.915	
2.2636	0.809	80.92	
2.06796	0.809	80.925	
1.96698	0.809	80.93	
2.18577	0.809	80.935	
2.28254	0.809	80.94	
2.05534	0.809	80.945	
1.90808	0.809	80.95	
2.06796	0.809	80.955	
2.15632	0.809	80.96	
1.96067	0.809	80.965	
1.88283	0.809	80.97	
2.11845	0.809	80.975	
2.23626	0.809	80.98	
2.08268	0.809	80.985	
1.98171	0.809	80.99	
2.15	0.809	80.995	
2.25309	0.809	81	
2.06375	0.81	81.005	
1.98591	0.81	81.01	
2.23415	0.81	81.015	
2.34565	0.81	81.02	
2.13949	0.81	81.025	
2.02799	0.81	81.03	
2.18577	0.81	81.035	
2.22784	0.81	81.04	
1.95646	0.81	81.045	
1.83024	0.81	81.05	
2.05534	0.81	81.055	
2.2026	0.81	81.06	
2.04482	0.81	81.065	
1.97329	0.81	81.07	
2.18997	0.81	81.075	
2.29306	0.81	81.08	
2.08058	0.81	81.085	
1.93963	0.81	81.09	
2.12266	0.81	81.095	
2.24467	0.81	81.1	
2.11003	0.811	81.105	
2.06586	0.811	81.11	
2.3162	0.811	81.115	
2.37931	0.811	81.12	
2.12055	0.811	81.125	
1.97329	0.811	81.13	
2.10583	0.811	81.135	
2.15632	0.811	81.14	
1.92491	0.811	81.145	
1.86179	0.811	81.15	
2.12686	0.811	81.155	
2.30358	0.811	81.16	
2.13528	0.811	81.165	
2.04061	0.811	81.17	
2.18787	0.811	81.175	
2.23626	0.811	81.18	
1.98171	0.811	81.185	
1.85969	0.811	81.19	
2.06165	0.811	81.195	
2.19839	0.811	81.2	
2.08058	0.812	81.205	
2.06375	0.812	81.21	
2.32041	0.812	81.215	
2.38562	0.812	81.22	
2.10583	0.812	81.225	
1.92911	0.812	81.23	
2.0932	0.812	81.235	
2.18366	0.812	81.24	
1.99854	0.812	81.245	
1.93332	0.812	81.25	
2.19418	0.812	81.255	
2.32672	0.812	81.26	
2.12055	0.812	81.265	
1.96698	0.812	81.27	
2.10162	0.812	81.275	
2.17104	0.812	81.28	
1.98802	0.812	81.285	
1.90387	0.812	81.29	
2.13949	0.812	81.295	
2.28675	0.812	81.3	
2.16052	0.813	81.305	
2.11424	0.813	81.31	
2.30989	0.813	81.315	
2.36248	0.813	81.32	
2.10372	0.813	81.325	
1.94174	0.813	81.33	
2.12686	0.813	81.335	
2.21943	0.813	81.34	
2.04482	0.813	81.345	
1.96698	0.813	81.35	
2.19418	0.813	81.355	
2.29726	0.813	81.36	
2.06375	0.813	81.365	
1.93332	0.813	81.37	
2.09951	0.813	81.375	
2.18997	0.813	81.38	
2.04482	0.813	81.385	
1.99854	0.813	81.39	
2.21943	0.813	81.395	
2.35827	0.813	81.4	
2.17946	0.814	81.405	
2.06586	0.814	81.41	
2.22995	0.814	81.415	
2.28043	0.814	81.42	
2.05534	0.814	81.425	
1.93753	0.814	81.43	
2.13528	0.814	81.435	
2.21522	0.814	81.44	
2.0322	0.814	81.445	
1.96277	0.814	81.45	
2.17525	0.814	81.455	
2.24888	0.814	81.46	
2.06586	0.814	81.465	
1.99012	0.814	81.47	
2.18787	0.814	81.475	
2.30358	0.814	81.48	
2.12055	0.814	81.485	
2.05534	0.814	81.49	
2.23205	0.814	81.495	
2.28885	0.814	81.5	
2.07427	0.815	81.505	
1.98591	0.815	81.51	
2.17946	0.815	81.515	
2.25519	0.815	81.52	
2.05323	0.815	81.525	
1.96067	0.815	81.53	
2.18577	0.815	81.535	
2.28675	0.815	81.54	
2.07006	0.815	81.545	
1.95646	0.815	81.55	
2.14159	0.815	81.555	
2.24046	0.815	81.56	
2.06375	0.815	81.565	
1.98171	0.815	81.57	
2.18156	0.815	81.575	
2.29516	0.815	81.58	
2.1479	0.815	81.585	
2.07427	0.815	81.59	
2.22363	0.815	81.595	
2.29306	0.815	81.6	
2.11634	0.816	81.605	
2.04271	0.816	81.61	
2.24467	0.816	81.615	
2.34355	0.816	81.62	
2.11634	0.816	81.625	
2.02168	0.816	81.63	
2.22784	0.816	81.635	
2.29726	0.816	81.64	
2.06586	0.816	81.645	
1.95436	0.816	81.65	
2.13107	0.816	81.655	
2.23836	0.816	81.66	
2.04903	0.816	81.665	
1.99012	0.816	81.67	
2.21943	0.816	81.675	
2.34355	0.816	81.68	
2.16894	0.816	81.685	
2.08689	0.816	81.69	
2.24257	0.816	81.695	
2.28675	0.816	81.7	
2.08479	0.817	81.705	
2.01326	0.817	81.71	
2.22574	0.817	81.715	
2.30568	0.817	81.72	
2.089	0.817	81.725	
1.99854	0.817	81.73	
2.22784	0.817	81.735	
2.31409	0.817	81.74	
2.05113	0.817	81.745	
1.93963	0.817	81.75	
2.15842	0.817	81.755	
2.28254	0.817	81.76	
2.07637	0.817	81.765	
1.99012	0.817	81.77	
2.23415	0.817	81.775	
2.35827	0.817	81.78	
2.15211	0.817	81.785	
2.04482	0.817	81.79	
2.21732	0.817	81.795	
2.3183	0.817	81.8	
2.13107	0.818	81.805	
2.03009	0.818	81.81	
2.24046	0.818	81.815	
2.33724	0.818	81.82	
2.089	0.818	81.825	
1.98171	0.818	81.83	
2.21943	0.818	81.835	
2.30778	0.818	81.84	
2.08689	0.818	81.845	
1.98591	0.818	81.85	
2.19839	0.818	81.855	
2.32041	0.818	81.86	
2.12055	0.818	81.865	
2.03009	0.818	81.87	
2.22574	0.818	81.875	
2.31409	0.818	81.88	
2.12055	0.818	81.885	
2.0322	0.818	81.89	
2.24678	0.818	81.895	
2.32251	0.818	81.9	
2.13528	0.819	81.905	
2.07427	0.819	81.91	
2.28043	0.819	81.915	
2.34986	0.819	81.92	
2.07217	0.819	81.925	
1.94805	0.819	81.93	
2.15421	0.819	81.935	
2.28885	0.819	81.94	
2.07637	0.819	81.945	
1.99643	0.819	81.95	
2.22784	0.819	81.955	
2.34355	0.819	81.96	
2.15632	0.819	81.965	
2.05954	0.819	81.97	
2.24046	0.819	81.975	
2.32251	0.819	81.98	
2.12055	0.819	81.985	
2.01116	0.819	81.99	
2.21101	0.819	81.995	
2.31409	0.819	82	
2.12476	0.82	82.005	
2.04903	0.82	82.01	
2.24467	0.82	82.015	
2.29516	0.82	82.02	
2.06375	0.82	82.025	
1.97119	0.82	82.03	
2.19208	0.82	82.035	
2.32251	0.82	82.04	
2.12686	0.82	82.045	
2.04271	0.82	82.05	
2.24678	0.82	82.055	
2.33934	0.82	82.06	
2.10793	0.82	82.065	
1.9754	0.82	82.07	
2.18156	0.82	82.075	
2.3183	0.82	82.08	
2.15211	0.82	82.085	
2.05323	0.82	82.09	
2.22363	0.82	82.095	
2.33513	0.82	82.1	
2.14159	0.821	82.105	
2.0364	0.821	82.11	
2.24257	0.821	82.115	
2.34144	0.821	82.12	
2.14159	0.821	82.125	
2.04692	0.821	82.13	
2.25729	0.821	82.135	
2.36038	0.821	82.14	
2.16263	0.821	82.145	
2.02378	0.821	82.15	
2.20049	0.821	82.155	
2.30147	0.821	82.16	
2.11634	0.821	82.165	
1.99433	0.821	82.17	
2.2026	0.821	82.175	
2.35617	0.821	82.18	
2.19418	0.821	82.185	
2.08268	0.821	82.19	
2.22574	0.821	82.195	
2.31409	0.821	82.2	
2.13738	0.822	82.205	
2.01957	0.822	82.21	
2.21312	0.822	82.215	
2.35617	0.822	82.22	
2.16683	0.822	82.225	
2.06586	0.822	82.23	
2.23415	0.822	82.235	
2.32461	0.822	82.24	
2.12266	0.822	82.245	
1.9754	0.822	82.25	
2.11845	0.822	82.255	
2.23626	0.822	82.26	
2.13738	0.822	82.265	
2.10793	0.822	82.27	
2.31199	0.822	82.275	
2.44663	0.822	82.28	
2.25729	0.822	82.285	
2.10372	0.822	82.29	
2.18577	0.822	82.295	
2.22784	0.822	82.3	
2.06165	0.823	82.305	
2.01326	0.823	82.31	
2.25729	0.823	82.315	
2.38983	0.823	82.32	
2.21312	0.823	82.325	
2.0911	0.823	82.33	
2.26781	0.823	82.335	
2.35407	0.823	82.34	
2.11003	0.823	82.345	
1.99012	0.823	82.35	
2.18366	0.823	82.355	
2.31199	0.823	82.36	
2.17946	0.823	82.365	
2.12266	0.823	82.37	
2.32461	0.823	82.375	
2.41087	0.823	82.38	
2.20891	0.823	82.385	
2.05744	0.823	82.39	
2.18156	0.823	82.395	
2.25729	0.823	82.4	
2.11003	0.824	82.405	
2.05954	0.824	82.41	
2.29726	0.824	82.415	
2.38983	0.824	82.42	
2.16473	0.824	82.425	
2.06165	0.824	82.43	
2.25309	0.824	82.435	
2.33724	0.824	82.44	
2.15421	0.824	82.445	
2.08058	0.824	82.45	
2.28885	0.824	82.455	
2.38141	0.824	82.46	
2.17735	0.824	82.465	
2.07006	0.824	82.47	
2.2615	0.824	82.475	
2.33513	0.824	82.48	
2.13949	0.824	82.485	
2.0322	0.824	82.49	
2.21943	0.824	82.495	
2.3183	0.824	82.5	
2.13949	0.825	82.505	
2.0932	0.825	82.51	
2.32882	0.825	82.515	
2.43611	0.825	82.52	
2.21101	0.825	82.525	
2.0911	0.825	82.53	
2.27623	0.825	82.535	
2.36038	0.825	82.54	
2.15842	0.825	82.545	
2.06796	0.825	82.55	
2.26992	0.825	82.555	
2.37721	0.825	82.56	
2.18577	0.825	82.565	
2.07006	0.825	82.57	
2.25519	0.825	82.575	
2.33724	0.825	82.58	
2.1458	0.825	82.585	
2.0322	0.825	82.59	
2.23205	0.825	82.595	
2.33724	0.825	82.6	
2.18577	0.826	82.605	
2.13317	0.826	82.61	
2.33724	0.826	82.615	
2.41718	0.826	82.62	
2.1458	0.826	82.625	
2.02588	0.826	82.63	
2.21732	0.826	82.635	
2.3162	0.826	82.64	
2.14159	0.826	82.645	
2.06586	0.826	82.65	
2.28464	0.826	82.655	
2.38772	0.826	82.66	
2.19208	0.826	82.665	
2.07217	0.826	82.67	
2.22784	0.826	82.675	
2.29726	0.826	82.68	
2.13528	0.826	82.685	
2.0343	0.826	82.69	
2.23836	0.826	82.695	
2.33934	0.826	82.7	
2.21522	0.827	82.705	
2.15632	0.827	82.71	
2.35617	0.827	82.715	
2.39824	0.827	82.72	
2.1479	0.827	82.725	
2.0364	0.827	82.73	
2.21732	0.827	82.735	
2.34986	0.827	82.74	
2.20891	0.827	82.745	
2.1479	0.827	82.75	
2.35407	0.827	82.755	
2.41087	0.827	82.76	
2.19208	0.827	82.765	
2.05113	0.827	82.77	
2.2068	0.827	82.775	
2.28464	0.827	82.78	
2.13107	0.827	82.785	
2.0911	0.827	82.79	
2.30568	0.827	82.795	
2.4319	0.827	82.8	
2.22363	0.828	82.805	
2.13738	0.828	82.81	
2.34565	0.828	82.815	
2.40876	0.828	82.82	
2.16263	0.828	82.825	
2.08058	0.828	82.83	
2.28043	0.828	82.835	
2.40245	0.828	82.84	
2.20891	0.828	82.845	
2.11634	0.828	82.85	
2.27623	0.828	82.855	
2.35196	0.828	82.86	
2.12476	0.828	82.865	
2.04061	0.828	82.87	
2.25309	0.828	82.875	
2.37721	0.828	82.88	
2.23626	0.828	82.885	
2.16473	0.828	82.89	
2.30989	0.828	82.895	
2.38772	0.828	82.9	
2.18787	0.829	82.905	
2.08479	0.829	82.91	
2.3162	0.829	82.915	
2.43611	0.829	82.92	
2.24257	0.829	82.925	
2.16263	0.829	82.93	
2.37089	0.829	82.935	
2.40245	0.829	82.94	
2.16473	0.829	82.945	
2.02378	0.829	82.95	
2.25098	0.829	82.955	
2.36248	0.829	82.96	
2.18156	0.829	82.965	
2.15	0.829	82.97	
2.373	0.829	82.975	
2.45504	0.829	82.98	
2.23205	0.829	82.985	
2.07217	0.829	82.99	
2.22784	0.829	82.995	
2.31409	0.829	83	
2.12686	0.83	83.005	
2.10372	0.83	83.01	
2.37721	0.83	83.015	
2.50343	0.83	83.02	
2.27623	0.83	83.025	
2.15211	0.83	83.03	
2.30568	0.83	83.035	
2.34986	0.83	83.04	
2.13107	0.83	83.045	
2.03009	0.83	83.05	
2.2636	0.83	83.055	
2.42349	0.83	83.06	
2.26781	0.83	83.065	
2.19208	0.83	83.07	
2.3751	0.83	83.075	
2.42138	0.83	83.08	
2.17946	0.83	83.085	
2.07217	0.83	83.09	
2.2615	0.83	83.095	
2.35827	0.83	83.1	
2.18577	0.831	83.105	
2.16263	0.831	83.11	
2.44032	0.831	83.115	
2.51816	0.831	83.12	
2.23626	0.831	83.125	
2.07427	0.831	83.13	
2.27833	0.831	83.135	
2.40035	0.831	83.14	
2.17735	0.831	83.145	
2.08058	0.831	83.15	
2.34775	0.831	83.155	
2.46767	0.831	83.16	
2.2636	0.831	83.165	
2.12686	0.831	83.17	
2.28464	0.831	83.175	
2.36038	0.831	83.18	
2.14159	0.831	83.185	
2.05534	0.831	83.19	
2.28254	0.831	83.195	
2.4298	0.831	83.2	
2.26781	0.832	83.205	
2.19208	0.832	83.21	
2.40876	0.832	83.215	
2.45504	0.832	83.22	
2.18997	0.832	83.225	
2.07217	0.832	83.23	
2.28885	0.832	83.235	
2.41507	0.832	83.24	
2.24467	0.832	83.245	
2.18156	0.832	83.25	
2.40455	0.832	83.255	
2.48239	0.832	83.26	
2.2068	0.832	83.265	
2.04903	0.832	83.27	
2.23626	0.832	83.275	
2.34565	0.832	83.28	
2.19418	0.832	83.285	
2.12476	0.832	83.29	
2.36248	0.832	83.295	
2.50343	0.832	83.3	
2.29516	0.833	83.305	
2.13738	0.833	83.31	
2.29095	0.833	83.315	
2.37931	0.833	83.32	
2.16052	0.833	83.325	
2.06796	0.833	83.33	
2.32672	0.833	83.335	
2.50764	0.833	83.34	
2.32251	0.833	83.345	
2.16473	0.833	83.35	
2.32041	0.833	83.355	
2.37089	0.833	83.36	
2.16683	0.833	83.365	
2.04271	0.833	83.37	
2.24257	0.833	83.375	
2.40245	0.833	83.38	
2.29095	0.833	83.385	
2.2068	0.833	83.39	
2.36669	0.833	83.395	
2.43821	0.833	83.4	
2.24888	0.834	83.405	
2.12476	0.834	83.41	
2.27833	0.834	83.415	
2.39193	0.834	83.42	
2.22153	0.834	83.425	
2.15632	0.834	83.43	
2.35617	0.834	83.435	
2.48029	0.834	83.44	
2.30989	0.834	83.445	
2.17735	0.834	83.45	
2.30989	0.834	83.455	
2.373	0.834	83.46	
2.21522	0.834	83.465	
2.12686	0.834	83.47	
2.30989	0.834	83.475	
2.42138	0.834	83.48	
2.28675	0.834	83.485	
2.17525	0.834	83.49	
2.32461	0.834	83.495	
2.38983	0.834	83.5	
2.23205	0.835	83.505	
2.16894	0.835	83.51	
2.35617	0.835	83.515	
2.43611	0.835	83.52	
2.25729	0.835	83.525	
2.17314	0.835	83.53	
2.36669	0.835	83.535	
2.45294	0.835	83.54	
2.23626	0.835	83.545	
2.12266	0.835	83.55	
2.30568	0.835	83.555	
2.39193	0.835	83.56	
2.21732	0.835	83.565	
2.14159	0.835	83.57	
2.30989	0.835	83.575	
2.44453	0.835	83.58	
2.2636	0.835	83.585	
2.15842	0.835	83.59	
2.29306	0.835	83.595	
2.39824	0.835	83.6	
2.25519	0.836	83.605	
2.19208	0.836	83.61	
2.40876	0.836	83.615	
2.48239	0.836	83.62	
2.28885	0.836	83.625	
2.17525	0.836	83.63	
2.34775	0.836	83.635	
2.42349	0.836	83.64	
2.22153	0.836	83.645	
2.12686	0.836	83.65	
2.3162	0.836	83.655	
2.41297	0.836	83.66	
2.24467	0.836	83.665	
2.15632	0.836	83.67	
2.34986	0.836	83.675	
2.46135	0.836	83.68	
2.29516	0.836	83.685	
2.2026	0.836	83.69	
2.36038	0.836	83.695	
2.42559	0.836	83.7	
2.24467	0.837	83.705	
2.17735	0.837	83.71	
2.36879	0.837	83.715	
2.49081	0.837	83.72	
2.30147	0.837	83.725	
2.22995	0.837	83.73	
2.40666	0.837	83.735	
2.47187	0.837	83.74	
2.24467	0.837	83.745	
2.11845	0.837	83.75	
2.3162	0.837	83.755	
2.40455	0.837	83.76	
2.2594	0.837	83.765	
2.20049	0.837	83.77	
2.41718	0.837	83.775	
2.49291	0.837	83.78	
2.28885	0.837	83.785	
2.14369	0.837	83.79	
2.29306	0.837	83.795	
2.39404	0.837	83.8	
2.21943	0.838	83.805	
2.19839	0.838	83.81	
2.44663	0.838	83.815	
2.54971	0.838	83.82	
2.32251	0.838	83.825	
2.18787	0.838	83.83	
2.34986	0.838	83.835	
2.41087	0.838	83.84	
2.19208	0.838	83.845	
2.14369	0.838	83.85	
2.38562	0.838	83.855	
2.52657	0.838	83.86	
2.36248	0.838	83.865	
2.26992	0.838	83.87	
2.42138	0.838	83.875	
2.46556	0.838	83.88	
2.2068	0.838	83.885	
2.08689	0.838	83.89	
2.27412	0.838	83.895	
2.40876	0.838	83.9	
2.28254	0.839	83.905	
2.26571	0.839	83.91	
2.49291	0.839	83.915	
2.56233	0.839	83.92	
2.30778	0.839	83.925	
2.15842	0.839	83.93	
2.32672	0.839	83.935	
2.42559	0.839	83.94	
2.25519	0.839	83.945	
2.20891	0.839	83.95	
2.41718	0.839	83.955	
2.49712	0.839	83.96	
2.2636	0.839	83.965	
2.15421	0.839	83.97	
2.33513	0.839	83.975	
2.4319	0.839	83.98	
2.24257	0.839	83.985	
2.18156	0.839	83.99	
2.40876	0.839	83.995	
2.52657	0.839	84	
2.32672	0.84	84.005	
2.23205	0.84	84.01	
2.43821	0.84	84.015	
2.49922	0.84	84.02	
2.25098	0.84	84.025	
2.13738	0.84	84.03	
2.36879	0.84	84.035	
2.47818	0.84	84.04	
2.30358	0.84	84.045	
2.19839	0.84	84.05	
2.39193	0.84	84.055	
2.45084	0.84	84.06	
2.24257	0.84	84.065	
2.13949	0.84	84.07	
2.33303	0.84	84.075	
2.45715	0.84	84.08	
2.30778	0.84	84.085	
2.23626	0.84	84.09	
2.42559	0.84	84.095	
2.49922	0.84	84.1	
2.26992	0.841	84.105	
2.18787	0.841	84.11	
2.38983	0.841	84.115	
2.47187	0.841	84.12	
2.2636	0.841	84.125	
2.18577	0.841	84.13	
2.44242	0.841	84.135	
2.55813	0.841	84.14	
2.33513	0.841	84.145	
2.20891	0.841	84.15	
2.41087	0.841	84.155	
2.47608	0.841	84.16	
2.27623	0.841	84.165	
2.17946	0.841	84.17	
2.39193	0.841	84.175	
2.51395	0.841	84.18	
2.33724	0.841	84.185	
2.21943	0.841	84.19	
2.38562	0.841	84.195	
2.45715	0.841	84.2	
2.2636	0.842	84.205	
2.17946	0.842	84.21	
2.43611	0.842	84.215	
2.55392	0.842	84.22	
2.36038	0.842	84.225	
2.2636	0.842	84.23	
2.44032	0.842	84.235	
2.50974	0.842	84.24	
2.2636	0.842	84.245	
2.11845	0.842	84.25	
2.3183	0.842	84.255	
2.45715	0.842	84.26	
2.30147	0.842	84.265	
2.22574	0.842	84.27	
2.43401	0.842	84.275	
2.5413	0.842	84.28	
2.3183	0.842	84.285	
2.21522	0.842	84.29	
2.36038	0.842	84.295	
2.46556	0.842	84.3	
2.32461	0.843	84.305	
2.27623	0.843	84.31	
2.52236	0.843	84.315	
2.61072	0.843	84.32	
2.35407	0.843	84.325	
2.2068	0.843	84.33	
2.38772	0.843	84.335	
2.4845	0.843	84.34	
2.25519	0.843	84.345	
2.16052	0.843	84.35	
2.38562	0.843	84.355	
2.50553	0.843	84.36	
2.3183	0.843	84.365	
2.19839	0.843	84.37	
2.39193	0.843	84.375	
2.50133	0.843	84.38	
2.31199	0.843	84.385	
2.20891	0.843	84.39	
2.42138	0.843	84.395	
2.52447	0.843	84.4	
2.33724	0.844	84.405	
2.27412	0.844	84.41	
2.49081	0.844	84.415	
2.58758	0.844	84.42	
2.34355	0.844	84.425	
2.21522	0.844	84.43	
2.43611	0.844	84.435	
2.55392	0.844	84.44	
2.30778	0.844	84.445	
2.17946	0.844	84.45	
2.41718	0.844	84.455	
2.53078	0.844	84.46	
2.33513	0.844	84.465	
2.21522	0.844	84.47	
2.40455	0.844	84.475	
2.50974	0.844	84.48	
2.30568	0.844	84.485	
2.17104	0.844	84.49	
2.37089	0.844	84.495	
2.51395	0.844	84.5	
2.34355	0.845	84.505	
2.26992	0.845	84.51	
2.4866	0.845	84.515	
2.58547	0.845	84.52	
2.3162	0.845	84.525	
2.1458	0.845	84.53	
2.34775	0.845	84.535	
2.50133	0.845	84.54	
2.32251	0.845	84.545	
2.21943	0.845	84.55	
2.44663	0.845	84.555	
2.57496	0.845	84.56	
2.36038	0.845	84.565	
2.19418	0.845	84.57	
2.36248	0.845	84.575	
2.45715	0.845	84.58	
2.27623	0.845	84.585	
2.19629	0.845	84.59	
2.42559	0.845	84.595	
2.5981	0.845	84.6	
2.46556	0.846	84.605	
2.34144	0.846	84.61	
2.52447	0.846	84.615	
2.59389	0.846	84.62	
2.34355	0.846	84.625	
2.17946	0.846	84.63	
2.3751	0.846	84.635	
2.52026	0.846	84.64	
2.34355	0.846	84.645	
2.23205	0.846	84.65	
2.42559	0.846	84.655	
2.5413	0.846	84.66	
2.34775	0.846	84.665	
2.18787	0.846	84.67	
2.33724	0.846	84.675	
2.46977	0.846	84.68	
2.34144	0.846	84.685	
2.24888	0.846	84.69	
2.42559	0.846	84.695	
2.57285	0.846	84.7	
2.45294	0.847	84.705	
2.34144	0.847	84.71	
2.46346	0.847	84.715	
2.53288	0.847	84.72	
2.30568	0.847	84.725	
2.18156	0.847	84.73	
2.38562	0.847	84.735	
2.51395	0.847	84.74	
2.36669	0.847	84.745	
2.2615	0.847	84.75	
2.4319	0.847	84.755	
2.53499	0.847	84.76	
2.34355	0.847	84.765	
2.19418	0.847	84.77	
2.36669	0.847	84.775	
2.50133	0.847	84.78	
2.41507	0.847	84.785	
2.33092	0.847	84.79	
2.48239	0.847	84.795	
2.56654	0.847	84.8	
2.40876	0.848	84.805	
2.3162	0.848	84.81	
2.45084	0.848	84.815	
2.53499	0.848	84.82	
2.37721	0.848	84.825	
2.29937	0.848	84.83	
2.47608	0.848	84.835	
2.5413	0.848	84.84	
2.33092	0.848	84.845	
2.20049	0.848	84.85	
2.32461	0.848	84.855	
2.41507	0.848	84.86	
2.29726	0.848	84.865	
2.25729	0.848	84.87	
2.46346	0.848	84.875	
2.57496	0.848	84.88	
2.44032	0.848	84.885	
2.32041	0.848	84.89	
2.41718	0.848	84.895	
2.45504	0.848	84.9	
2.29937	0.849	84.905	
2.27833	0.849	84.91	
2.51605	0.849	84.915	
2.59599	0.849	84.92	
2.40876	0.849	84.925	
2.32251	0.849	84.93	
2.46556	0.849	84.935	
2.49712	0.849	84.94	
2.27623	0.849	84.945	
2.20049	0.849	84.95	
2.41928	0.849	84.955	
2.52026	0.849	84.96	
2.39404	0.849	84.965	
2.34565	0.849	84.97	
2.5434	0.849	84.975	
2.59179	0.849	84.98	
2.38562	0.849	84.985	
2.24888	0.849	84.99	
2.4298	0.849	84.995	
2.51816	0.849	85	
2.38562	0.85	85.005	
2.32041	0.85	85.01	
2.52236	0.85	85.015	
2.58758	0.85	85.02	
2.34986	0.85	85.025	
2.24257	0.85	85.03	
2.42138	0.85	85.035	
2.50553	0.85	85.04	
2.32041	0.85	85.045	
2.25309	0.85	85.05	
2.44453	0.85	85.055	
2.52447	0.85	85.06	
2.34775	0.85	85.065	
2.27623	0.85	85.07	
2.47187	0.85	85.075	
2.5455	0.85	85.08	
2.34355	0.85	85.085	
2.26571	0.85	85.09	
2.43821	0.85	85.095	
2.51605	0.85	85.1	
