gel_from_2_251	gel_from_2_251	gel_from_2_251	
Force	Distance	Time	
g	mm	sec	

11.3896	1.658	234.21	
11.3012	1.658	234.215	
11.2823	1.658	234.22	
11.3328	1.658	234.225	
11.3664	1.658	234.23	
11.3538	1.658	234.235	
11.3517	1.658	234.24	
11.4043	1.658	234.245	
11.4064	1.658	234.25	
11.3475	1.658	234.255	
11.3054	1.658	234.26	
11.3054	1.658	234.265	
11.3012	1.658	234.27	
11.2823	1.658	234.275	
11.2991	1.658	234.28	
11.3475	1.658	234.285	
11.3874	1.658	234.29	
11.3874	1.658	234.295	
11.3769	1.658	234.3	
11.3727	1.657	234.305	
11.3496	1.657	234.31	
11.2528	1.657	234.315	
11.2444	1.657	234.32	
11.3012	1.657	234.325	
11.3433	1.657	234.33	
11.3243	1.657	234.335	
11.3222	1.657	234.34	
11.3433	1.657	234.345	
11.3559	1.657	234.35	
11.3117	1.657	234.355	
11.2949	1.657	234.36	
11.3349	1.657	234.365	
11.3664	1.657	234.37	
11.3412	1.657	234.375	
11.3559	1.657	234.38	
11.3853	1.657	234.385	
11.3959	1.657	234.39	
11.3012	1.657	234.395	
11.2255	1.657	234.4	
11.2738	1.656	234.405	
11.337	1.656	234.41	
11.2675	1.656	234.415	
11.1792	1.656	234.42	
11.257	1.656	234.425	
11.3874	1.656	234.43	
11.3938	1.656	234.435	
11.2949	1.656	234.44	
11.2823	1.656	234.445	
11.3622	1.656	234.45	
11.3917	1.656	234.455	
11.297	1.656	234.46	
11.2402	1.656	234.465	
11.2633	1.656	234.47	
11.2886	1.656	234.475	
11.2844	1.656	234.48	
11.2507	1.656	234.485	
11.297	1.656	234.49	
11.3391	1.656	234.495	
11.3264	1.656	234.5	
11.2802	1.655	234.505	
11.2486	1.655	234.51	
11.2612	1.655	234.515	
11.2928	1.655	234.52	
11.3433	1.655	234.525	
11.3832	1.655	234.53	
11.3685	1.655	234.535	
11.3475	1.655	234.54	
11.3201	1.655	234.545	
11.2528	1.655	234.55	
11.2002	1.655	234.555	
11.2276	1.655	234.56	
11.2696	1.655	234.565	
11.3075	1.655	234.57	
11.3243	1.655	234.575	
11.358	1.655	234.58	
11.3748	1.655	234.585	
11.3328	1.655	234.59	
11.2549	1.655	234.595	
11.217	1.655	234.6	
11.217	1.654	234.605	
11.2339	1.654	234.61	
11.2086	1.654	234.615	
11.2213	1.654	234.62	
11.3433	1.654	234.625	
11.3664	1.654	234.63	
11.2802	1.654	234.635	
11.2339	1.654	234.64	
11.2402	1.654	234.645	
11.2402	1.654	234.65	
11.2149	1.654	234.655	
11.236	1.654	234.66	
11.3054	1.654	234.665	
11.3412	1.654	234.67	
11.3054	1.654	234.675	
11.2696	1.654	234.68	
11.2591	1.654	234.685	
11.236	1.654	234.69	
11.1729	1.654	234.695	
11.1708	1.654	234.7	
11.217	1.653	234.705	
11.2528	1.653	234.71	
11.2402	1.653	234.715	
11.2486	1.653	234.72	
11.3222	1.653	234.725	
11.3159	1.653	234.73	
11.2444	1.653	234.735	
11.1855	1.653	234.74	
11.2086	1.653	234.745	
11.2444	1.653	234.75	
11.257	1.653	234.755	
11.2738	1.653	234.76	
11.3075	1.653	234.765	
11.2844	1.653	234.77	
11.2255	1.653	234.775	
11.1708	1.653	234.78	
11.1476	1.653	234.785	
11.1581	1.653	234.79	
11.1708	1.653	234.795	
11.2381	1.653	234.8	
11.3159	1.652	234.805	
11.318	1.652	234.81	
11.2465	1.652	234.815	
11.1876	1.652	234.82	
11.2086	1.652	234.825	
11.196	1.652	234.83	
11.1287	1.652	234.835	
11.1539	1.652	234.84	
11.2339	1.652	234.845	
11.2865	1.652	234.85	
11.2781	1.652	234.855	
11.2633	1.652	234.86	
11.2612	1.652	234.865	
11.2065	1.652	234.87	
11.1539	1.652	234.875	
11.1308	1.652	234.88	
11.1792	1.652	234.885	
11.2149	1.652	234.89	
11.2423	1.652	234.895	
11.2802	1.652	234.9	
11.3096	1.651	234.905	
11.2865	1.651	234.91	
11.1834	1.651	234.915	
11.1329	1.651	234.92	
11.1476	1.651	234.925	
11.1666	1.651	234.93	
11.175	1.651	234.935	
11.1918	1.651	234.94	
11.2465	1.651	234.945	
11.2612	1.651	234.95	
11.2339	1.651	234.955	
11.1981	1.651	234.96	
11.1876	1.651	234.965	
11.1623	1.651	234.97	
11.1308	1.651	234.975	
11.1371	1.651	234.98	
11.1729	1.651	234.985	
11.2023	1.651	234.99	
11.2191	1.651	234.995	
11.2528	1.651	235	
11.2675	1.65	235.005	
11.2402	1.65	235.01	
11.1623	1.65	235.015	
11.1182	1.65	235.02	
11.1602	1.65	235.025	
11.1876	1.65	235.03	
11.1771	1.65	235.035	
11.1834	1.65	235.04	
11.236	1.65	235.045	
11.2444	1.65	235.05	
11.2044	1.65	235.055	
11.1918	1.65	235.06	
11.1939	1.65	235.065	
11.1771	1.65	235.07	
11.1434	1.65	235.075	
11.1539	1.65	235.08	
11.196	1.65	235.085	
11.2065	1.65	235.09	
11.2191	1.65	235.095	
11.2107	1.65	235.1	
11.2128	1.649	235.105	
11.1855	1.649	235.11	
11.1245	1.649	235.115	
11.0929	1.649	235.12	
11.1455	1.649	235.125	
11.1623	1.649	235.13	
11.1497	1.649	235.135	
11.1939	1.649	235.14	
11.2255	1.649	235.145	
11.2486	1.649	235.15	
11.1834	1.649	235.155	
11.1518	1.649	235.16	
11.1687	1.649	235.165	
11.1455	1.649	235.17	
11.1203	1.649	235.175	
11.1224	1.649	235.18	
11.1834	1.649	235.185	
11.217	1.649	235.19	
11.2465	1.649	235.195	
11.2549	1.649	235.2	
11.2381	1.648	235.205	
11.1623	1.648	235.21	
11.0656	1.648	235.215	
11.0298	1.648	235.22	
11.1245	1.648	235.225	
11.1729	1.648	235.23	
11.1623	1.648	235.235	
11.1876	1.648	235.24	
11.2633	1.648	235.245	
11.2255	1.648	235.25	
11.1203	1.648	235.255	
11.0614	1.648	235.26	
11.0803	1.648	235.265	
11.1119	1.648	235.27	
11.1182	1.648	235.275	
11.1497	1.648	235.28	
11.2276	1.648	235.285	
11.2591	1.648	235.29	
11.2297	1.648	235.295	
11.1813	1.648	235.3	
11.1434	1.647	235.305	
11.0866	1.647	235.31	
11.0172	1.647	235.315	
11.0256	1.647	235.32	
11.1182	1.647	235.325	
11.196	1.647	235.33	
11.1602	1.647	235.335	
11.1666	1.647	235.34	
11.2023	1.647	235.345	
11.1623	1.647	235.35	
11.114	1.647	235.355	
11.0887	1.647	235.36	
11.1371	1.647	235.365	
11.1645	1.647	235.37	
11.1413	1.647	235.375	
11.1623	1.647	235.38	
11.1897	1.647	235.385	
11.1602	1.647	235.39	
11.1013	1.647	235.395	
11.0866	1.647	235.4	
11.1161	1.646	235.405	
11.1119	1.646	235.41	
11.0782	1.646	235.415	
11.0845	1.646	235.42	
11.1729	1.646	235.425	
11.196	1.646	235.43	
11.1245	1.646	235.435	
11.0971	1.646	235.44	
11.1224	1.646	235.445	
11.1182	1.646	235.45	
11.0761	1.646	235.455	
11.0908	1.646	235.46	
11.1497	1.646	235.465	
11.1455	1.646	235.47	
11.0635	1.646	235.475	
11.0172	1.646	235.48	
11.095	1.646	235.485	
11.1098	1.646	235.49	
11.0277	1.646	235.495	
11.0298	1.646	235.5	
11.1497	1.645	235.505	
11.2654	1.645	235.51	
11.1813	1.645	235.515	
11.0403	1.645	235.52	
11.0361	1.645	235.525	
11.1308	1.645	235.53	
11.0992	1.645	235.535	
11.0067	1.645	235.54	
11.0067	1.645	235.545	
11.135	1.645	235.55	
11.196	1.645	235.555	
11.1329	1.645	235.56	
11.0403	1.645	235.565	
11.0487	1.645	235.57	
11.0593	1.645	235.575	
11.0614	1.645	235.58	
11.0487	1.645	235.585	
11.0908	1.645	235.59	
11.1792	1.645	235.595	
11.2107	1.645	235.6	
11.1876	1.644	235.605	
11.0929	1.644	235.61	
11.0445	1.644	235.615	
11.034	1.644	235.62	
11.0445	1.644	235.625	
11.0677	1.644	235.63	
11.0614	1.644	235.635	
11.0824	1.644	235.64	
11.1308	1.644	235.645	
11.1098	1.644	235.65	
11.0677	1.644	235.655	
11.0593	1.644	235.66	
11.0719	1.644	235.665	
11.0614	1.644	235.67	
11.0614	1.644	235.675	
11.1013	1.644	235.68	
11.1645	1.644	235.685	
11.1792	1.644	235.69	
11.1098	1.644	235.695	
11.0992	1.644	235.7	
11.095	1.643	235.705	
11.0572	1.643	235.71	
10.9688	1.643	235.715	
10.9646	1.643	235.72	
11.0614	1.643	235.725	
11.1266	1.643	235.73	
11.0971	1.643	235.735	
11.0593	1.643	235.74	
11.0824	1.643	235.745	
11.0866	1.643	235.75	
11.0277	1.643	235.755	
10.9898	1.643	235.76	
11.0466	1.643	235.765	
11.1224	1.643	235.77	
11.1203	1.643	235.775	
11.114	1.643	235.78	
11.0929	1.643	235.785	
11.0698	1.643	235.79	
11.0172	1.643	235.795	
10.9688	1.643	235.8	
10.9688	1.642	235.805	
11.0025	1.642	235.81	
10.9941	1.642	235.815	
10.9941	1.642	235.82	
11.0635	1.642	235.825	
11.0824	1.642	235.83	
11.0445	1.642	235.835	
11.0193	1.642	235.84	
11.0487	1.642	235.845	
11.0551	1.642	235.85	
11.0445	1.642	235.855	
11.0277	1.642	235.86	
11.0677	1.642	235.865	
11.0887	1.642	235.87	
11.0782	1.642	235.875	
11.0614	1.642	235.88	
11.0298	1.642	235.885	
11.013	1.642	235.89	
10.9835	1.642	235.895	
10.9751	1.642	235.9	
10.9919	1.641	235.905	
10.9983	1.641	235.91	
10.973	1.641	235.915	
10.9919	1.641	235.92	
11.0593	1.641	235.925	
11.0656	1.641	235.93	
11.0109	1.641	235.935	
10.9583	1.641	235.94	
11.013	1.641	235.945	
11.0214	1.641	235.95	
10.9941	1.641	235.955	
11.013	1.641	235.96	
11.053	1.641	235.965	
11.0656	1.641	235.97	
11.0277	1.641	235.975	
11.0256	1.641	235.98	
11.0172	1.641	235.985	
11.0025	1.641	235.99	
10.9772	1.641	235.995	
10.973	1.641	236	
11.013	1.64	236.005	
11.0235	1.64	236.01	
10.9415	1.64	236.015	
10.933	1.64	236.02	
10.9835	1.64	236.025	
10.9941	1.64	236.03	
10.9394	1.64	236.035	
10.9267	1.64	236.04	
10.9877	1.64	236.045	
11.0445	1.64	236.05	
11.0193	1.64	236.055	
11.0214	1.64	236.06	
11.0445	1.64	236.065	
11.0403	1.64	236.07	
10.9772	1.64	236.075	
10.9436	1.64	236.08	
10.9751	1.64	236.085	
10.9583	1.64	236.09	
10.9478	1.64	236.095	
10.9688	1.64	236.1	
10.9919	1.639	236.105	
10.9856	1.639	236.11	
10.9099	1.639	236.115	
10.9036	1.639	236.12	
10.9667	1.639	236.125	
10.9709	1.639	236.13	
10.933	1.639	236.135	
10.9394	1.639	236.14	
10.9919	1.639	236.145	
11.0088	1.639	236.15	
10.9962	1.639	236.155	
11.0214	1.639	236.16	
11.0256	1.639	236.165	
10.9751	1.639	236.17	
10.9057	1.639	236.175	
10.9078	1.639	236.18	
10.9036	1.639	236.185	
10.9015	1.639	236.19	
10.9204	1.639	236.195	
10.9751	1.639	236.2	
11.034	1.638	236.205	
11.0151	1.638	236.21	
10.9204	1.638	236.215	
10.8741	1.638	236.22	
10.9225	1.638	236.225	
10.9141	1.638	236.23	
10.8699	1.638	236.235	
10.9015	1.638	236.24	
11.0088	1.638	236.245	
11.0424	1.638	236.25	
11.0046	1.638	236.255	
10.9983	1.638	236.26	
10.9646	1.638	236.265	
10.9162	1.638	236.27	
10.851	1.638	236.275	
10.8552	1.638	236.28	
10.9204	1.638	236.285	
10.9583	1.638	236.29	
10.9646	1.638	236.295	
11.0025	1.638	236.3	
11.034	1.637	236.305	
10.9793	1.637	236.31	
10.8889	1.637	236.315	
10.8468	1.637	236.32	
10.8973	1.637	236.325	
10.9162	1.637	236.33	
10.9015	1.637	236.335	
10.9309	1.637	236.34	
11.0067	1.637	236.345	
11.0235	1.637	236.35	
10.9583	1.637	236.355	
10.9267	1.637	236.36	
10.933	1.637	236.365	
10.8973	1.637	236.37	
10.8552	1.637	236.375	
10.8973	1.637	236.38	
10.9646	1.637	236.385	
10.9941	1.637	236.39	
10.9625	1.637	236.395	
10.9457	1.637	236.4	
10.9499	1.636	236.405	
10.9015	1.636	236.41	
10.8194	1.636	236.415	
10.79	1.636	236.42	
10.8805	1.636	236.425	
10.9415	1.636	236.43	
10.9499	1.636	236.435	
10.9436	1.636	236.44	
10.9919	1.636	236.445	
10.9751	1.636	236.45	
10.9078	1.636	236.455	
10.872	1.636	236.46	
10.8762	1.636	236.465	
10.8805	1.636	236.47	
10.8952	1.636	236.475	
10.9351	1.636	236.48	
11.0046	1.636	236.485	
10.9962	1.636	236.49	
10.952	1.636	236.495	
10.9162	1.636	236.5	
10.9183	1.635	236.505	
10.8552	1.635	236.51	
10.7563	1.635	236.515	
10.769	1.635	236.52	
10.8931	1.635	236.525	
10.9583	1.635	236.53	
10.9499	1.635	236.535	
10.9351	1.635	236.54	
10.9751	1.635	236.545	
10.9541	1.635	236.55	
10.8426	1.635	236.555	
10.8005	1.635	236.56	
10.8615	1.635	236.565	
10.912	1.635	236.57	
10.9183	1.635	236.575	
10.9288	1.635	236.58	
10.9814	1.635	236.585	
10.9751	1.635	236.59	
10.8826	1.635	236.595	
10.7963	1.635	236.6	
10.8194	1.634	236.605	
10.8258	1.634	236.61	
10.811	1.634	236.615	
10.83	1.634	236.62	
10.952	1.634	236.625	
11.0046	1.634	236.63	
10.9288	1.634	236.635	
10.8973	1.634	236.64	
10.891	1.634	236.645	
10.8762	1.634	236.65	
10.8237	1.634	236.655	
10.8026	1.634	236.66	
10.8952	1.634	236.665	
10.9436	1.634	236.67	
10.9394	1.634	236.675	
10.9225	1.634	236.68	
10.9057	1.634	236.685	
10.8636	1.634	236.69	
10.7942	1.634	236.695	
10.7732	1.634	236.7	
10.8026	1.633	236.705	
10.8237	1.633	236.71	
10.8194	1.633	236.715	
10.8237	1.633	236.72	
10.9394	1.633	236.725	
10.9309	1.633	236.73	
10.8531	1.633	236.735	
10.8215	1.633	236.74	
10.8426	1.633	236.745	
10.8762	1.633	236.75	
10.8426	1.633	236.755	
10.811	1.633	236.76	
10.8657	1.633	236.765	
10.8657	1.633	236.77	
10.811	1.633	236.775	
10.7879	1.633	236.78	
10.7963	1.633	236.785	
10.8426	1.633	236.79	
10.8405	1.633	236.795	
10.8489	1.633	236.8	
10.9078	1.632	236.805	
10.8931	1.632	236.81	
10.8173	1.632	236.815	
10.7795	1.632	236.82	
10.8405	1.632	236.825	
10.8531	1.632	236.83	
10.7921	1.632	236.835	
10.7732	1.632	236.84	
10.8447	1.632	236.845	
10.8657	1.632	236.85	
10.8194	1.632	236.855	
10.8068	1.632	236.86	
10.8215	1.632	236.865	
10.8489	1.632	236.87	
10.79	1.632	236.875	
10.7837	1.632	236.88	
10.8447	1.632	236.885	
10.8868	1.632	236.89	
10.8699	1.632	236.895	
10.8762	1.632	236.9	
10.8805	1.631	236.905	
10.8657	1.631	236.91	
10.7795	1.631	236.915	
10.7311	1.631	236.92	
10.7816	1.631	236.925	
10.8258	1.631	236.93	
10.8026	1.631	236.935	
10.8279	1.631	236.94	
10.8615	1.631	236.945	
10.8678	1.631	236.95	
10.811	1.631	236.955	
10.7795	1.631	236.96	
10.8026	1.631	236.965	
10.811	1.631	236.97	
10.7858	1.631	236.975	
10.8026	1.631	236.98	
10.851	1.631	236.985	
10.8636	1.631	236.99	
10.8489	1.631	236.995	
10.8173	1.631	237	
10.8131	1.63	237.005	
10.7942	1.63	237.01	
10.7248	1.63	237.015	
10.7374	1.63	237.02	
10.7837	1.63	237.025	
10.8215	1.63	237.03	
10.8047	1.63	237.035	
10.79	1.63	237.04	
10.8258	1.63	237.045	
10.8384	1.63	237.05	
10.7942	1.63	237.055	
10.7626	1.63	237.06	
10.8026	1.63	237.065	
10.8279	1.63	237.07	
10.8173	1.63	237.075	
10.8131	1.63	237.08	
10.8279	1.63	237.085	
10.8173	1.63	237.09	
10.7795	1.63	237.095	
10.7626	1.63	237.1	
10.7542	1.629	237.105	
10.7479	1.629	237.11	
10.7058	1.629	237.115	
10.7248	1.629	237.12	
10.8131	1.629	237.125	
10.8363	1.629	237.13	
10.7879	1.629	237.135	
10.7647	1.629	237.14	
10.7921	1.629	237.145	
10.7879	1.629	237.15	
10.7647	1.629	237.155	
10.7374	1.629	237.16	
10.7732	1.629	237.165	
10.7858	1.629	237.17	
10.7795	1.629	237.175	
10.769	1.629	237.18	
10.8026	1.629	237.185	
10.7837	1.629	237.19	
10.7563	1.629	237.195	
10.7332	1.629	237.2	
10.7311	1.628	237.205	
10.729	1.628	237.21	
10.6827	1.628	237.215	
10.7143	1.628	237.22	
10.8068	1.628	237.225	
10.8279	1.628	237.23	
10.7984	1.628	237.235	
10.7479	1.628	237.24	
10.7521	1.628	237.245	
10.7185	1.628	237.25	
10.6869	1.628	237.255	
10.7227	1.628	237.26	
10.7816	1.628	237.265	
10.8131	1.628	237.27	
10.7795	1.628	237.275	
10.7542	1.628	237.28	
10.7584	1.628	237.285	
10.7374	1.628	237.29	
10.6995	1.628	237.295	
10.6995	1.628	237.3	
10.7521	1.627	237.305	
10.769	1.627	237.31	
10.7311	1.627	237.315	
10.6995	1.627	237.32	
10.7437	1.627	237.325	
10.7437	1.627	237.33	
10.6848	1.627	237.335	
10.668	1.627	237.34	
10.7395	1.627	237.345	
10.7795	1.627	237.35	
10.7626	1.627	237.355	
10.7668	1.627	237.36	
10.8131	1.627	237.365	
10.7921	1.627	237.37	
10.729	1.627	237.375	
10.6806	1.627	237.38	
10.7122	1.627	237.385	
10.7016	1.627	237.39	
10.7058	1.627	237.395	
10.7542	1.627	237.4	
10.7879	1.626	237.405	
10.7942	1.626	237.41	
10.7332	1.626	237.415	
10.6848	1.626	237.42	
10.7353	1.626	237.425	
10.7016	1.626	237.43	
10.6385	1.626	237.435	
10.649	1.626	237.44	
10.7206	1.626	237.445	
10.7605	1.626	237.45	
10.7584	1.626	237.455	
10.7521	1.626	237.46	
10.7774	1.626	237.465	
10.75	1.626	237.47	
10.7058	1.626	237.475	
10.6701	1.626	237.48	
10.6785	1.626	237.485	
10.6848	1.626	237.49	
10.7058	1.626	237.495	
10.7584	1.626	237.5	
10.7795	1.625	237.505	
10.7732	1.625	237.51	
10.668	1.625	237.515	
10.6427	1.625	237.52	
10.6638	1.625	237.525	
10.649	1.625	237.53	
10.6196	1.625	237.535	
10.649	1.625	237.54	
10.7563	1.625	237.545	
10.7984	1.625	237.55	
10.7753	1.625	237.555	
10.7542	1.625	237.56	
10.7206	1.625	237.565	
10.6638	1.625	237.57	
10.5859	1.625	237.575	
10.5775	1.625	237.58	
10.6448	1.625	237.585	
10.6932	1.625	237.59	
10.7353	1.625	237.595	
10.7774	1.625	237.6	
10.7858	1.624	237.605	
10.7227	1.624	237.61	
10.607	1.624	237.615	
10.5796	1.624	237.62	
10.6238	1.624	237.625	
10.6848	1.624	237.63	
10.6827	1.624	237.635	
10.7227	1.624	237.64	
10.7816	1.624	237.645	
10.7732	1.624	237.65	
10.6848	1.624	237.655	
10.6448	1.624	237.66	
10.6448	1.624	237.665	
10.6511	1.624	237.67	
10.6575	1.624	237.675	
10.689	1.624	237.68	
10.7479	1.624	237.685	
10.7479	1.624	237.69	
10.7016	1.624	237.695	
10.6701	1.624	237.7	
10.6743	1.623	237.705	
10.6322	1.623	237.71	
10.5565	1.623	237.715	
10.588	1.623	237.72	
10.6575	1.623	237.725	
10.7437	1.623	237.73	
10.7311	1.623	237.735	
10.7164	1.623	237.74	
10.7542	1.623	237.745	
10.7227	1.623	237.75	
10.6575	1.623	237.755	
10.5964	1.623	237.76	
10.6406	1.623	237.765	
10.6659	1.623	237.77	
10.6722	1.623	237.775	
10.6869	1.623	237.78	
10.7037	1.623	237.785	
10.689	1.623	237.79	
10.6701	1.623	237.795	
10.6322	1.623	237.8	
10.6196	1.622	237.805	
10.6028	1.622	237.81	
10.5649	1.622	237.815	
10.5712	1.622	237.82	
10.6806	1.622	237.825	
10.7227	1.622	237.83	
10.6848	1.622	237.835	
10.6827	1.622	237.84	
10.6974	1.622	237.845	
10.6701	1.622	237.85	
10.6007	1.622	237.855	
10.567	1.622	237.86	
10.6007	1.622	237.865	
10.6217	1.622	237.87	
10.6112	1.622	237.875	
10.6469	1.622	237.88	
10.7079	1.622	237.885	
10.7016	1.622	237.89	
10.6322	1.622	237.895	
10.5986	1.622	237.9	
10.6259	1.621	237.905	
10.6049	1.621	237.91	
10.5649	1.621	237.915	
10.5838	1.621	237.92	
10.7037	1.621	237.925	
10.7584	1.621	237.93	
10.6764	1.621	237.935	
10.6049	1.621	237.94	
10.628	1.621	237.945	
10.607	1.621	237.95	
10.5396	1.621	237.955	
10.5544	1.621	237.96	
10.6427	1.621	237.965	
10.6953	1.621	237.97	
10.6701	1.621	237.975	
10.6385	1.621	237.98	
10.6638	1.621	237.985	
10.6385	1.621	237.99	
10.5838	1.621	237.995	
10.5775	1.621	238	
10.6112	1.62	238.005	
10.6154	1.62	238.01	
10.5502	1.62	238.015	
10.5418	1.62	238.02	
10.6259	1.62	238.025	
10.6259	1.62	238.03	
10.5502	1.62	238.035	
10.5333	1.62	238.04	
10.6007	1.62	238.045	
10.6343	1.62	238.05	
10.5986	1.62	238.055	
10.5838	1.62	238.06	
10.6385	1.62	238.065	
10.6385	1.62	238.07	
10.5901	1.62	238.075	
10.5312	1.62	238.08	
10.5628	1.62	238.085	
10.5838	1.62	238.09	
10.5628	1.62	238.095	
10.5754	1.62	238.1	
10.6154	1.619	238.105	
10.6007	1.619	238.11	
10.546	1.619	238.115	
10.506	1.619	238.12	
10.5775	1.619	238.125	
10.6196	1.619	238.13	
10.5838	1.619	238.135	
10.6028	1.619	238.14	
10.6722	1.619	238.145	
10.6554	1.619	238.15	
10.6133	1.619	238.155	
10.567	1.619	238.16	
10.5649	1.619	238.165	
10.5775	1.619	238.17	
10.5249	1.619	238.175	
10.5439	1.619	238.18	
10.588	1.619	238.185	
10.6238	1.619	238.19	
10.628	1.619	238.195	
10.6196	1.619	238.2	
10.6385	1.618	238.205	
10.6049	1.618	238.21	
10.5186	1.618	238.215	
10.4892	1.618	238.22	
10.5481	1.618	238.225	
10.6112	1.618	238.23	
10.5986	1.618	238.235	
10.5838	1.618	238.24	
10.6175	1.618	238.245	
10.6049	1.618	238.25	
10.5502	1.618	238.255	
10.5228	1.618	238.26	
10.5523	1.618	238.265	
10.5586	1.618	238.27	
10.5586	1.618	238.275	
10.5859	1.618	238.28	
10.6196	1.618	238.285	
10.6554	1.618	238.29	
10.6322	1.618	238.295	
10.6175	1.618	238.3	
10.6091	1.617	238.305	
10.5859	1.617	238.31	
10.4997	1.617	238.315	
10.4681	1.617	238.32	
10.5123	1.617	238.325	
10.5691	1.617	238.33	
10.5523	1.617	238.335	
10.5439	1.617	238.34	
10.567	1.617	238.345	
10.5691	1.617	238.35	
10.5544	1.617	238.355	
10.5544	1.617	238.36	
10.5838	1.617	238.365	
10.6007	1.617	238.37	
10.5796	1.617	238.375	
10.5838	1.617	238.38	
10.5775	1.617	238.385	
10.5733	1.617	238.39	
10.5291	1.617	238.395	
10.4976	1.617	238.4	
10.5018	1.616	238.405	
10.4723	1.616	238.41	
10.4387	1.616	238.415	
10.4513	1.616	238.42	
10.5628	1.616	238.425	
10.6154	1.616	238.43	
10.6196	1.616	238.435	
10.5922	1.616	238.44	
10.6007	1.616	238.445	
10.567	1.616	238.45	
10.4934	1.616	238.455	
10.485	1.616	238.46	
10.527	1.616	238.465	
10.5544	1.616	238.47	
10.5733	1.616	238.475	
10.5712	1.616	238.48	
10.5796	1.616	238.485	
10.5333	1.616	238.49	
10.5039	1.616	238.495	
10.4828	1.616	238.5	
10.506	1.615	238.505	
10.5186	1.615	238.51	
10.4976	1.615	238.515	
10.5249	1.615	238.52	
10.6133	1.615	238.525	
10.5922	1.615	238.53	
10.5228	1.615	238.535	
10.4807	1.615	238.54	
10.4892	1.615	238.545	
10.4913	1.615	238.55	
10.4744	1.615	238.555	
10.5123	1.615	238.56	
10.5817	1.615	238.565	
10.6028	1.615	238.57	
10.5943	1.615	238.575	
10.5396	1.615	238.58	
10.5312	1.615	238.585	
10.466	1.615	238.59	
10.426	1.615	238.595	
10.4702	1.615	238.6	
10.5165	1.614	238.605	
10.5565	1.614	238.61	
10.5039	1.614	238.615	
10.4934	1.614	238.62	
10.5544	1.614	238.625	
10.5396	1.614	238.63	
10.4492	1.614	238.635	
10.4345	1.614	238.64	
10.4934	1.614	238.645	
10.5375	1.614	238.65	
10.5228	1.614	238.655	
10.5481	1.614	238.66	
10.5565	1.614	238.665	
10.5186	1.614	238.67	
10.4366	1.614	238.675	
10.4471	1.614	238.68	
10.4786	1.614	238.685	
10.4955	1.614	238.69	
10.506	1.614	238.695	
10.546	1.614	238.7	
10.5901	1.613	238.705	
10.5712	1.613	238.71	
10.4618	1.613	238.715	
10.4197	1.613	238.72	
10.4702	1.613	238.725	
10.4702	1.613	238.73	
10.4155	1.613	238.735	
10.4218	1.613	238.74	
10.5333	1.613	238.745	
10.5628	1.613	238.75	
10.5333	1.613	238.755	
10.5081	1.613	238.76	
10.5333	1.613	238.765	
10.5081	1.613	238.77	
10.4113	1.613	238.775	
10.3608	1.613	238.78	
10.3777	1.613	238.785	
10.4387	1.613	238.79	
10.4871	1.613	238.795	
10.5333	1.613	238.8	
10.6049	1.612	238.805	
10.5796	1.612	238.81	
10.4786	1.612	238.815	
10.3987	1.612	238.82	
10.3924	1.612	238.825	
10.3798	1.612	238.83	
10.3398	1.612	238.835	
10.3713	1.612	238.84	
10.466	1.612	238.845	
10.5249	1.612	238.85	
10.4997	1.612	238.855	
10.4913	1.612	238.86	
10.5039	1.612	238.865	
10.4723	1.612	238.87	
10.4324	1.612	238.875	
10.4492	1.612	238.88	
10.4871	1.612	238.885	
10.5144	1.612	238.89	
10.4639	1.612	238.895	
10.4723	1.612	238.9	
10.4597	1.611	238.905	
10.4008	1.611	238.91	
10.3082	1.611	238.915	
10.2935	1.611	238.92	
10.4197	1.611	238.925	
10.4534	1.611	238.93	
10.4303	1.611	238.935	
10.4429	1.611	238.94	
10.5123	1.611	238.945	
10.5354	1.611	238.95	
10.4618	1.611	238.955	
10.4324	1.611	238.96	
10.4597	1.611	238.965	
10.4597	1.611	238.97	
10.4282	1.611	238.975	
10.4134	1.611	238.98	
10.4408	1.611	238.985	
10.4576	1.611	238.99	
10.4471	1.611	238.995	
10.445	1.611	239	
10.4702	1.61	239.005	
10.4387	1.61	239.01	
10.3587	1.61	239.015	
10.3398	1.61	239.02	
10.4092	1.61	239.025	
10.4387	1.61	239.03	
10.4008	1.61	239.035	
10.4239	1.61	239.04	
10.5039	1.61	239.045	
10.4955	1.61	239.05	
10.4408	1.61	239.055	
10.4155	1.61	239.06	
10.4345	1.61	239.065	
10.4071	1.61	239.07	
10.3692	1.61	239.075	
10.3882	1.61	239.08	
10.4471	1.61	239.085	
10.4892	1.61	239.09	
10.485	1.61	239.095	
10.4492	1.61	239.1	
10.445	1.609	239.105	
10.4008	1.609	239.11	
10.3209	1.609	239.115	
10.323	1.609	239.12	
10.4345	1.609	239.125	
10.5018	1.609	239.13	
10.4807	1.609	239.135	
10.466	1.609	239.14	
10.485	1.609	239.145	
10.4387	1.609	239.15	
10.3293	1.609	239.155	
10.2914	1.609	239.16	
10.3608	1.609	239.165	
10.4176	1.609	239.17	
10.4387	1.609	239.175	
10.4639	1.609	239.18	
10.5081	1.609	239.185	
10.4913	1.609	239.19	
10.4239	1.609	239.195	
10.3629	1.609	239.2	
10.3629	1.608	239.205	
10.3461	1.608	239.21	
10.2998	1.608	239.215	
10.3419	1.608	239.22	
