Time (s)	Load (gf)	Displacement (mm)
30,577	6	3,046
30,597	6	3,048
30,619	6	3,05
30,632	6	3,052
30,655	6	3,055
30,682	6	3,057
30,708	6	3,06
30,731	6	3,061
30,748	6	3,063
30,768	6	3,066
30,79	6	3,067
30,81	6	3,069
30,828	6	3,071
30,849	6	3,073
30,867	6	3,074
30,882	6	3,076
30,903	6	3,079
30,936	6	3,082
30,96	6	3,085
30,985	6	3,087
31,006	6	3,089
31,029	6	3,092
31,053	6	3,094
31,071	6	3,095
31,088	6	3,097
31,109	6	3,099
31,123	6	3,1
31,147	6	3,102
31,168	6	3,105
31,189	6	3,108
31,217	6	3,111
31,243	6	3,112
31,255	6	3,113
31,269	6	3,115
31,285	6	3,117
31,309	6	3,119
31,329	6	3,121
31,349	6	3,123
31,37	6	3,124
31,383	6	3,127
31,405	6	3,128
31,424	6	3,131
31,445	6	3,133
31,469	6	3,136
31,494	4	3,138
31,513	6	3,14
31,532	6	3,142
31,551	6	3,143
31,571	6	3,146
31,593	6	3,148
31,611	6	3,149
31,623	6	3,151
31,644	6	3,153
31,669	6	3,156
31,695	6	3,158
31,715	6	3,16
31,735	6	3,162
31,757	6	3,164
31,776	6	3,166
31,796	6	3,168
31,819	6	3,17
31,841	6	3,172
31,862	6	3,174
31,875	6	3,176
31,893	6	3,178
31,919	6	3,18
31,946	6	3,183
31,967	6	3,185
31,991	6	3,187
32,011	6	3,189
32,031	6	3,191
32,051	6	3,194
32,074	6	3,196
32,097	6	3,198
32,116	6	3,199
32,129	6	3,202
32,156	6	3,204
32,177	6	3,206
32,198	6	3,208
32,217	6	3,209
32,234	6	3,211
32,252	6	3,213
32,272	6	3,216
32,295	6	3,218
32,316	6	3,219
32,331	6	3,221
32,346	6	3,222
32,367	6	3,225
32,394	6	3,228
32,416	6	3,23
32,434	6	3,232
32,465	6	3,234
32,478	6	3,236
32,505	6	3,238
32,526	6	3,241
32,546	6	3,242
32,566	6	3,244
32,586	6	3,247
32,61	6	3,248
32,622	6	3,25
32,641	6	3,252
32,66	6	3,255
32,689	6	3,257
32,71	6	3,26
32,737	6	3,261
32,751	6	3,263
32,774	6	3,266
32,794	6	3,268
32,815	6	3,27
32,835	6	3,272
32,855	6	3,274
32,875	6	3,276
32,893	6	3,277
32,906	6	3,279
32,926	6	3,282
32,952	6	3,284
32,978	6	3,286
33	6	3,288
33,019	6	3,29
33,04	6	3,292
33,063	6	3,294
33,084	6	3,297
33,104	6	3,298
33,119	6	3,3
33,143	6	3,303
33,169	6	3,306
33,193	6	3,308
33,214	6	3,31
33,235	6	3,312
33,254	6	3,314
33,273	6	3,316
33,291	6	3,318
33,314	6	3,32
33,335	6	3,322
33,355	6	3,323
33,369	6	3,325
33,396	6	3,328
33,417	6	3,33
33,437	6	3,333
33,464	6	3,335
33,487	6	3,338
33,508	6	3,339
33,527	6	3,341
33,547	6	3,343
33,568	6	3,345
33,583	6	3,346
33,603	6	3,349
33,624	6	3,352
33,652	6	3,354
33,675	6	3,356
33,697	6	3,358
33,717	6	3,36
33,738	6	3,362
33,759	6	3,365
33,781	6	3,367
33,802	6	3,369
33,823	6	3,371
33,845	6	3,374
33,872	6	3,375
33,885	6	3,377
33,912	6	3,38
33,934	6	3,382
33,955	6	3,384
33,979	6	3,386
33,999	6	3,388
34,015	6	3,39
34,03	6	3,391
34,048	6	3,393
34,068	6	3,396
34,089	6	3,397
34,108	6	3,399
34,121	6	3,401
34,146	6	3,404
34,173	6	3,406
34,197	6	3,408
34,218	6	3,41
34,245	6	3,412
34,261	6	3,414
34,28	6	3,416
34,3	6	3,418
34,32	6	3,42
34,339	6	3,422
34,361	8	3,424
34,376	6	3,426
34,396	6	3,428
34,414	6	3,43
34,439	6	3,433
34,465	6	3,436
34,49	6	3,437
34,507	6	3,45
34,631	6	3,452
34,647	6	3,453
34,664	6	3,455
34,692	6	3,458
34,715	6	3,46
34,74	6	3,463
34,764	6	3,465
34,783	6	3,467
34,803	6	3,469
34,824	6	3,471
34,846	6	3,473
34,863	6	3,474
34,879	6	3,476
34,898	6	3,479
34,929	8	3,482
34,949	6	3,484
34,969	6	3,486
34,996	6	3,488
35,011	6	3,49
35,04	8	3,493
35,064	8	3,495
35,092	6	3,498
35,111	6	3,5
35,133	6	3,502
35,161	8	3,505
35,182	6	3,507
35,205	6	3,51
35,229	6	3,512
35,249	6	3,513
35,267	6	3,515
35,287	6	3,518
35,311	6	3,52
35,336	8	3,522
35,359	6	3,525
35,388	6	3,527
35,402	6	3,528
35,424	6	3,531
35,445	6	3,534
35,471	6	3,536
35,495	6	3,538
35,518	6	3,54
35,538	6	3,542
35,559	6	3,544
35,576	6	3,546
35,597	6	3,548
35,615	6	3,55
35,635	8	3,552
35,65	6	3,554
35,676	6	3,556
35,699	6	3,559
35,73	6	3,562
35,755	6	3,564
35,77	6	3,565
35,784	6	3,567
35,802	6	3,569
35,824	8	3,571
35,845	8	3,573
35,866	8	3,575
35,884	6	3,577
35,902	6	3,578
35,918	8	3,581
35,943	6	3,583
35,96	6	3,585
35,984	6	3,587
36,007	8	3,59
36,028	8	3,591
36,046	8	3,593
36,067	6	3,595
36,085	8	3,597
36,102	8	3,599
36,123	8	3,6
36,141	8	3,604
36,171	8	3,605
36,188	8	3,607
36,211	8	3,609
36,226	8	3,612
36,252	8	3,614
36,274	8	3,616
36,295	6	3,618
36,314	8	3,62
36,333	8	3,622
36,354	8	3,624
36,374	8	3,626
36,391	8	3,627
36,403	8	3,629
36,426	8	3,631
36,451	8	3,634
36,476	8	3,636
36,498	8	3,639
36,518	8	3,64
36,539	6	3,643
36,56	8	3,645
36,583	8	3,647
36,603	8	3,648
36,618	6	3,651
36,643	6	3,653
36,664	6	3,655
36,689	8	3,657
36,709	8	3,659
36,729	8	3,661
36,749	8	3,663
36,769	8	3,666
36,79	6	3,668
36,81	6	3,67
36,831	8	3,672
36,853	8	3,673
36,866	8	3,675
36,889	8	3,678
36,91	8	3,68
36,937	8	3,682
36,958	8	3,685
36,983	6	3,687
37,004	6	3,689
37,025	6	3,691
37,044	8	3,693
37,065	8	3,695
37,09	8	3,698
37,11	8	3,7
37,13	8	3,701
37,146	6	3,703
37,163	8	3,705
37,186	8	3,707
37,211	8	3,71
37,23	8	3,712
37,257	8	3,714
37,27	8	3,715
37,286	8	3,717
37,305	8	3,719
37,325	8	3,721
37,346	8	3,723
37,367	8	3,725
37,387	8	3,727
37,4	8	3,729
37,424	8	3,732
37,456	8	3,734
37,48	8	3,737
37,503	8	3,738
37,519	8	3,74
37,536	8	3,742
37,562	8	3,745
37,585	8	3,747
37,608	8	3,749
37,628	8	3,751
37,648	8	3,753
37,666	8	3,755
37,685	8	3,757
37,707	8	3,76
37,732	8	3,763
37,763	8	3,765
37,787	8	3,767
37,809	8	3,77
37,829	8	3,772
37,851	8	3,774
37,872	8	3,775
37,887	8	3,777
37,907	8	3,78
37,928	8	3,782
37,956	8	3,784
37,976	8	3,786
37,995	8	3,788
38,012	8	3,79
38,033	8	3,792
38,055	8	3,794
38,076	8	3,796
38,095	8	3,798
38,109	8	3,8
38,131	8	3,802
38,158	8	3,806
38,188	8	3,808
38,211	8	3,809
38,224	8	3,812
38,247	8	3,814
38,274	8	3,816
38,296	8	3,818
38,317	8	3,82
38,338	8	3,822
38,352	8	3,824
38,371	8	3,826
38,395	8	3,828
38,416	8	3,831
38,446	8	3,833
38,47	8	3,835
38,484	8	3,838
38,51	8	3,84
38,534	8	3,842
38,555	8	3,844
38,575	8	3,846
38,596	8	3,848
38,618	8	3,85
38,636	8	3,852
38,651	8	3,854
38,675	8	3,857
38,699	8	3,859
38,722	8	3,861
38,742	8	3,863
38,762	8	3,865
38,781	8	3,867
38,803	8	3,869
38,824	8	3,871
38,845	8	3,873
38,866	8	3,875
38,885	8	3,877
38,904	8	3,879
38,921	8	3,88
38,933	8	3,883
38,962	8	3,886
38,988	8	3,887
39,007	8	3,89
39,032	8	3,892
39,05	8	3,894
39,07	8	3,896
39,092	8	3,898
39,113	8	3,9
39,135	8	3,902
39,156	8	3,904
39,173	8	3,905
39,187	8	3,907
39,203	8	3,91
39,231	8	3,912
39,256	8	3,914
39,275	8	3,916
39,295	8	3,918
39,313	8	3,919
39,325	8	3,921
39,345	8	3,924
39,37	8	3,926
39,389	8	3,928
39,41	8	3,93
39,43	8	3,932
39,45	8	3,933
39,47	8	3,936
39,494	8	3,938
39,517	8	3,941
39,544	8	3,943
39,566	8	3,945
39,589	8	3,948
39,61	8	3,95
39,63	8	3,952
39,65	8	3,953
39,666	8	3,955
39,689	8	3,958
39,709	8	3,96
39,735	8	3,962
39,759	8	3,965
39,783	8	3,966
39,798	8	3,968
39,816	8	3,97
39,837	8	3,972
39,859	8	3,975
39,88	8	3,977
39,91	8	3,979
39,924	8	3,981
39,946	8	3,984
39,973	8	3,986
40	8	3,989
40,023	8	3,99
40,039	8	4,002
40,149	8	4,003
40,166	8	4,005
40,181	10	4,008
40,213	8	4,01
40,235	8	4,013
40,266	8	4,015
40,29	8	4,018
40,314	8	4,02
40,336	8	4,022
40,357	8	4,024
40,38	8	4,026
40,395	8	4,027
40,409	8	4,029
40,433	8	4,032
40,455	10	4,034
40,483	10	4,036
40,511	8	4,039
40,525	8	4,041
40,549	8	4,044
40,573	8	4,046
40,598	10	4,048
40,619	10	4,05
40,64	8	4,052
40,659	8	4,054
40,672	8	4,056
40,704	8	4,06
40,732	8	4,061
40,758	8	4,064
40,781	8	4,066
40,802	8	4,068
40,82	8	4,07
40,842	8	4,073
40,865	8	4,075
40,885	8	4,076
40,899	8	4,078
40,923	8	4,081
40,945	8	4,083
40,967	8	4,085
40,991	8	4,088
41,009	8	4,09
41,03	8	4,092
41,056	8	4,094
41,077	8	4,096
41,095	8	4,098
41,114	8	4,1
41,144	8	4,102
41,16	8	4,105
41,183	8	4,106
41,205	8	4,109
41,23	8	4,111
41,254	8	4,114
41,276	8	4,116
41,295	8	4,118
41,316	10	4,12
41,336	8	4,122
41,356	8	4,123
41,368	8	4,126
41,398	8	4,128
41,416	8	4,13
41,439	8	4,132
41,461	10	4,134
41,484	8	4,136
41,498	8	4,138
41,523	8	4,141
41,545	8	4,144
41,573	10	4,146
41,593	10	4,148
41,613	8	4,15
41,634	8	4,152
41,654	8	4,153
41,669	8	4,156
41,695	8	4,158
41,722	8	4,161
41,745	10	4,162
41,768	10	4,165
41,786	10	4,167
41,805	10	4,169
41,829	8	4,172
41,853	10	4,174
41,878	10	4,177
41,902	8	4,178
41,921	8	4,18
41,939	8	4,183
41,964	8	4,184
41,987	8	4,187
42,01	8	4,189
42,032	8	4,192
42,055	8	4,194
42,078	10	4,196
42,099	8	4,198
42,121	8	4,2
42,139	10	4,202
42,152	10	4,204
42,179	10	4,206
42,207	8	4,209
42,226	8	4,211
42,258	8	4,213
42,273	8	4,215
42,291	8	4,218
42,314	8	4,219
42,331	10	4,221
42,352	10	4,223
42,369	10	4,225
42,388	10	4,226
42,401	10	4,229
42,423	10	4,231
42,449	10	4,233
42,47	10	4,236
42,495	10	4,238
42,515	10	4,24
42,538	8	4,242
42,559	10	4,244
42,58	10	4,246
42,601	10	4,248
42,623	10	4,25
42,643	10	4,253
42,667	10	4,254
42,68	10	4,256
42,707	10	4,259
42,726	10	4,261
42,751	10	4,263
42,772	10	4,266
42,797	10	4,268
42,819	10	4,27
42,84	10	4,272
42,855	10	4,274
42,875	8	4,276
42,894	8	4,278
42,917	10	4,28
42,943	10	4,283
42,97	10	4,285
42,985	10	4,287
43,009	10	4,289
43,028	10	4,291
43,047	10	4,293
43,067	10	4,295
43,091	10	4,297
43,112	10	4,299
43,133	10	4,301
43,153	10	4,303
43,172	10	4,305
43,186	10	4,308
43,215	10	4,31
43,241	10	4,312
43,269	10	4,315
43,294	10	4,317
43,315	10	4,319
43,333	10	4,321
43,353	10	4,323
43,376	10	4,326
43,399	10	4,328
43,424	10	4,33
43,442	10	4,332
43,455	10	4,334
43,484	10	4,337
43,51	10	4,339
43,531	10	4,342
43,558	10	4,344
43,573	10	4,345
43,594	10	4,347
43,612	10	4,349
43,632	10	4,351
43,655	10	4,354
43,677	10	4,356
43,708	10	4,358
43,723	10	4,36
43,745	10	4,362
43,77	10	4,365
43,794	10	4,367
43,813	10	4,369
43,833	10	4,372
43,855	10	4,373
43,875	10	4,375
43,892	10	4,377
43,915	10	4,379
43,929	10	4,38
43,946	10	4,383
43,973	10	4,386
43,996	10	4,388
44,024	10	4,39
44,044	10	4,392
44,057	10	4,394
44,077	10	4,396
44,099	10	4,398
44,118	10	4,4
44,139	10	4,402
44,164	10	4,404
44,184	10	4,407
44,209	10	4,409
44,23	10	4,411
44,252	10	4,414
44,276	10	4,416
44,296	10	4,418
44,317	10	4,42
44,339	10	4,422
44,361	10	4,425
44,386	10	4,427
44,409	10	4,429
44,43	10	4,431
44,447	10	4,432
44,466	10	4,435
44,493	10	4,438
44,517	10	4,44
44,537	10	4,442
44,56	10	4,444
44,58	10	4,446
44,603	10	4,448
44,622	10	4,45
44,642	10	4,452
44,662	10	4,454
44,678	10	4,456
44,705	10	4,458
44,725	10	4,46
44,749	10	4,464
44,777	10	4,466
44,799	10	4,468
44,818	10	4,47
44,838	10	4,472
44,858	10	4,474
44,876	10	4,476
44,896	10	4,478
44,916	10	4,479
44,929	10	4,481
44,947	10	4,483
44,964	10	4,486
44,992	10	4,487
45,008	10	4,49
45,036	10	4,491
45,049	10	4,494
45,079	10	4,496
45,1	10	4,498
45,12	10	4,5
45,14	10	4,503
45,162	10	4,505
45,183	10	4,507
45,201	10	4,508
45,214	10	4,51
45,244	10	4,512
45,266	10	4,515
45,29	10	4,517
45,31	10	4,519
45,33	10	4,522
45,351	10	4,524
45,372	10	4,526
45,392	10	4,528
45,411	10	4,53
45,433	10	4,532
45,456	10	4,534
45,472	10	4,535
45,491	10	4,539
45,522	10	4,541
45,545	10	4,543
45,566	10	4,545
45,586	10	4,547
45,605	10	4,548
45,621	10	4,55
45,639	10	4,552
45,661	10	4,555
45,683	10	4,558
45,71	10	4,559
45,724	10	4,57
45,842	10	4,572
45,856	10	4,574
45,873	10	4,577
45,904	10	4,579
45,922	10	4,58
45,946	10	4,583
45,966	10	4,585
45,984	10	4,586
45,997	10	4,588
46,019	10	4,59
46,04	10	4,592
46,062	10	4,594
46,082	10	4,596
46,103	10	4,598
46,125	10	4,601
46,145	10	4,603
46,166	10	4,605
46,187	10	4,607
46,207	10	4,608
46,219	10	4,61
46,246	10	4,613
46,275	10	4,616
46,298	10	4,618
46,318	10	4,62
46,338	10	4,622
46,358	10	4,624
46,379	10	4,626
46,392	10	4,627
46,411	10	4,629
46,432	10	4,631
46,451	10	4,633
46,47	10	4,636
46,497	10	4,638
46,521	10	4,64
46,541	10	4,642
46,566	10	4,645
46,587	10	4,647
46,607	10	4,649
46,628	10	4,651
46,646	10	4,653
46,666	10	4,655
46,687	10	4,657
46,707	10	4,658
46,725	10	4,661
46,75	10	4,663
46,772	10	4,666
46,795	10	4,668
46,818	10	4,67
46,84	10	4,672
46,86	10	4,674
46,882	10	4,676
46,904	10	4,678
46,919	10	4,68
46,944	10	4,683
46,967	10	4,685
46,991	10	4,687
47,017	10	4,69
47,041	10	4,692
47,055	10	4,694
47,075	10	4,696
47,094	10	4,698
47,114	12	4,7
47,135	12	4,702
47,154	10	4,704
47,176	10	4,705
47,189	10	4,708
47,214	10	4,709
47,237	12	4,712
47,257	10	4,714
47,276	10	4,716
47,302	10	4,719
47,325	10	4,72
47,342	10	4,722
47,369	10	4,726
47,393	12	4,728
47,413	10	4,73
47,431	10	4,731
47,443	12	4,732
47,46	10	4,735
47,487	10	4,737
47,511	10	4,74
47,534	10	4,742
47,557	10	4,743
47,575	10	4,746
47,598	12	4,748
47,617	10	4,75
47,638	10	4,753
47,662	12	4,755
47,682	12	4,756
47,695	10	4,758
47,719	10	4,76
47,743	12	4,762
47,762	12	4,764
47,784	10	4,767
47,807	10	4,769
47,824	12	4,771
47,844	12	4,773
47,871	12	4,776
47,894	12	4,778
47,916	12	4,78
47,936	12	4,782
47,952	12	4,783
47,973	12	4,786
47,994	10	4,788
48,016	12	4,79
48,039	12	4,794
48,071	12	4,795
48,088	12	4,797
48,107	12	4,8
48,134	12	4,802
48,155	6	4,804
48,176	0	4,806
48,194	0	4,808
48,212	0	4,81
48,234	0	4,813
48,265	0	4,815
48,285	0	4,817
48,308	0	4,819
48,329	0	4,821
48,352	0	4,824
48,374	0	4,826
48,396	0	4,828
48,414	0	4,83
48,431	0	4,832
48,455	0	4,834
48,475	0	4,837
48,503	0	4,838
48,522	0	4,841
48,548	0	4,843
48,563	0	4,844
48,583	0	4,846
48,596	0	4,847
48,608	0	4,848
48,621	0	4,85
48,64	0	4,852
48,661	0	4,854
48,684	0	4,856
48,7	0	4,857
48,712	0	4,86
48,744	0	4,862
48,766	0	4,865
48,788	0	4,867
48,808	0	4,869
48,83	0	4,871
48,852	0	4,873
48,871	0	4,875
48,891	0	4,877
48,913	0	4,879
48,928	0	4,881
48,947	0	4,883
48,971	0	4,886
48,997	0	4,887
49,016	0	4,89
49,036	0	4,891
49,052	0	4,894
49,076	0	4,896
49,101	0	4,898
49,122	0	4,9
49,145	0	4,903
49,167	0	4,905
49,189	0	4,907
49,21	0	4,908
49,228	0	4,911
49,256	0	4,914
49,28	0	4,916
49,304	0	4,919
49,326	0	4,921
49,349	0	4,923
49,368	0	4,925
49,39	0	4,927
49,41	0	4,929
49,434	0	4,931
49,45	0	4,932
49,465	0	4,934
49,485	0	4,936
49,503	0	4,939
49,528	0	4,942
49,555	0	4,944
49,576	0	4,945
49,589	0	4,947
49,617	0	4,95
49,641	0	4,952
49,662	0	4,954
49,683	0	4,957
49,708	0	4,958
49,724	0	4,962
49,756	0	4,964
49,778	0	4,966
49,8	0	4,968
49,821	0	4,97
49,842	0	4,972
49,859	0	4,973
49,872	0	4,976
49,896	0	4,978
49,917	0	4,981
49,947	0	4,983
49,966	0	4,984
49,985	0	4,987
50,006	0	4,988
50,028	0	4,992
50,057	0	4,994
50,078	0	4,996
50,101	0	4,998
50,122	0	5
50,143	0	5,003
50,166	0	5,005
50,185	0	5,006
50,198	0	5,008
50,221	0	5,01
50,247	0	5,013
50,271	0	5,015
50,292	0	5,017
50,313	0	5,019
50,334	0	5,021
50,353	0	5,024
50,376	0	5,026
50,396	0	5,028
50,417	0	5,03
50,437	0	5,032
50,457	0	5,034
50,474	0	5,036
50,494	0	5,038
50,521	0	5,04
50,548	0	5,043
50,568	0	5,045
50,59	0	5,047
50,61	0	5,049
50,632	0	5,051
50,653	0	5,053
50,668	0	5,055
50,69	0	5,057
50,71	0	5,06
50,741	0	5,062
50,771	0	5,065
50,785	0	5,066
50,803	0	5,068
50,822	0	5,07
50,841	0	5,072
50,862	0	5,074
50,881	0	5,076
50,903	0	5,078
50,924	0	5,08
50,944	0	5,082
50,964	0	5,084
50,984	0	5,087
51,011	0	5,089
51,037	0	5,092
51,063	0	5,094
51,08	0	5,096
51,095	0	5,097
51,113	0	5,099
51,132	0	5,101
51,152	0	5,114
51,273	0	5,115
51,291	0	5,117
51,308	0	5,119
51,332	0	5,122
51,354	0	5,123
51,374	0	5,125
51,394	0	5,128
51,416	0	5,13
51,437	0	5,132
51,459	0	5,133
51,477	0	5,136
51,495	0	5,138
51,518	0	5,141
51,549	0	5,144
51,575	0	5,145
51,588	0	5,146
51,607	0	5,149
51,628	0	5,151
51,65	0	5,152
51,665	0	5,154
51,68	0	5,156
51,707	0	5,158
51,725	0	5,16
51,741	0	5,162
51,763	0	5,164
51,777	0	5,165
51,789	0	5,167
51,806	0	5,169
51,825	0	5,171
51,845	0	5,173
51,866	0	5,175
51,887	0	5,177
51,909	0	5,179
51,931	0	5,181
51,95	0	5,182
51,962	0	5,185
51,987	0	5,187
52,011	0	5,189
52,037	0	5,192
52,055	0	5,194
52,081	0	5,196
52,098	0	5,198
52,121	0	5,201
52,146	0	5,203
52,171	0	5,205
52,193	0	5,207
52,207	0	5,208
52,229	0	5,21
52,249	0	5,213
52,268	0	5,214
52,283	0	5,217
52,311	0	5,219
52,332	0	5,222
52,354	0	5,224
52,377	0	5,226
52,396	0	5,228
52,417	0	5,23
52,437	0	5,231
52,452	0	5,233
52,47	0	5,235
52,494	0	5,237
52,515	0	5,241
52,548	0	5,243
52,571	0	5,244
52,585	0	5,246
52,604	0	5,248
52,622	0	5,25
52,642	0	5,252
52,663	0	5,254
52,686	0	5,257
52,71	0	5,259
52,733	0	5,26
52,746	0	5,262
52,768	0	5,265
52,793	0	5,267
52,817	0	5,27
52,84	0	5,272
52,863	0	5,274
52,883	0	5,276
52,904	0	5,278
52,926	0	5,28
52,945	0	5,282
52,959	0	5,284
52,983	0	5,286
53,008	0	5,289
53,029	0	5,292
53,059	0	5,293
53,083	0	5,296
53,098	0	5,297
53,118	0	5,3
53,143	0	5,303
53,169	0	5,305
53,191	0	5,307
53,206	0	5,308
53,225	0	5,31
53,245	0	5,313
53,271	0	5,316
53,297	0	5,318
53,319	0	5,319
53,332	0	5,321
53,353	0	5,323
53,372	0	5,325
53,392	0	5,327
53,411	0	5,329
53,435	0	5,332
53,456	0	5,334
53,476	0	5,335
53,489	0	5,336
53,505	0	5,339
53,536	0	5,342
53,563	0	5,344
53,587	0	5,346
53,609	0	5,348
53,627	0	5,351
53,651	0	5,353
53,67	0	5,355
53,69	0	5,357
53,712	0	5,359
53,731	0	5,36
53,745	0	5,363
53,772	0	5,366
53,8	0	5,368
53,825	0	5,371
53,854	0	5,373
53,875	0	5,375
53,894	0	5,377
53,914	0	5,379
53,933	0	5,381
53,951	0	5,382
53,964	0	5,385
54	0	5,388
54,021	0	5,39
54,041	0	5,392
54,064	0	5,394
54,085	0	5,397
54,107	0	5,398
54,121	0	5,4
54,144	0	5,402
54,169	0	5,405
54,192	0	5,407
54,212	0	5,409
54,235	0	5,41
54,248	0	5,412
54,267	0	5,415
54,293	0	5,417
54,314	0	5,42
54,345	0	5,423
54,369	0	5,424
54,384	0	5,426
54,404	0	5,428
54,424	0	5,43
54,443	0	5,432
54,476	0	5,435
54,495	0	5,438
54,52	0	5,439
54,533	0	5,442
54,561	0	5,445
54,588	0	5,447
54,61	0	5,449
54,631	0	5,451
54,652	0	5,453
54,672	0	5,455
54,693	0	5,457
54,711	0	5,459
54,73	0	5,46
54,742	0	5,463
54,77	0	5,465
54,791	0	5,468
54,817	0	5,47
54,839	0	5,472
54,858	0	5,474
54,878	0	5,476
54,9	0	5,478
54,922	0	5,48
54,943	0	5,482
54,955	0	5,483
54,971	0	5,485
54,992	0	5,487
55,017	0	5,49
55,046	0	5,492
55,065	0	5,494
55,086	0	5,497
55,108	0	5,499
55,128	0	5,501
55,148	0	5,503
55,169	0	5,505
55,19	0	5,507
55,204	0	5,509
55,225	0	5,511
55,251	0	5,514
55,279	0	5,516
55,302	0	5,518
55,323	0	5,52
55,346	0	5,522
55,366	0	5,524
55,384	0	5,526
55,396	0	5,528
55,417	0	5,53
55,44	0	5,533
55,467	0	5,535
55,489	0	5,537
55,513	0	5,539
55,527	0	5,54
55,55	0	5,543
55,569	0	5,546
55,597	0	5,548
55,617	0	5,55
55,637	0	5,552
55,657	0	5,554
55,677	0	5,556
55,697	0	5,558
55,717	0	5,559
55,732	0	5,561
55,751	0	5,564
55,779	0	5,566
55,803	0	5,569
55,827	0	5,571
55,849	0	5,572
55,863	0	5,574
55,884	0	5,576
55,907	0	5,579
55,929	0	5,582
55,953	0	5,584
55,973	0	5,586
55,994	0	5,587
56,01	0	5,59
56,038	0	5,592
56,063	0	5,595
56,089	0	5,597
56,111	0	5,599
56,128	0	5,601
56,148	0	5,603
56,171	0	5,605
56,193	0	5,608
56,213	0	5,609
56,232	0	5,611
56,252	0	5,613
56,267	0	5,615
56,289	0	5,618
56,314	0	5,62
56,338	0	5,623
56,365	0	5,625
56,387	0	5,627
56,406	0	5,629
56,425	0	5,631
56,445	0	5,632
56,458	0	5,635
56,49	0	5,637
56,508	0	5,64
56,536	0	5,643
56,564	0	5,644
56,579	0	5,646
56,596	0	5,648
56,618	0	5,65
56,639	0	5,652
56,661	0	5,654
56,682	0	5,656
56,702	0	5,658
56,722	0	5,66
56,737	0	5,672
56,854	0	5,674
56,876	0	5,675
56,889	0	5,677
56,914	0	5,68
56,935	0	5,683
56,967	0	5,685
56,987	0	5,687
57,014	0	5,689
57,029	0	5,691
57,047	0	5,693
57,074	0	5,696
57,097	0	5,698
57,118	0	5,7
57,139	0	5,702
57,161	0	5,704
57,181	0	5,706
57,196	0	5,707
57,209	0	5,709
57,229	0	5,711
57,257	0	5,714
57,282	0	5,717
57,311	0	5,719
57,327	0	5,72
57,339	0	5,723
57,367	0	5,725
57,391	0	5,727
57,411	0	5,73
57,435	0	5,732
57,454	0	5,734
57,472	0	5,735
57,491	0	5,737
57,508	0	5,739
57,531	0	5,742
57,562	0	5,744
57,583	0	5,747
57,606	0	5,749
57,625	0	5,751
57,646	0	5,753
57,665	0	5,755
57,687	0	5,756
57,702	0	5,758
57,719	0	5,76
57,739	0	5,762
57,763	0	5,764
57,782	0	5,766
57,802	0	5,768
57,822	0	5,771
57,845	0	5,773
57,865	0	5,775
57,886	0	5,777
57,902	0	5,779
57,924	0	5,781
57,944	0	5,783
57,963	0	5,785
57,985	0	5,787
58,003	0	5,788
58,016	0	5,79
58,039	0	5,793
58,067	0	5,795
58,091	0	5,798
58,12	0	5,8
58,136	0	5,801
58,149	0	5,803
58,17	0	5,805
58,189	0	5,807
58,209	0	5,81
58,236	0	5,812
58,255	0	5,813
58,268	0	5,816
58,293	0	5,818
58,31	0	5,82
58,335	0	5,822
58,365	0	5,825
58,386	0	5,827
58,408	0	5,829
58,429	0	5,832
58,452	0	5,833
58,47	0	5,835
58,489	0	5,837
58,511	0	5,84
58,531	0	5,841
58,554	0	5,844
58,581	0	5,846
58,602	0	5,848
58,615	0	5,85
58,639	0	5,853
58,673	0	5,855
58,689	0	5,856
58,705	0	5,858
58,723	0	5,86
58,736	0	5,862
58,761	0	5,864
58,779	0	5,867
58,814	0	5,87
58,831	0	5,872
58,852	0	5,873
58,872	0	5,875
58,89	0	5,876
58,903	0	5,878
58,916	0	5,879
58,928	0	5,88
58,94	0	5,881
58,952	0	5,882
58,964	0	5,884
58,976	0	5,885
58,988	0	5,886
59	0	5,888
59,013	0	5,889
59,03	0	5,891
59,049	0	5,894
59,079	0	5,896
59,099	0	5,898
59,117	0	5,9
59,139	0	5,902
59,153	0	5,904
59,179	0	5,906
59,196	0	5,908
59,217	0	5,91
59,236	0	5,913
59,266	0	5,915
59,288	0	5,917
59,303	0	5,92
59,332	0	5,922
59,359	0	5,924
59,377	0	5,926
59,397	0	5,928
59,418	0	5,93
59,437	0	5,932
59,459	0	5,934
59,476	0	5,935
59,496	0	5,938
59,52	0	5,94
59,542	0	5,943
59,566	0	5,945
59,588	0	5,948
59,617	0	5,949
59,63	0	5,951
59,655	0	5,954
59,675	0	5,956
59,7	0	5,958
59,722	0	5,96
59,742	0	5,962
59,757	0	5,963
59,769	0	5,966
59,796	0	5,968
59,818	0	5,971
59,845	0	5,973
59,866	0	5,975
59,885	0	5,977
59,905	0	5,979
59,926	0	5,981
59,948	0	5,984
59,974	0	5,986
59,996	0	5,987
60,01	0	5,988
60,028	0	5,991
60,056	0	5,994
60,081	0	5,996
60,102	0	5,999
60,124	0	6,001
60,143	0	6,003
60,165	0	6,005
60,184	0	6,007
60,205	0	6,009
60,227	0	6,011
60,251	0	6,013
60,264	0	6,014
60,287	0	6,016
60,306	0	6,02
60,333	0	6,022
60,358	0	6,024
60,383	0	6,027
60,405	0	6,029
60,425	0	6,031
60,446	0	6,033
60,466	0	6,034
60,481	0	6,037
