Time (s)	Load (gf)	Displacement (mm)
89,798	0	8,966
89,824	0	8,968
89,846	0	8,97
89,864	0	8,973
89,894	0	8,975
89,909	0	8,976
89,922	0	8,979
89,959	0	8,982
89,983	0	8,984
90,004	0	8,986
90,025	0	8,988
90,046	0	8,99
90,066	0	8,992
90,085	0	8,994
90,105	0	8,996
90,125	0	8,998
90,146	0	9
90,16	0	9,002
90,18	0	9,004
90,205	0	9,006
90,227	0	9,009
90,249	0	9,011
90,27	0	9,012
90,284	0	9,015
90,314	0	9,017
90,337	0	9,019
90,357	0	9,021
90,376	0	9,023
90,392	0	9,025
90,409	0	9,027
90,428	0	9,029
90,451	0	9,031
90,474	0	9,034
90,497	0	9,036
90,518	0	9,038
90,539	0	9,04
90,561	0	9,042
90,583	0	9,044
90,603	0	9,046
90,625	0	9,048
90,642	0	9,049
90,655	0	9,052
90,686	0	9,055
90,711	0	9,057
90,732	0	9,059
90,756	0	9,061
90,77	0	9,063
90,791	0	9,065
90,811	0	9,067
90,831	0	9,069
90,851	0	9,071
90,872	0	9,072
90,89	0	9,075
90,911	0	9,076
90,925	0	9,078
90,937	0	9,08
90,965	0	9,082
90,989	0	9,085
91,013	0	9,087
91,033	0	9,089
91,053	0	9,091
91,07	0	9,092
91,082	0	9,095
91,109	0	9,097
91,135	0	9,099
91,155	0	9,102
91,181	0	9,104
91,202	0	9,105
91,215	0	9,107
91,237	0	9,11
91,267	0	9,113
91,291	0	9,115
91,312	0	9,116
91,327	0	9,118
91,347	0	9,121
91,369	0	9,122
91,387	0	9,124
91,399	0	9,125
91,422	0	9,128
91,442	0	9,13
91,468	0	9,133
91,493	0	9,144
91,606	0	9,146
91,619	0	9,148
91,645	0	9,151
91,672	0	9,153
91,698	0	9,156
91,72	0	9,158
91,741	0	9,159
91,758	0	9,161
91,772	0	9,163
91,799	0	9,166
91,825	0	9,168
91,847	0	9,171
91,88	0	9,173
91,894	0	9,174
91,908	0	9,176
91,93	0	9,178
91,956	0	9,181
91,982	0	9,183
92,005	0	9,185
92,02	0	9,187
92,035	0	9,189
92,062	0	9,192
92,082	0	9,194
92,106	0	9,196
92,126	0	9,198
92,143	0	9,199
92,156	0	9,202
92,183	0	9,204
92,209	0	9,206
92,237	0	9,209
92,259	0	9,211
92,274	0	9,212
92,292	0	9,214
92,305	0	9,215
92,321	0	9,217
92,333	0	9,218
92,346	0	9,22
92,366	0	9,222
92,384	0	9,224
92,409	0	9,226
92,423	0	9,228
92,449	0	9,231
92,476	0	9,233
92,499	0	9,236
92,521	0	9,238
92,541	0	9,24
92,564	0	9,242
92,584	0	9,244
92,606	0	9,246
92,628	0	9,248
92,649	0	9,25
92,669	0	9,252
92,684	0	9,254
92,71	0	9,257
92,733	0	9,259
92,753	0	9,261
92,777	0	9,263
92,802	0	9,265
92,815	0	9,266
92,831	0	9,268
92,852	0	9,27
92,873	0	9,272
92,896	0	9,275
92,924	0	9,277
92,937	0	9,279
92,955	0	9,281
92,98	0	9,283
93,001	0	9,285
93,021	0	9,288
93,043	0	9,29
93,064	0	9,292
93,085	0	9,294
93,105	0	9,296
93,127	0	9,298
93,146	0	9,299
93,163	0	9,301
93,182	0	9,304
93,212	0	9,307
93,233	0	9,308
93,252	0	9,31
93,278	0	9,313
93,292	0	9,314
93,308	0	9,316
93,327	0	9,318
93,348	0	9,32
93,368	0	9,322
93,388	0	9,324
93,409	0	9,326
93,433	0	9,328
93,448	0	9,33
93,471	0	9,332
93,497	0	9,336
93,529	0	9,339
93,556	0	9,34
93,569	0	9,342
93,589	0	9,344
93,609	0	9,346
93,63	0	9,348
93,651	0	9,351
93,679	0	9,352
93,695	0	9,354
93,711	0	9,356
93,735	0	9,359
93,757	0	9,361
93,781	0	9,363
93,803	0	9,366
93,827	0	9,368
93,848	0	9,37
93,87	0	9,372
93,888	0	9,373
93,902	0	9,375
93,926	0	9,377
93,942	0	9,379
93,967	0	9,382
93,985	0	9,384
94,01	0	9,386
94,025	0	9,387
94,038	0	9,389
94,058	0	9,391
94,079	0	9,393
94,099	0	9,395
94,122	0	9,397
94,142	0	9,399
94,163	0	9,401
94,174	0	9,403
94,197	0	9,406
94,229	0	9,408
94,249	0	9,41
94,274	0	9,412
94,296	0	9,415
94,317	0	9,417
94,337	0	9,419
94,358	0	9,421
94,38	0	9,423
94,399	0	9,425
94,421	0	9,426
94,435	0	9,428
94,459	0	9,431
94,483	0	9,434
94,506	0	9,436
94,529	0	9,438
94,552	0	9,44
94,571	0	9,443
94,596	0	9,445
94,616	0	9,447
94,636	0	9,449
94,66	0	9,451
94,68	0	9,453
94,701	0	9,455
94,714	0	9,456
94,731	0	9,458
94,756	0	9,46
94,776	0	9,463
94,798	0	9,465
94,823	0	9,467
94,837	0	9,468
94,852	0	9,471
94,882	0	9,474
94,905	0	9,476
94,926	0	9,478
94,946	0	9,48
94,972	0	9,482
94,985	0	9,484
95,008	0	9,486
95,032	0	9,488
95,055	0	9,491
95,078	0	9,492
95,094	0	9,494
95,116	0	9,497
95,137	0	9,499
95,157	0	9,501
95,179	0	9,503
95,2	0	9,505
95,218	0	9,506
95,231	0	9,508
95,254	0	9,511
95,284	0	9,513
95,309	0	9,516
95,332	0	9,518
95,35	0	9,52
95,373	0	9,522
95,393	0	9,524
95,413	0	9,526
95,435	0	9,528
95,454	0	9,53
95,468	0	9,532
95,492	0	9,535
95,521	0	9,537
95,547	0	9,54
95,566	0	9,541
95,586	0	9,543
95,602	0	9,545
95,621	0	9,547
95,64	0	9,548
95,658	0	9,551
95,68	0	9,553
95,701	0	9,555
95,721	0	9,556
95,741	0	9,559
95,763	0	9,561
95,783	0	9,564
95,811	0	9,566
95,834	0	9,568
95,857	0	9,57
95,878	0	9,573
95,901	0	9,575
95,921	0	9,577
95,943	0	9,579
95,958	0	9,58
95,971	0	9,582
95,997	0	9,585
96,02	0	9,587
96,042	0	9,589
96,065	0	9,591
96,084	0	9,593
96,104	0	9,596
96,127	0	9,597
96,146	0	9,6
96,17	0	9,602
96,191	0	9,604
96,213	0	9,605
96,228	0	9,607
96,247	0	9,609
96,273	0	9,613
96,3	0	9,615
96,325	0	9,617
96,339	0	9,618
96,357	0	9,621
96,381	0	9,623
96,401	0	9,625
96,422	0	9,628
96,451	0	9,63
96,471	0	9,631
96,49	0	9,633
96,503	0	9,634
96,525	0	9,638
96,55	0	9,64
96,574	0	9,643
96,601	0	9,645
96,622	0	9,647
96,643	0	9,649
96,666	0	9,651
96,687	0	9,653
96,704	0	9,654
96,719	0	9,656
96,742	0	9,659
96,763	0	9,661
96,784	0	9,663
96,807	0	9,666
96,831	0	9,668
96,852	0	9,67
96,873	0	9,672
96,891	0	9,674
96,914	0	9,676
96,938	0	9,678
96,957	0	9,68
96,97	0	9,682
96,998	0	9,686
97,03	0	9,688
97,052	0	9,69
97,078	0	9,692
97,098	0	9,695
97,121	0	9,697
97,14	0	9,699
97,162	0	9,701
97,179	0	9,702
97,191	0	9,713
97,31	0	9,715
97,324	0	9,716
97,34	0	9,719
97,364	0	9,721
97,388	0	9,724
97,409	0	9,726
97,431	0	9,728
97,45	0	9,73
97,466	0	9,731
97,487	0	9,734
97,514	0	9,736
97,536	0	9,738
97,558	0	9,74
97,575	0	9,742
97,596	0	9,744
97,615	0	9,746
97,635	0	9,748
97,655	0	9,75
97,672	0	9,751
97,685	0	9,753
97,703	0	9,755
97,729	0	9,758
97,752	0	9,76
97,77	0	9,762
97,794	0	9,764
97,809	0	9,765
97,825	0	9,767
97,845	0	9,77
97,876	0	9,773
97,901	0	9,775
97,922	0	9,777
97,939	0	9,778
97,953	0	9,781
97,979	0	9,783
98,002	0	9,785
98,025	0	9,787
98,047	0	9,789
98,067	0	9,791
98,08	0	9,792
98,102	0	9,796
98,13	0	9,798
98,153	0	9,8
98,173	0	9,802
98,197	0	9,804
98,21	0	9,805
98,226	0	9,808
98,252	0	9,811
98,281	0	9,813
98,306	0	9,816
98,33	0	9,817
98,343	0	9,82
98,375	0	9,822
98,4	0	9,825
98,422	0	9,827
98,443	0	9,829
98,466	0	9,831
98,479	0	9,832
98,496	0	9,835
98,526	0	9,838
98,551	0	9,84
98,575	0	9,842
98,591	0	9,844
98,611	0	9,846
98,632	0	9,848
98,656	0	9,85
98,676	0	9,853
98,7	0	9,854
98,714	0	9,856
98,737	0	9,858
98,757	0	9,86
98,777	0	9,863
98,804	0	9,865
98,825	0	9,868
98,846	0	9,87
98,866	0	9,872
98,887	0	9,874
98,909	0	9,876
98,928	0	9,877
98,941	0	9,879
98,965	0	9,882
98,995	0	9,885
99,02	0	9,887
99,038	0	9,888
99,051	0	9,889
99,064	0	9,892
99,089	0	9,894
99,111	0	9,896
99,131	0	9,898
99,154	0	9,9
99,173	0	9,902
99,192	0	9,904
99,212	0	9,906
99,226	0	9,908
99,25	0	9,91
99,271	0	9,912
99,295	0	9,915
99,321	0	9,916
99,336	0	9,918
99,353	0	9,921
99,378	0	9,923
99,397	0	9,925
99,418	0	9,928
99,446	0	9,93
99,467	0	9,932
99,487	0	9,933
99,499	0	9,935
99,526	0	9,937
99,546	0	9,94
99,576	0	9,943
99,598	0	9,945
99,618	0	9,947
99,638	0	9,949
99,66	0	9,952
99,685	0	9,953
99,708	0	9,955
99,722	0	9,957
99,746	0	9,959
99,761	0	9,961
99,781	0	9,963
99,806	0	9,966
99,831	0	9,968
99,853	0	9,97
99,873	0	9,972
99,893	0	9,974
99,914	0	9,977
99,938	0	9,979
99,957	0	9,98
99,97	0	9,983
100,009	0	9,986
100,031	0	9,987
100,052	0	9,99
100,074	0	9,992
100,089	0	9,993
100,105	0	9,996
100,129	0	9,998
100,147	0	9,999
100,163	0	10,001
100,182	0	10,003
100,207	0	10,005
100,219	0	10,007
100,238	0	10,009
100,258	0	10,012
100,294	0	10,014
100,315	0	10,016
100,336	0	10,018
100,358	0	10,021
100,381	0	10,023
100,403	0	10,025
100,424	0	10,027
100,445	0	10,029
100,46	0	10,03
100,478	0	10,033
100,504	0	10,036
100,529	0	10,038
100,548	0	10,04
100,574	0	10,042
100,589	0	10,043
100,614	0	10,046
100,635	0	10,048
100,654	0	10,05
100,674	0	10,052
100,693	0	10,054
100,708	0	10,055
100,72	0	10,057
100,739	0	10,059
100,761	0	10,061
100,782	0	10,063
100,803	0	10,065
100,824	0	10,068
100,847	0	10,07
100,868	0	10,072
100,889	0	10,074
100,911	0	10,076
100,929	0	10,077
100,945	0	10,079
100,963	0	10,082
100,991	0	10,084
101,02	0	10,087
101,041	0	10,089
101,057	0	10,09
101,074	0	10,092
101,097	0	10,094
101,118	0	10,096
101,138	0	10,098
101,157	0	10,101
101,18	0	10,102
101,193	0	10,104
101,215	0	10,107
101,242	0	10,109
101,263	0	10,111
101,282	0	10,114
101,309	0	10,115
101,322	0	10,117
101,34	0	10,119
101,365	0	10,122
101,388	0	10,124
101,409	0	10,126
101,431	0	10,128
101,451	0	10,129
101,464	0	10,131
101,488	0	10,134
101,512	0	10,136
101,536	0	10,138
101,556	0	10,14
101,578	0	10,143
101,603	0	10,145
101,623	0	10,147
101,643	0	10,149
101,663	0	10,151
101,687	0	10,153
101,707	0	10,156
101,728	0	10,157
101,741	0	10,158
101,755	0	10,16
101,777	0	10,162
101,796	0	10,164
101,816	0	10,166
101,834	0	10,169
101,857	0	10,17
101,876	0	10,173
101,901	0	10,174
101,915	0	10,177
101,936	0	10,178
101,953	0	10,18
101,976	0	10,182
101,994	0	10,184
102,015	0	10,186
102,029	0	10,188
102,057	0	10,191
102,082	0	10,194
102,107	0	10,196
102,13	0	10,198
102,144	0	10,199
102,159	0	10,201
102,18	0	10,203
102,2	0	10,205
102,219	0	10,207
102,241	0	10,209
102,26	0	10,21
102,276	0	10,214
102,309	0	10,216
102,331	0	10,218
102,356	0	10,22
102,375	0	10,223
102,396	0	10,224
102,413	0	10,226
102,431	0	10,228
102,448	0	10,23
102,467	0	10,24
102,576	0	10,242
102,589	0	10,243
102,604	0	10,245
102,627	0	10,248
102,648	0	10,25
102,665	0	10,252
102,693	0	10,254
102,707	0	10,256
102,734	0	10,259
102,754	0	10,261
102,777	0	10,262
102,795	0	10,265
102,819	0	10,266
102,833	0	10,268
102,851	0	10,271
102,878	0	10,273
102,899	0	10,275
102,919	0	10,277
102,943	0	10,279
102,957	0	10,28
102,975	0	10,282
102,992	0	10,284
103,01	0	10,286
103,035	0	10,288
103,054	0	10,29
103,075	0	10,292
103,094	0	10,294
103,115	0	10,296
103,134	0	10,298
103,156	0	10,3
103,176	0	10,302
103,198	0	10,304
103,211	0	10,305
103,227	0	10,308
103,251	0	10,31
103,277	0	10,313
103,302	0	10,316
103,326	0	10,317
103,341	0	10,319
103,364	0	10,321
103,385	0	10,323
103,407	0	10,325
103,428	0	10,327
103,446	0	10,329
103,462	0	10,33
103,479	0	10,332
103,498	0	10,335
103,522	0	10,337
103,54	0	10,339
103,563	0	10,341
103,584	0	10,343
103,602	0	10,344
103,616	0	10,347
103,642	0	10,349
103,661	0	10,35
103,681	0	10,352
103,701	0	10,354
103,718	0	10,356
103,74	0	10,358
103,753	0	10,36
103,777	0	10,362
103,799	0	10,364
103,818	0	10,367
103,84	0	10,369
103,86	0	10,37
103,878	0	10,372
103,895	0	10,374
103,915	0	10,376
103,934	0	10,378
103,955	0	10,38
103,978	0	10,383
104,01	0	10,385
104,026	0	10,386
104,04	0	10,388
104,06	0	10,391
104,085	0	10,393
104,101	0	10,395
104,125	0	10,397
104,147	0	10,4
104,169	0	10,401
104,189	0	10,404
104,209	0	10,405
104,23	0	10,407
104,244	0	10,408
104,258	0	10,41
